time,altitude,velocity,acceleration,thrust,drag
72.977,87.261,-6.0661,0.0017505,0,92.465
73.477,84.229,-6.0652,0.001718,0,92.465
73.977,81.196,-6.0644,0.001736,0,92.465
74.477,78.164,-6.0635,0.001723,0,92.465
74.977,75.133,-6.0626,0.001729,0,92.465
75.477,72.102,-6.0618,0.0017233,0,92.466
75.977,69.071,-6.0609,0.0017248,0,92.466
76.477,66.041,-6.0601,0.0017219,0,92.466
76.977,63.011,-6.0592,0.0017217,0,92.466
77.477,59.981,-6.0583,0.0017199,0,92.466
77.977,56.952,-6.0575,0.0017191,0,92.466
78.477,53.924,-6.0566,0.0017176,0,92.466
78.977,50.896,-6.0558,0.0017165,0,92.466
79.477,47.868,-6.0549,0.0017152,0,92.466
79.977,44.841,-6.054,0.0017141,0,92.466
80.477,41.814,-6.0532,0.0017128,0,92.466
80.977,38.788,-6.0523,0.0017116,0,92.466
81.477,35.762,-6.0515,0.0017104,0,92.466
81.977,32.736,-6.0506,0.0017092,0,92.467
82.477,29.711,-6.0498,0.001708,0,92.467
82.977,26.687,-6.0489,0.0017068,0,92.467
83.477,23.662,-6.0481,0.0017056,0,92.467
83.977,20.638,-6.0472,0.0017044,0,92.467
84.477,17.615,-6.0464,0.0017032,0,92.467
84.977,14.592,-6.0455,0.001702,0,92.467
85.477,11.57,-6.0447,0.0017008,0,92.467
85.977,8.5475,-6.0438,0.0016996,0,92.467
86.477,5.5258,-6.043,0.0016985,0,92.467
86.977,2.5045,-6.0421,0.0016973,0,92.467
87.477,-0.51634,-6.0413,0.0016961,0,92.467
