Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s^2),Drag coefficient
3.7684,294.43,76.131,-12.456,0.80999
3.7694,294.5,76.119,-12.455,0.80999
3.7704,294.58,76.106,-12.454,0.80999
3.7714,294.65,76.094,-12.454,0.80998
3.7724,294.73,76.081,-12.453,0.80998
3.7734,294.81,76.069,-12.452,0.80998
3.7744,294.88,76.056,-12.451,0.80997
3.7754,294.96,76.044,-12.45,0.80997
3.7764,295.03,76.032,-12.449,0.80997
3.7774,295.11,76.019,-12.448,0.80996
3.7784,295.19,76.007,-12.447,0.80996
3.7794,295.26,75.994,-12.446,0.80996
3.7804,295.34,75.982,-12.445,0.80995
3.7814,295.41,75.969,-12.445,0.80995
3.7824,295.49,75.957,-12.444,0.80995
3.7834,295.57,75.944,-12.443,0.80994
3.7844,295.64,75.932,-12.442,0.80994
3.7854,295.72,75.92,-12.441,0.80994
3.7864,295.79,75.907,-12.44,0.80993
3.7874,295.87,75.895,-12.439,0.80993
3.7884,295.95,75.882,-12.438,0.80993
3.7894,296.02,75.87,-12.437,0.80992
3.7904,296.1,75.857,-12.436,0.80992
3.7914,296.17,75.845,-12.436,0.80992
3.7924,296.25,75.833,-12.435,0.80991
3.7934,296.33,75.82,-12.434,0.80991
3.7944,296.4,75.808,-12.433,0.80991
3.7954,296.48,75.795,-12.432,0.8099
3.7964,296.55,75.783,-12.431,0.8099
3.7974,296.63,75.77,-12.43,0.8099
3.7984,296.7,75.758,-12.429,0.80989
3.7994,296.78,75.745,-12.428,0.80989
3.8004,296.86,75.733,-12.427,0.80989
3.8014,296.93,75.721,-12.427,0.80988
3.8024,297.01,75.708,-12.426,0.80988
3.8034,297.08,75.696,-12.425,0.80988
3.8044,297.16,75.683,-12.424,0.80987
3.8054,297.23,75.671,-12.423,0.80987
3.8064,297.31,75.659,-12.422,0.80987
3.8074,297.39,75.646,-12.421,0.80986
3.8084,297.46,75.634,-12.42,0.80986
3.8094,297.54,75.621,-12.419,0.80986
3.8104,297.61,75.609,-12.419,0.80985
3.8114,297.69,75.596,-12.418,0.80985
3.8124,297.76,75.584,-12.417,0.80985
3.8134,297.84,75.572,-12.416,0.80984
3.8144,297.91,75.559,-12.415,0.80984
3.8154,297.99,75.547,-12.414,0.80984
3.8164,298.07,75.534,-12.413,0.80983
3.8174,298.14,75.522,-12.412,0.80983
3.8184,298.22,75.51,-12.411,0.80983
3.8194,298.29,75.497,-12.41,0.80983
3.8204,298.37,75.485,-12.41,0.80982
3.8214,298.44,75.472,-12.409,0.80982
3.8224,298.52,75.46,-12.408,0.80982
3.8234,298.59,75.447,-12.407,0.80981
3.8244,298.67,75.435,-12.406,0.80981
3.8254,298.74,75.423,-12.405,0.80981
3.8264,298.82,75.41,-12.404,0.8098
3.8274,298.9,75.398,-12.403,0.8098
3.8284,298.97,75.385,-12.402,0.8098
3.8294,299.05,75.373,-12.402,0.80979
3.8304,299.12,75.361,-12.401,0.80979
3.8314,299.2,75.348,-12.4,0.80979
3.8324,299.27,75.336,-12.399,0.80978
3.8334,299.35,75.323,-12.398,0.80978
3.8344,299.42,75.311,-12.397,0.80978
3.8354,299.5,75.299,-12.396,0.80977
3.8364,299.57,75.286,-12.395,0.80977
3.8374,299.65,75.274,-12.394,0.80977
3.8384,299.72,75.261,-12.394,0.80976
3.8394,299.8,75.249,-12.393,0.80976
3.8404,299.87,75.237,-12.392,0.80976
3.8414,299.95,75.224,-12.391,0.80975
3.8424,300.03,75.212,-12.39,0.80975
3.8434,300.1,75.2,-12.389,0.80975
3.8444,300.18,75.187,-12.388,0.80974
3.8454,300.25,75.175,-12.387,0.80974
3.8464,300.33,75.162,-12.386,0.80974
3.8474,300.4,75.15,-12.386,0.80973
3.8484,300.48,75.138,-12.385,0.80973
3.8494,300.55,75.125,-12.384,0.80973
3.8504,300.63,75.113,-12.383,0.80972
3.8514,300.7,75.1,-12.382,0.80972
3.8524,300.78,75.088,-12.381,0.80972
3.8534,300.85,75.076,-12.38,0.80971
3.8544,300.93,75.063,-12.379,0.80971
3.8554,301,75.051,-12.379,0.80971
3.8564,301.08,75.039,-12.378,0.80971
3.8574,301.15,75.026,-12.377,0.8097
3.8584,301.23,75.014,-12.376,0.8097
3.8594,301.3,75.001,-12.375,0.8097
3.8604,301.38,74.989,-12.374,0.80969
3.8614,301.45,74.977,-12.373,0.80969
3.8624,301.53,74.964,-12.372,0.80969
3.8634,301.6,74.952,-12.371,0.80968
3.8644,301.68,74.94,-12.371,0.80968
3.8654,301.75,74.927,-12.37,0.80968
3.8664,301.83,74.915,-12.369,0.80967
3.8674,301.9,74.902,-12.368,0.80967
3.8684,301.98,74.89,-12.367,0.80967
3.8694,302.05,74.878,-12.366,0.80966
3.8704,302.13,74.865,-12.365,0.80966
3.8714,302.2,74.853,-12.364,0.80966
3.8724,302.28,74.841,-12.364,0.80965
3.8734,302.35,74.828,-12.363,0.80965
3.8744,302.43,74.816,-12.362,0.80965
3.8754,302.5,74.804,-12.361,0.80964
3.8764,302.58,74.791,-12.36,0.80964
3.8774,302.65,74.779,-12.359,0.80964
3.8784,302.72,74.766,-12.358,0.80963
3.8794,302.8,74.754,-12.357,0.80963
3.8804,302.87,74.742,-12.356,0.80963
3.8814,302.95,74.729,-12.356,0.80962
3.8824,303.02,74.717,-12.355,0.80962
3.8834,303.1,74.705,-12.354,0.80962
3.8844,303.17,74.692,-12.353,0.80962
3.8854,303.25,74.68,-12.352,0.80961
3.8864,303.32,74.668,-12.351,0.80961
3.8874,303.4,74.655,-12.35,0.80961
3.8884,303.47,74.643,-12.349,0.8096
3.8894,303.55,74.631,-12.349,0.8096
3.8904,303.62,74.618,-12.348,0.8096
3.8914,303.7,74.606,-12.347,0.80959
3.8924,303.77,74.594,-12.346,0.80959
3.8934,303.85,74.581,-12.345,0.80959
3.8944,303.92,74.569,-12.344,0.80958
3.8954,303.99,74.556,-12.343,0.80958
3.8964,304.07,74.544,-12.342,0.80958
3.8974,304.14,74.532,-12.342,0.80957
3.8984,304.22,74.519,-12.341,0.80957
3.8994,304.29,74.507,-12.34,0.80957
3.9004,304.37,74.495,-12.339,0.80956
3.9014,304.44,74.482,-12.338,0.80956
3.9024,304.52,74.47,-12.337,0.80956
3.9034,304.59,74.458,-12.336,0.80955
3.9044,304.66,74.445,-12.335,0.80955
3.9054,304.74,74.433,-12.335,0.80955
3.9064,304.81,74.421,-12.334,0.80954
3.9074,304.89,74.408,-12.333,0.80954
3.9084,304.96,74.396,-12.332,0.80954
3.9094,305.04,74.384,-12.331,0.80954
3.9104,305.11,74.371,-12.33,0.80953
3.9114,305.19,74.359,-12.329,0.80953
3.9124,305.26,74.347,-12.329,0.80953
3.9134,305.33,74.334,-12.328,0.80952
3.9144,305.41,74.322,-12.327,0.80952
3.9154,305.48,74.31,-12.326,0.80952
3.9164,305.56,74.297,-12.325,0.80951
3.9174,305.63,74.285,-12.324,0.80951
3.9184,305.71,74.273,-12.323,0.80951
3.9194,305.78,74.26,-12.322,0.8095
3.9204,305.85,74.248,-12.322,0.8095
3.9214,305.93,74.236,-12.321,0.8095
3.9224,306,74.224,-12.32,0.80949
3.9234,306.08,74.211,-12.319,0.80949
3.9244,306.15,74.199,-12.318,0.80949
3.9254,306.23,74.187,-12.317,0.80948
3.9264,306.3,74.174,-12.316,0.80948
3.9274,306.37,74.162,-12.315,0.80948
3.9284,306.45,74.15,-12.315,0.80947
3.9294,306.52,74.137,-12.314,0.80947
3.9304,306.6,74.125,-12.313,0.80947
3.9314,306.67,74.113,-12.312,0.80947
3.9324,306.74,74.1,-12.311,0.80946
3.9334,306.82,74.088,-12.31,0.80946
3.9344,306.89,74.076,-12.309,0.80946
3.9354,306.97,74.063,-12.309,0.80945
3.9364,307.04,74.051,-12.308,0.80945
3.9374,307.11,74.039,-12.307,0.80945
3.9384,307.19,74.027,-12.306,0.80944
3.9394,307.26,74.014,-12.305,0.80944
3.9404,307.34,74.002,-12.304,0.80944
3.9414,307.41,73.99,-12.303,0.80943
3.9424,307.48,73.977,-12.303,0.80943
3.9434,307.56,73.965,-12.302,0.80943
3.9444,307.63,73.953,-12.301,0.80942
3.9454,307.71,73.94,-12.3,0.80942
3.9464,307.78,73.928,-12.299,0.80942
3.9474,307.85,73.916,-12.298,0.80941
3.9484,307.93,73.903,-12.297,0.80941
3.9494,308,73.891,-12.296,0.80941
3.9504,308.08,73.879,-12.296,0.80941
3.9514,308.15,73.867,-12.295,0.8094
3.9524,308.22,73.854,-12.294,0.8094
3.9534,308.3,73.842,-12.293,0.8094
3.9544,308.37,73.83,-12.292,0.80939
3.9554,308.45,73.817,-12.291,0.80939
3.9564,308.52,73.805,-12.29,0.80939
3.9574,308.59,73.793,-12.29,0.80938
3.9584,308.67,73.781,-12.289,0.80938
3.9594,308.74,73.768,-12.288,0.80938
3.9604,308.81,73.756,-12.287,0.80937
3.9614,308.89,73.744,-12.286,0.80937
3.9624,308.96,73.731,-12.285,0.80937
3.9634,309.04,73.719,-12.284,0.80936
3.9644,309.11,73.707,-12.284,0.80936
3.9654,309.18,73.695,-12.283,0.80936
3.9664,309.26,73.682,-12.282,0.80935
3.9674,309.33,73.67,-12.281,0.80935
3.9684,309.4,73.658,-12.28,0.80935
3.9694,309.48,73.645,-12.279,0.80935
3.9704,309.55,73.633,-12.278,0.80934
3.9714,309.62,73.621,-12.278,0.80934
3.9724,309.7,73.609,-12.277,0.80934
3.9734,309.77,73.596,-12.276,0.80933
3.9744,309.85,73.584,-12.275,0.80933
3.9754,309.92,73.572,-12.274,0.80933
3.9764,309.99,73.56,-12.273,0.80932
3.9774,310.07,73.547,-12.272,0.80932
3.9784,310.14,73.535,-12.272,0.80932
3.9794,310.21,73.523,-12.271,0.80931
3.9804,310.29,73.51,-12.27,0.80931
3.9814,310.36,73.498,-12.269,0.80931
3.9824,310.43,73.486,-12.268,0.8093
3.9834,310.51,73.474,-12.267,0.8093
3.9844,310.58,73.461,-12.266,0.8093
3.9854,310.65,73.449,-12.266,0.8093
3.9864,310.73,73.437,-12.265,0.80929
3.9874,310.8,73.425,-12.264,0.80929
3.9884,310.87,73.412,-12.263,0.80929
3.9894,310.95,73.4,-12.262,0.80928
3.9904,311.02,73.388,-12.261,0.80928
3.9914,311.09,73.376,-12.26,0.80928
3.9924,311.17,73.363,-12.26,0.80927
3.9934,311.24,73.351,-12.259,0.80927
3.9944,311.31,73.339,-12.258,0.80927
3.9954,311.39,73.326,-12.257,0.80926
3.9964,311.46,73.314,-12.256,0.80926
3.9974,311.53,73.302,-12.255,0.80926
3.9984,311.61,73.29,-12.254,0.80925
3.9994,311.68,73.277,-12.254,0.80925
4.0004,311.75,73.265,-12.253,0.80925
4.0014,311.83,73.253,-12.252,0.80925
4.0024,311.9,73.241,-12.251,0.80924
4.0034,311.97,73.228,-12.25,0.80924
4.0044,312.05,73.216,-12.249,0.80924
4.0054,312.12,73.204,-12.249,0.80923
4.0064,312.19,73.192,-12.248,0.80923
4.0074,312.27,73.179,-12.247,0.80923
4.0084,312.34,73.167,-12.246,0.80922
4.0094,312.41,73.155,-12.245,0.80922
4.0104,312.49,73.143,-12.244,0.80922
4.0114,312.56,73.13,-12.243,0.80921
4.0124,312.63,73.118,-12.243,0.80921
4.0134,312.71,73.106,-12.242,0.80921
4.0144,312.78,73.094,-12.241,0.8092
4.0154,312.85,73.082,-12.24,0.8092
4.0164,312.93,73.069,-12.239,0.8092
4.0174,313,73.057,-12.238,0.8092
4.0184,313.07,73.045,-12.237,0.80919
4.0194,313.14,73.033,-12.237,0.80919
4.0204,313.22,73.02,-12.236,0.80919
4.0214,313.29,73.008,-12.235,0.80918
4.0224,313.36,72.996,-12.234,0.80918
4.0234,313.44,72.984,-12.233,0.80918
4.0244,313.51,72.971,-12.232,0.80917
4.0254,313.58,72.959,-12.232,0.80917
4.0264,313.66,72.947,-12.231,0.80917
4.0274,313.73,72.935,-12.23,0.80916
4.0284,313.8,72.922,-12.229,0.80916
4.0294,313.87,72.91,-12.228,0.80916
4.0304,313.95,72.898,-12.227,0.80915
4.0314,314.02,72.886,-12.226,0.80915
4.0324,314.09,72.874,-12.226,0.80915
4.0334,314.17,72.861,-12.225,0.80915
4.0344,314.24,72.849,-12.224,0.80914
4.0354,314.31,72.837,-12.223,0.80914
4.0364,314.38,72.825,-12.222,0.80914
4.0374,314.46,72.812,-12.221,0.80913
4.0384,314.53,72.8,-12.221,0.80913
4.0394,314.6,72.788,-12.22,0.80913
4.0404,314.68,72.776,-12.219,0.80912
4.0414,314.75,72.764,-12.218,0.80912
4.0424,314.82,72.751,-12.217,0.80912
4.0434,314.89,72.739,-12.216,0.80911
4.0444,314.97,72.727,-12.216,0.80911
4.0454,315.04,72.715,-12.215,0.80911
4.0464,315.11,72.702,-12.214,0.80911
4.0474,315.18,72.69,-12.213,0.8091
4.0484,315.26,72.678,-12.212,0.8091
4.0494,315.33,72.666,-12.211,0.8091
4.0504,315.4,72.654,-12.21,0.80909
4.0514,315.48,72.641,-12.21,0.80909
4.0524,315.55,72.629,-12.209,0.80909
4.0534,315.62,72.617,-12.208,0.80908
4.0544,315.69,72.605,-12.207,0.80908
4.0554,315.77,72.593,-12.206,0.80908
4.0564,315.84,72.58,-12.205,0.80907
4.0574,315.91,72.568,-12.205,0.80907
4.0584,315.98,72.556,-12.204,0.80907
4.0594,316.06,72.544,-12.203,0.80907
4.0604,316.13,72.532,-12.202,0.80906
4.0614,316.2,72.519,-12.201,0.80906
4.0624,316.27,72.507,-12.2,0.80906
4.0634,316.35,72.495,-12.2,0.80905
4.0644,316.42,72.483,-12.199,0.80905
4.0654,316.49,72.471,-12.198,0.80905
4.0664,316.56,72.458,-12.197,0.80904
4.0674,316.64,72.446,-12.196,0.80904
4.0684,316.71,72.434,-12.195,0.80904
4.0694,316.78,72.422,-12.195,0.80903
4.0704,316.85,72.41,-12.194,0.80903
4.0714,316.93,72.397,-12.193,0.80903
4.0724,317,72.385,-12.192,0.80903
4.0734,317.07,72.373,-12.191,0.80902
4.0744,317.14,72.361,-12.19,0.80902
4.0754,317.22,72.349,-12.19,0.80902
4.0764,317.29,72.336,-12.189,0.80901
4.0774,317.36,72.324,-12.188,0.80901
4.0784,317.43,72.312,-12.187,0.80901
4.0794,317.5,72.3,-12.186,0.809
4.0804,317.58,72.288,-12.185,0.809
4.0814,317.65,72.275,-12.185,0.809
4.0824,317.72,72.263,-12.184,0.80899
4.0834,317.79,72.251,-12.183,0.80899
4.0844,317.87,72.239,-12.182,0.80899
4.0854,317.94,72.227,-12.181,0.80899
4.0864,318.01,72.215,-12.18,0.80898
4.0874,318.08,72.202,-12.18,0.80898
4.0884,318.15,72.19,-12.179,0.80898
4.0894,318.23,72.178,-12.178,0.80897
4.0904,318.3,72.166,-12.177,0.80897
4.0914,318.37,72.154,-12.176,0.80897
4.0924,318.44,72.142,-12.175,0.80896
4.0934,318.52,72.129,-12.175,0.80896
4.0944,318.59,72.117,-12.174,0.80896
4.0954,318.66,72.105,-12.173,0.80896
4.0964,318.73,72.093,-12.172,0.80895
4.0974,318.8,72.081,-12.171,0.80895
4.0984,318.88,72.068,-12.17,0.80895
4.0994,318.95,72.056,-12.17,0.80894
4.1004,319.02,72.044,-12.169,0.80894
4.1014,319.09,72.032,-12.168,0.80894
4.1024,319.16,72.02,-12.167,0.80893
4.1034,319.24,72.008,-12.166,0.80893
4.1044,319.31,71.995,-12.165,0.80893
4.1054,319.38,71.983,-12.165,0.80892
4.1064,319.45,71.971,-12.164,0.80892
4.1074,319.52,71.959,-12.163,0.80892
4.1084,319.6,71.947,-12.162,0.80892
4.1094,319.67,71.935,-12.161,0.80891
4.1104,319.74,71.922,-12.16,0.80891
4.1114,319.81,71.91,-12.16,0.80891
4.1124,319.88,71.898,-12.159,0.8089
4.1134,319.96,71.886,-12.158,0.8089
4.1144,320.03,71.874,-12.157,0.8089
4.1154,320.1,71.862,-12.156,0.80889
4.1164,320.17,71.85,-12.155,0.80889
4.1174,320.24,71.837,-12.155,0.80889
4.1184,320.31,71.825,-12.154,0.80889
4.1194,320.39,71.813,-12.153,0.80888
4.1204,320.46,71.801,-12.152,0.80888
4.1214,320.53,71.789,-12.151,0.80888
4.1224,320.6,71.777,-12.151,0.80887
4.1234,320.67,71.764,-12.15,0.80887
4.1244,320.75,71.752,-12.149,0.80887
4.1254,320.82,71.74,-12.148,0.80886
4.1264,320.89,71.728,-12.147,0.80886
4.1274,320.96,71.716,-12.146,0.80886
4.1284,321.03,71.704,-12.146,0.80885
4.1294,321.1,71.692,-12.145,0.80885
4.1304,321.18,71.679,-12.144,0.80885
4.1314,321.25,71.667,-12.143,0.80885
4.1324,321.32,71.655,-12.142,0.80884
4.1334,321.39,71.643,-12.141,0.80884
4.1344,321.46,71.631,-12.141,0.80884
4.1354,321.53,71.619,-12.14,0.80883
4.1364,321.61,71.607,-12.139,0.80883
4.1374,321.68,71.594,-12.138,0.80883
4.1384,321.75,71.582,-12.137,0.80882
4.1394,321.82,71.57,-12.137,0.80882
4.1404,321.89,71.558,-12.136,0.80882
4.1414,321.96,71.546,-12.135,0.80882
4.1424,322.04,71.534,-12.134,0.80881
4.1434,322.11,71.522,-12.133,0.80881
4.1444,322.18,71.51,-12.132,0.80881
4.1454,322.25,71.497,-12.132,0.8088
4.1464,322.32,71.485,-12.131,0.8088
4.1474,322.39,71.473,-12.13,0.8088
4.1484,322.46,71.461,-12.129,0.80879
4.1494,322.54,71.449,-12.128,0.80879
4.1504,322.61,71.437,-12.128,0.80879
4.1514,322.68,71.425,-12.127,0.80879
4.1524,322.75,71.412,-12.126,0.80878
4.1534,322.82,71.4,-12.125,0.80878
4.1544,322.89,71.388,-12.124,0.80878
4.1554,322.96,71.376,-12.123,0.80877
4.1564,323.04,71.364,-12.123,0.80877
4.1574,323.11,71.352,-12.122,0.80877
4.1584,323.18,71.34,-12.121,0.80876
4.1594,323.25,71.328,-12.12,0.80876
4.1604,323.32,71.316,-12.119,0.80876
4.1614,323.39,71.303,-12.119,0.80876
4.1624,323.46,71.291,-12.118,0.80875
4.1634,323.53,71.279,-12.117,0.80875
4.1644,323.61,71.267,-12.116,0.80875
4.1654,323.68,71.255,-12.115,0.80874
4.1664,323.75,71.243,-12.114,0.80874
4.1674,323.82,71.231,-12.114,0.80874
4.1684,323.89,71.219,-12.113,0.80873
4.1694,323.96,71.206,-12.112,0.80873
4.1704,324.03,71.194,-12.111,0.80873
4.1714,324.1,71.182,-12.11,0.80873
4.1724,324.18,71.17,-12.11,0.80872
4.1734,324.25,71.158,-12.109,0.80872
4.1744,324.32,71.146,-12.108,0.80872
4.1754,324.39,71.134,-12.107,0.80871
4.1764,324.46,71.122,-12.106,0.80871
4.1774,324.53,71.11,-12.105,0.80871
4.1784,324.6,71.097,-12.105,0.8087
4.1794,324.67,71.085,-12.104,0.8087
4.1804,324.74,71.073,-12.103,0.8087
4.1814,324.82,71.061,-12.102,0.8087
4.1824,324.89,71.049,-12.101,0.80869
4.1834,324.96,71.037,-12.101,0.80869
4.1844,325.03,71.025,-12.1,0.80869
4.1854,325.1,71.013,-12.099,0.80868
4.1864,325.17,71.001,-12.098,0.80868
4.1874,325.24,70.989,-12.097,0.80868
4.1884,325.31,70.976,-12.097,0.80867
4.1894,325.38,70.964,-12.096,0.80867
4.1904,325.45,70.952,-12.095,0.80867
4.1914,325.53,70.94,-12.094,0.80867
4.1924,325.6,70.928,-12.093,0.80866
4.1934,325.67,70.916,-12.092,0.80866
4.1944,325.74,70.904,-12.092,0.80866
4.1954,325.81,70.892,-12.091,0.80865
4.1964,325.88,70.88,-12.09,0.80865
4.1974,325.95,70.868,-12.089,0.80865
4.1984,326.02,70.856,-12.088,0.80864
4.1994,326.09,70.843,-12.088,0.80864
4.2004,326.16,70.831,-12.087,0.80864
4.2014,326.23,70.819,-12.086,0.80864
4.2024,326.31,70.807,-12.085,0.80863
4.2034,326.38,70.795,-12.084,0.80863
4.2044,326.45,70.783,-12.084,0.80863
4.2054,326.52,70.771,-12.083,0.80862
4.2064,326.59,70.759,-12.082,0.80862
4.2074,326.66,70.747,-12.081,0.80862
4.2084,326.73,70.735,-12.08,0.80861
4.2094,326.8,70.723,-12.08,0.80861
4.2104,326.87,70.711,-12.079,0.80861
4.2114,326.94,70.698,-12.078,0.80861
4.2124,327.01,70.686,-12.077,0.8086
4.2134,327.08,70.674,-12.076,0.8086
4.2144,327.15,70.662,-12.076,0.8086
4.2154,327.22,70.65,-12.075,0.80859
4.2164,327.3,70.638,-12.074,0.80859
4.2174,327.37,70.626,-12.073,0.80859
4.2184,327.44,70.614,-12.072,0.80859
4.2194,327.51,70.602,-12.071,0.80858
4.2204,327.58,70.59,-12.071,0.80858
4.2214,327.65,70.578,-12.07,0.80858
4.2224,327.72,70.566,-12.069,0.80857
4.2234,327.79,70.554,-12.068,0.80857
4.2244,327.86,70.542,-12.067,0.80857
4.2254,327.93,70.529,-12.067,0.80856
4.2264,328,70.517,-12.066,0.80856
4.2274,328.07,70.505,-12.065,0.80856
4.2284,328.14,70.493,-12.064,0.80856
4.2294,328.21,70.481,-12.063,0.80855
4.2304,328.28,70.469,-12.063,0.80855
4.2314,328.35,70.457,-12.062,0.80855
4.2324,328.42,70.445,-12.061,0.80854
4.2334,328.49,70.433,-12.06,0.80854
4.2344,328.57,70.421,-12.059,0.80854
4.2354,328.64,70.409,-12.059,0.80853
4.2364,328.71,70.397,-12.058,0.80853
4.2374,328.78,70.385,-12.057,0.80853
4.2384,328.85,70.373,-12.056,0.80853
4.2394,328.92,70.361,-12.055,0.80852
4.2404,328.99,70.349,-12.055,0.80852
4.2414,329.06,70.337,-12.054,0.80852
4.2424,329.13,70.324,-12.053,0.80851
4.2434,329.2,70.312,-12.052,0.80851
4.2444,329.27,70.3,-12.051,0.80851
4.2454,329.34,70.288,-12.051,0.80851
4.2464,329.41,70.276,-12.05,0.8085
4.2474,329.48,70.264,-12.049,0.8085
4.2484,329.55,70.252,-12.048,0.8085
4.2494,329.62,70.24,-12.047,0.80849
4.2504,329.69,70.228,-12.047,0.80849
4.2514,329.76,70.216,-12.046,0.80849
4.2524,329.83,70.204,-12.045,0.80848
4.2534,329.9,70.192,-12.044,0.80848
4.2544,329.97,70.18,-12.043,0.80848
4.2554,330.04,70.168,-12.043,0.80848
4.2564,330.11,70.156,-12.042,0.80847
4.2574,330.18,70.144,-12.041,0.80847
4.2584,330.25,70.132,-12.04,0.80847
4.2594,330.32,70.12,-12.039,0.80846
4.2604,330.39,70.108,-12.039,0.80846
4.2614,330.46,70.096,-12.038,0.80846
4.2624,330.53,70.084,-12.037,0.80846
4.2634,330.6,70.072,-12.036,0.80845
4.2644,330.67,70.059,-12.035,0.80845
4.2654,330.74,70.047,-12.035,0.80845
4.2664,330.81,70.035,-12.034,0.80844
4.2674,330.88,70.023,-12.033,0.80844
4.2684,330.95,70.011,-12.032,0.80844
4.2694,331.02,69.999,-12.032,0.80843
4.2704,331.09,69.987,-12.031,0.80843
4.2714,331.16,69.975,-12.03,0.80843
4.2724,331.23,69.963,-12.029,0.80843
4.2734,331.3,69.951,-12.028,0.80842
4.2744,331.37,69.939,-12.028,0.80842
4.2754,331.44,69.927,-12.027,0.80842
4.2764,331.51,69.915,-12.026,0.80841
4.2774,331.58,69.903,-12.025,0.80841
4.2784,331.65,69.891,-12.024,0.80841
4.2794,331.72,69.879,-12.024,0.80841
4.2804,331.79,69.867,-12.023,0.8084
4.2814,331.86,69.855,-12.022,0.8084
4.2824,331.93,69.843,-12.021,0.8084
4.2834,332,69.831,-12.02,0.80839
4.2844,332.07,69.819,-12.02,0.80839
4.2854,332.14,69.807,-12.019,0.80839
4.2864,332.21,69.795,-12.018,0.80839
4.2874,332.28,69.783,-12.017,0.80838
4.2884,332.35,69.771,-12.016,0.80838
4.2894,332.42,69.759,-12.016,0.80838
4.2904,332.49,69.747,-12.015,0.80837
4.2914,332.56,69.735,-12.014,0.80837
4.2924,332.63,69.723,-12.013,0.80837
4.2934,332.7,69.711,-12.013,0.80836
4.2944,332.77,69.699,-12.012,0.80836
4.2954,332.84,69.687,-12.011,0.80836
4.2964,332.91,69.675,-12.01,0.80836
4.2974,332.98,69.663,-12.009,0.80835
4.2984,333.05,69.651,-12.009,0.80835
4.2994,333.12,69.639,-12.008,0.80835
4.3004,333.19,69.627,-12.007,0.80834
4.3014,333.26,69.615,-12.006,0.80834
4.3024,333.33,69.603,-12.005,0.80834
4.3034,333.4,69.591,-12.005,0.80834
4.3044,333.47,69.579,-12.004,0.80833
4.3054,333.53,69.567,-12.003,0.80833
4.3064,333.6,69.555,-12.002,0.80833
4.3074,333.67,69.543,-12.001,0.80832
4.3084,333.74,69.531,-12.001,0.80832
4.3094,333.81,69.519,-12,0.80832
4.3104,333.88,69.507,-11.999,0.80832
4.3114,333.95,69.495,-11.998,0.80831
4.3124,334.02,69.483,-11.998,0.80831
4.3134,334.09,69.471,-11.997,0.80831
4.3144,334.16,69.459,-11.996,0.8083
4.3154,334.23,69.447,-11.995,0.8083
4.3164,334.3,69.435,-11.994,0.8083
4.3174,334.37,69.423,-11.994,0.80829
4.3184,334.44,69.411,-11.993,0.80829
4.3194,334.51,69.399,-11.992,0.80829
4.3204,334.58,69.387,-11.991,0.80829
4.3214,334.65,69.375,-11.99,0.80828
4.3224,334.72,69.363,-11.99,0.80828
4.3234,334.78,69.351,-11.989,0.80828
4.3244,334.85,69.339,-11.988,0.80827
4.3254,334.92,69.327,-11.987,0.80827
4.3264,334.99,69.315,-11.987,0.80827
4.3274,335.06,69.303,-11.986,0.80827
4.3284,335.13,69.291,-11.985,0.80826
4.3294,335.2,69.279,-11.984,0.80826
4.3304,335.27,69.267,-11.983,0.80826
4.3314,335.34,69.255,-11.983,0.80825
4.3324,335.41,69.243,-11.982,0.80825
4.3334,335.48,69.231,-11.981,0.80825
4.3344,335.55,69.219,-11.98,0.80825
4.3354,335.62,69.207,-11.98,0.80824
4.3364,335.69,69.195,-11.979,0.80824
4.3374,335.75,69.183,-11.978,0.80824
4.3384,335.82,69.171,-11.977,0.80823
4.3394,335.89,69.159,-11.976,0.80823
4.3404,335.96,69.147,-11.976,0.80823
4.3414,336.03,69.135,-11.975,0.80823
4.3424,336.1,69.123,-11.974,0.80822
4.3434,336.17,69.111,-11.973,0.80822
4.3444,336.24,69.099,-11.973,0.80822
4.3454,336.31,69.087,-11.972,0.80821
4.3464,336.38,69.075,-11.971,0.80821
4.3474,336.45,69.063,-11.97,0.80821
4.3484,336.51,69.051,-11.969,0.80821
4.3494,336.58,69.039,-11.969,0.8082
4.3504,336.65,69.027,-11.968,0.8082
4.3514,336.72,69.015,-11.967,0.8082
4.3524,336.79,69.003,-11.966,0.80819
4.3534,336.86,68.991,-11.966,0.80819
4.3544,336.93,68.979,-11.965,0.80819
4.3554,337,68.968,-11.964,0.80819
4.3564,337.07,68.956,-11.963,0.80818
4.3574,337.14,68.944,-11.962,0.80818
4.3584,337.2,68.932,-11.962,0.80818
4.3594,337.27,68.92,-11.961,0.80817
4.3604,337.34,68.908,-11.96,0.80817
4.3614,337.41,68.896,-11.959,0.80817
4.3624,337.48,68.884,-11.959,0.80817
4.3634,337.55,68.872,-11.958,0.80816
4.3644,337.62,68.86,-11.957,0.80816
4.3654,337.69,68.848,-11.956,0.80816
4.3664,337.76,68.836,-11.955,0.80815
4.3674,337.82,68.824,-11.955,0.80815
4.3684,337.89,68.812,-11.954,0.80815
4.3694,337.96,68.8,-11.953,0.80815
4.3704,338.03,68.788,-11.952,0.80814
4.3714,338.1,68.776,-11.952,0.80814
4.3724,338.17,68.764,-11.951,0.80814
4.3734,338.24,68.752,-11.95,0.80813
4.3744,338.31,68.74,-11.949,0.80813
