Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s^2),Drag coefficient
0,0,0,-9.7648,2.2725
1.5e-4,0,0,-9.701,2.2725
3.5e-4,0,0,-9.628,2.2725
5.5e-4,0,0,-9.555,2.2725
7.5e-4,0,0,-9.482,2.2725
9.5e-4,0,0,-9.409,2.2725
0.00115,0,0,-9.3361,2.2725
0.00135,0,0,-9.2631,2.2725
0.00155,0,0,-9.1901,2.2725
0.00175,0,0,-9.1171,2.2725
0.00195,0,0,-9.0442,2.2725
0.00215,0,0,-8.9712,2.2725
0.00235,0,0,-8.8982,2.2725
0.00255,0,0,-8.8252,2.2725
0.00275,0,0,-8.7522,2.2725
0.00295,0,0,-8.6793,2.2725
0.00315,0,0,-8.6063,2.2725
0.00335,0,0,-8.5333,2.2725
0.00355,0,0,-8.3144,2.2725
0.00375,0,0,-8.2414,2.2725
0.00395,0,0,-8.1684,2.2725
0.00415,0,0,-8.0954,2.2725
0.00435,0,0,-8.0225,2.2725
0.00455,0,0,-7.9495,2.2725
0.00475,0,0,-7.8765,2.2725
0.00495,0,0,-7.8035,2.2725
0.00515,0,0,-7.7305,2.2725
0.00535,0,0,-7.6576,2.2725
0.00555,0,0,-7.5846,2.2725
0.00575,0,0,-7.5116,2.2725
0.00595,0,0,-7.4386,2.2725
0.00615,0,0,-7.3656,2.2725
0.00635,0,0,-7.2927,2.2725
0.00655,0,0,-7.2197,2.2725
0.00675,0,0,-7.1467,2.2725
0.00695,0,0,-7.0737,2.2725
0.00715,0,0,-7.0007,2.2725
0.00735,0,0,-6.9278,2.2725
0.00755,0,0,-6.8548,2.2725
0.00775,0,0,-6.7818,2.2725
0.00795,0,0,-6.7088,2.2725
0.00815,0,0,-6.6358,2.2725
0.00835,0,0,-6.5629,2.2725
0.00855,0,0,-6.4899,2.2725
0.00875,0,0,-6.4169,2.2725
0.00895,0,0,-6.3439,2.2725
0.00915,0,0,-6.2709,2.2725
0.00935,0,0,-6.198,2.2725
0.00955,0,0,-6.125,2.2725
0.00975,0,0,-6.052,2.2725
0.00995,0,0,-5.979,2.2725
0.01015,0,0,-5.906,2.2725
0.01035,0,0,-5.8331,2.2725
0.01055,0,0,-5.7601,2.2725
0.01075,0,0,-5.6871,2.2725
0.01095,0,0,-5.6141,2.2725
0.01115,0,0,-5.5411,2.2725
0.01135,0,0,-5.4681,2.2725
0.01155,0,0,-5.3952,2.2725
0.01175,0,0,-5.3222,2.2725
0.01195,0,0,-5.2492,2.2725
0.01215,0,0,-5.1762,2.2725
0.01235,0,0,-5.1032,2.2725
0.01255,0,0,-5.0302,2.2725
0.01275,0,0,-4.9573,2.2725
0.01295,0,0,-4.8843,2.2725
0.01315,0,0,-4.8113,2.2725
0.01335,0,0,-4.7383,2.2725
0.01355,0,0,-4.6653,2.2725
0.01375,0,0,-4.5923,2.2725
0.01395,0,0,-4.5194,2.2725
0.01415,0,0,-4.4464,2.2725
0.01435,0,0,-4.3734,2.2725
0.01455,0,0,-4.3004,2.2725
0.01475,0,0,-4.2274,2.2725
0.01495,0,0,-4.1544,2.2725
0.01515,0,0,-4.0815,2.2725
0.01535,0,0,-4.0085,2.2725
0.01555,0,0,-3.9355,2.2725
0.01575,0,0,-3.8625,2.2725
0.01595,0,0,-3.7895,2.2725
0.01615,0,0,-3.7165,2.2725
0.01635,0,0,-3.6436,2.2725
0.01655,0,0,-3.5706,2.2725
0.01675,0,0,-3.4976,2.2725
0.01695,0,0,-3.4246,2.2725
0.01715,0,0,-3.3516,2.2725
0.01735,0,0,-3.2786,2.2725
0.01755,0,0,-3.2056,2.2725
0.01775,0,0,-3.1327,2.2725
0.01795,0,0,-3.0597,2.2725
0.01815,0,0,-2.9867,2.2725
0.01835,0,0,-2.9137,2.2725
0.01855,0,0,-2.8407,2.2725
0.01875,0,0,-2.7677,2.2725
0.01895,0,0,-2.6947,2.2725
0.01915,0,0,-2.6218,2.2725
0.01935,0,0,-2.5488,2.2725
0.01955,0,0,-2.4758,2.2725
0.01975,0,0,-2.4028,2.2725
0.01995,0,0,-2.3298,2.2725
0.02015,0,0,-2.2568,2.2725
0.02035,0,0,-2.1838,2.2725
0.02055,0,0,-2.1109,2.2725
0.02075,0,0,-2.0379,2.2725
0.02095,0,0,-1.9649,2.2725
0.02115,0,0,-1.8919,2.2725
0.02135,0,0,-1.8189,2.2725
0.02155,0,0,-1.7459,2.2725
0.02175,0,0,-1.6729,2.2725
0.02195,0,0,-1.5999,2.2725
0.02215,0,0,-1.527,2.2725
0.02235,0,0,-1.454,2.2725
0.02255,0,0,-1.381,2.2725
0.02275,0,0,-1.308,2.2725
0.02295,0,0,-1.235,2.2725
0.02315,0,0,-1.162,2.2725
0.02335,0,0,-1.089,2.2725
0.02355,0,0,-1.016,2.2725
0.02375,0,0,-0.94305,2.2725
0.02395,0,0,-0.87006,2.2725
0.02415,0,0,-0.79707,2.2725
0.02435,0,0,-0.72409,2.2725
0.02455,0,0,-0.6511,2.2725
0.02475,0,0,-0.57811,2.2725
0.02495,0,0,-0.50512,2.2725
0.02515,0,0,-0.43213,2.2725
0.02535,0,0,-0.35914,2.2725
0.02555,0,0,-0.28615,2.2725
0.02575,0,0,-0.21316,2.2725
0.02595,0,0,-0.14017,2.2725
0.02615,0,0,-0.067184,2.2725
0.02635,0,0,0.005805,2.2725
0.02655,0,0,0.078795,2.2725
0.02675,0,0,0.15178,2.2725
0.02695,0,6.0302e-6,0.22477,2.2725
0.02715,0,2.6658e-5,0.29776,2.2725
0.02735,1.4186e-8,6.1884e-5,0.37075,2.2725
0.02755,3.2032e-8,1.1171e-4,0.44374,2.2725
0.02775,6.1302e-8,1.7613e-4,0.51673,2.2725
0.02795,1.0492e-7,2.5515e-4,0.58972,2.2725
0.02815,1.658e-7,3.4877e-4,0.66271,2.2725
0.02835,2.4686e-7,4.5698e-4,0.7357,2.2725
0.02855,3.5102e-7,5.798e-4,0.8087,2.2725
0.02875,4.8121e-7,7.1721e-4,0.88169,2.2725
0.02895,6.4034e-7,8.6922e-4,0.95468,2.2725
0.02915,8.3133e-7,0.0010358,1.0277,2.2725
0.02935,1.0571e-6,0.001217,1.1007,2.2725
0.02955,1.3206e-6,0.0014128,1.1736,2.2725
0.02975,1.6247e-6,0.0016232,1.2466,2.2725
0.02995,1.9723e-6,0.0018482,1.3196,2.2725
0.03015,2.3664e-6,0.0020878,1.4049,2.2725
0.03035,2.81e-6,0.0023425,1.5323,2.2725
0.03055,3.3063e-6,0.0026135,1.7033,2.2725
0.03075,3.8589e-6,0.0029024,1.9178,2.2725
0.03095,4.4717e-6,0.0032106,2.1759,2.2725
0.03115,5.1496e-6,0.0035497,2.4654,2.2725
0.03135,5.9011e-6,0.0039459,2.7562,2.2725
0.03155,6.7377e-6,0.0044002,3.047,2.2725
0.03175,7.6709e-6,0.0049127,3.3379,2.2725
0.03195,8.7125e-6,0.0054834,3.6287,2.2725
0.03215,9.874e-6,0.0061123,3.9196,2.2725
0.03235,1.1167e-5,0.0067993,4.2105,2.2725
0.03255,1.2603e-5,0.0075444,4.5013,2.2725
0.03275,1.4195e-5,0.0083478,4.7922,2.2725
0.03295,1.5952e-5,0.0092093,5.0831,2.2725
0.03315,1.7888e-5,0.010129,5.3739,2.2725
0.03335,2.0014e-5,0.011107,5.6648,2.2725
0.03355,2.234e-5,0.012143,5.9557,2.2725
0.03375,2.488e-5,0.013237,6.2466,2.2725
0.03395,2.7645e-5,0.01439,6.5375,2.2725
0.03415,3.0646e-5,0.0156,6.8284,2.2725
0.03435,3.3895e-5,0.016869,7.1193,2.2725
0.03455,3.7403e-5,0.018196,7.4102,2.2725
0.03475,4.1183e-5,0.019581,7.7011,2.2725
0.03495,4.5245e-5,0.021024,7.992,2.2725
0.03515,4.9602e-5,0.022526,8.2829,2.2725
0.03535,5.4265e-5,0.024085,8.5738,2.2725
0.03555,5.9246e-5,0.025703,8.8647,2.2725
0.03575,6.4556e-5,0.027379,9.1557,2.2725
0.03595,7.0208e-5,0.029114,9.4466,2.2725
0.03615,7.6211e-5,0.030906,9.7375,2.2725
0.03635,8.258e-5,0.032757,10.028,2.2725
0.03655,8.9324e-5,0.034665,10.319,2.2725
0.03675,9.6456e-5,0.036632,10.61,2.2725
0.03695,1.0399e-4,0.038657,10.901,2.2725
0.03715,1.1193e-4,0.040741,11.192,2.2725
0.03735,1.2029e-4,0.042882,11.483,2.2725
0.03755,1.2909e-4,0.045082,11.774,2.2725
0.03775,1.3834e-4,0.04734,12.065,2.2725
0.03795,1.4804e-4,0.049656,12.356,2.2725
0.03815,1.5821e-4,0.05203,12.647,2.2725
0.03835,1.6886e-4,0.054463,12.938,2.2725
0.03855,1.8e-4,0.056954,13.229,2.2725
0.03875,1.9165e-4,0.059503,13.52,2.2725
0.03895,2.0381e-4,0.06211,13.811,2.2725
0.03915,2.165e-4,0.064775,14.102,2.2725
0.03935,2.2973e-4,0.067498,14.393,2.2725
0.03955,2.4351e-4,0.07028,14.684,2.2544
0.03975,2.5785e-4,0.07312,14.975,2.2276
0.03995,2.7277e-4,0.076018,15.266,2.2019
0.04015,2.8827e-4,0.078974,15.557,2.1772
0.04035,3.0437e-4,0.081989,15.848,2.1534
0.04055,3.2108e-4,0.085061,16.139,2.1305
0.04075,3.384e-4,0.088192,16.43,2.1084
0.04095,3.5636e-4,0.091381,16.721,2.0871
0.04115,3.7497e-4,0.094629,17.012,2.0665
0.04135,3.9422e-4,0.097934,17.303,2.0467
0.04155,4.1415e-4,0.1013,17.594,2.0275
0.04175,4.3475e-4,0.10472,17.885,2.0089
0.04195,4.5605e-4,0.1082,18.176,1.991
0.04215,4.7804e-4,0.11174,18.467,1.9736
0.04235,5.0075e-4,0.11533,18.758,1.9567
0.04255,5.2419e-4,0.11899,19.049,1.9404
0.04275,5.4836e-4,0.1227,19.341,1.9246
0.04295,5.7328e-4,0.12647,19.632,1.9092
0.04315,5.9896e-4,0.1303,19.923,1.8943
0.04335,6.2541e-4,0.13419,20.214,1.8798
0.04355,6.5264e-4,0.13814,20.505,1.8657
0.04375,6.8067e-4,0.14214,20.796,1.852
0.04395,7.0951e-4,0.1462,21.087,1.8387
0.04415,7.3916e-4,0.15032,21.378,1.8257
0.04435,7.6965e-4,0.1545,21.669,1.8131
0.04455,8.0097e-4,0.15874,21.96,1.8008
0.04475,8.3315e-4,0.16303,22.251,1.7888
0.04495,8.662e-4,0.16739,22.542,1.7771
0.04515,9.0012e-4,0.1718,22.834,1.7658
0.04535,9.3493e-4,0.17627,23.125,1.7547
0.04555,9.7063e-4,0.1808,23.416,1.7438
0.04575,0.0010073,0.18538,23.707,1.7332
0.04595,0.0010448,0.19003,23.998,1.7229
0.04615,0.0010833,0.19473,24.289,1.7128
0.04635,0.0011227,0.19949,24.58,1.703
0.04655,0.0011631,0.20431,24.871,1.6933
0.04675,0.0012044,0.20919,25.163,1.6839
0.04695,0.0012468,0.21412,25.454,1.6747
0.04715,0.0012901,0.21912,25.745,1.6657
0.04735,0.0013344,0.22417,26.036,1.6569
0.04755,0.0013798,0.22928,26.327,1.6482
0.04775,0.0014261,0.23445,26.618,1.6398
0.04795,0.0014736,0.23967,26.909,1.6315
0.04815,0.001522,0.24496,27.201,1.6234
0.04835,0.0015716,0.2503,27.492,1.6154
0.04855,0.0016222,0.2557,27.783,1.6076
0.04875,0.0016738,0.26116,28.074,1.6
0.04895,0.0017266,0.26668,28.365,1.5925
0.04915,0.0017805,0.27226,28.657,1.5852
0.04935,0.0018355,0.27789,28.948,1.578
0.04955,0.0018917,0.28358,29.239,1.5709
0.04975,0.001949,0.28934,29.53,1.564
0.04995,0.0020074,0.29514,29.821,1.5572
0.05015,0.0020671,0.30101,30.112,1.5505
0.05035,0.0021279,0.30694,30.404,1.5439
0.05055,0.0021898,0.31292,30.695,1.5375
0.05075,0.002253,0.31896,30.986,1.5312
0.05095,0.0023174,0.32506,31.277,1.5249
0.05115,0.0023831,0.33122,31.569,1.5188
0.05135,0.0024499,0.33744,31.86,1.5128
0.05155,0.002518,0.34371,32.151,1.5069
0.05175,0.0025874,0.35005,32.442,1.5011
0.05195,0.0026581,0.35644,32.734,1.4954
0.05215,0.00273,0.36289,33.025,1.4897
0.05235,0.0028032,0.3694,33.316,1.4842
0.05255,0.0028778,0.37596,33.607,1.4788
0.05275,0.0029536,0.38259,33.898,1.4734
0.05295,0.0030308,0.38927,34.19,1.4682
0.05315,0.0031094,0.39601,34.481,1.463
0.05335,0.0031892,0.40281,34.772,1.4579
0.05355,0.0032705,0.40967,35.064,1.4528
0.05375,0.0033531,0.41658,35.355,1.4479
0.05395,0.0034371,0.42356,35.646,1.443
0.05415,0.0035225,0.43059,35.937,1.4382
0.05435,0.0036094,0.43768,36.229,1.4335
0.05455,0.0036976,0.44483,36.52,1.4288
0.05475,0.0037873,0.45204,36.811,1.4242
0.05495,0.0038785,0.4593,37.103,1.4197
0.05515,0.003971,0.46663,37.394,1.4152
0.05535,0.0040651,0.47401,37.685,1.4108
0.05555,0.0041607,0.48145,37.976,1.4064
0.05575,0.0042577,0.48895,38.268,1.4022
0.05595,0.0043562,0.4965,38.559,1.3979
0.05615,0.0044563,0.50412,38.85,1.3938
0.05635,0.0045579,0.51179,39.142,1.3897
0.05655,0.004661,0.51952,39.433,1.3856
0.05675,0.0047657,0.52731,39.724,1.3816
0.05695,0.004872,0.53516,40.016,1.3777
0.05715,0.0049798,0.54307,40.307,1.3738
0.05735,0.0050892,0.55103,40.598,1.3699
0.05755,0.0052002,0.55905,40.89,1.3661
0.05775,0.0053128,0.56713,41.181,1.3624
0.05795,0.0054271,0.57527,41.472,1.3587
0.05815,0.005543,0.58347,41.764,1.355
0.05835,0.0056605,0.59173,42.055,1.3514
0.05855,0.0057797,0.60004,42.346,1.3479
0.05875,0.0059005,0.60841,42.638,1.3443
0.05895,0.006023,0.61684,42.929,1.3409
0.05915,0.0061473,0.62533,43.221,1.3374
0.05935,0.0062732,0.63388,43.512,1.334
0.05955,0.0064008,0.64248,43.803,1.3307
0.05975,0.0065302,0.65115,44.095,1.3274
0.05995,0.0066613,0.65987,44.386,1.3241
0.06015,0.0067941,0.66865,44.678,1.3209
0.06035,0.0069288,0.67749,44.969,1.3177
0.06055,0.0070651,0.68639,45.26,1.3145
0.06075,0.0072033,0.69534,45.552,1.3114
0.06095,0.0073433,0.70435,45.843,1.3083
0.06115,0.0074851,0.71343,46.135,1.3052
0.06135,0.0076287,0.72256,46.426,1.3022
0.06155,0.0077741,0.73174,46.717,1.2992
0.06175,0.0079214,0.74099,47.009,1.2963
0.06195,0.0080705,0.7503,47.3,1.2934
0.06215,0.0082215,0.75966,47.592,1.2905
0.06235,0.0083744,0.76908,47.883,1.2876
0.06255,0.0085291,0.77856,48.175,1.2848
0.06275,0.0086858,0.7881,48.466,1.282
0.06295,0.0088444,0.79769,48.757,1.2792
0.06315,0.0090049,0.80735,49.049,1.2765
0.06335,0.0091673,0.81706,49.34,1.2738
0.06355,0.0093317,0.82683,49.632,1.2711
0.06375,0.0094981,0.83666,49.923,1.2684
0.06395,0.0096664,0.84655,50.215,1.2658
0.06415,0.0098367,0.8565,50.506,1.2632
0.06435,0.010009,0.8665,50.798,1.2606
0.06455,0.010183,0.87656,51.089,1.2581
0.06475,0.01036,0.88668,51.381,1.2555
0.06495,0.010538,0.89686,51.672,1.253
0.06515,0.010718,0.9071,51.964,1.2506
0.06535,0.010901,0.9174,52.255,1.2481
0.06555,0.011085,0.92775,52.547,1.2457
0.06575,0.011272,0.93816,52.838,1.2433
0.06595,0.011461,0.94863,53.13,1.2409
0.06615,0.011651,0.95916,53.421,1.2386
0.06635,0.011844,0.96975,53.713,1.2362
0.06655,0.012039,0.98039,54.004,1.2339
0.06675,0.012236,0.9911,54.296,1.2316
0.06695,0.012436,1.0019,54.587,1.2294
0.06715,0.012637,1.0127,54.879,1.2271
0.06735,0.012841,1.0236,55.17,1.2249
0.06755,0.013047,1.0345,55.462,1.2227
0.06775,0.013255,1.0455,55.753,1.2205
0.06795,0.013465,1.0565,56.045,1.2183
0.06815,0.013677,1.0677,56.336,1.2162
0.06835,0.013892,1.0788,56.628,1.2141
0.06855,0.014109,1.0901,56.919,1.2119
0.06875,0.014328,1.1013,57.211,1.2099
0.06895,0.014549,1.1127,57.503,1.2078
0.06915,0.014773,1.1241,57.794,1.2057
0.06935,0.014999,1.1356,58.086,1.2037
0.06955,0.015227,1.1471,58.377,1.2017
0.06975,0.015458,1.1587,58.669,1.1997
0.06995,0.015691,1.1703,58.96,1.1977
0.07015,0.015926,1.182,59.252,1.1957
0.07035,0.016164,1.1937,59.544,1.1938
0.07055,0.016404,1.2055,59.835,1.1918
0.07075,0.016646,1.2174,60.127,1.1899
0.07095,0.01689,1.2293,60.418,1.188
0.07115,0.017138,1.2413,60.71,1.1861
0.07135,0.017387,1.2534,61.002,1.1843
0.07155,0.017639,1.2655,61.293,1.1824
0.07175,0.017893,1.2776,61.585,1.1806
0.07195,0.01815,1.2899,61.876,1.1788
0.07215,0.018409,1.3021,62.168,1.1769
0.07235,0.018671,1.3145,62.46,1.1752
0.07255,0.018935,1.3269,62.751,1.1734
0.07275,0.019202,1.3393,63.043,1.1716
0.07295,0.019471,1.3518,63.334,1.1699
0.07315,0.019742,1.3644,63.626,1.1681
0.07335,0.020017,1.377,63.918,1.1664
0.07355,0.020293,1.3897,64.209,1.1647
0.07375,0.020572,1.4025,64.501,1.163
0.07395,0.020854,1.4153,64.793,1.1613
0.07415,0.021139,1.4281,65.084,1.1596
0.07435,0.021425,1.4411,65.376,1.158
0.07455,0.021715,1.454,65.668,1.1563
0.07475,0.022007,1.4671,65.959,1.1547
0.07495,0.022302,1.4802,66.251,1.1531
0.07515,0.022599,1.4933,66.543,1.1515
0.07535,0.022899,1.5065,66.834,1.1499
0.07555,0.023202,1.5198,67.126,1.1483
0.07575,0.023507,1.5331,67.418,1.1467
0.07595,0.023815,1.5465,67.709,1.1451
0.07615,0.024126,1.56,68.001,1.1436
0.07635,0.024439,1.5735,68.293,1.142
0.07655,0.024755,1.587,68.584,1.1405
0.07675,0.025074,1.6006,68.876,1.139
0.07695,0.025395,1.6143,69.168,1.1375
0.07715,0.02572,1.6281,69.46,1.1361
0.07735,0.026047,1.6419,69.751,1.1346
0.07755,0.026376,1.6557,70.043,1.1331
0.07775,0.026709,1.6696,70.335,1.1317
0.07795,0.027044,1.6836,70.626,1.1302
0.07815,0.027382,1.6976,70.918,1.1288
0.07835,0.027723,1.7117,71.21,1.1274
0.07855,0.028067,1.7258,71.502,1.126
0.07875,0.028414,1.7401,71.793,1.1246
0.07895,0.028763,1.7543,72.085,1.1232
0.07915,0.029115,1.7686,72.377,1.1218
0.07935,0.02947,1.783,72.669,1.1204
0.07955,0.029829,1.7974,72.96,1.1191
0.07975,0.030189,1.8119,73.252,1.1177
0.07995,0.030553,1.8265,73.544,1.1164
0.08015,0.03092,1.8411,73.836,1.1151
0.08035,0.03129,1.8558,74.127,1.1137
0.08055,0.031662,1.8705,74.419,1.1124
0.08075,0.032038,1.8853,74.711,1.1111
0.08095,0.032417,1.9001,75.003,1.1098
0.08115,0.032798,1.915,75.294,1.1085
0.08135,0.033183,1.93,75.586,1.1072
0.08155,0.03357,1.945,75.878,1.106
0.08175,0.033961,1.9601,76.17,1.1047
0.08195,0.034354,1.9752,76.462,1.1034
0.08215,0.034751,1.9904,76.753,1.1022
0.08235,0.03515,2.0057,77.045,1.1009
0.08255,0.035553,2.021,77.337,1.0997
0.08275,0.035959,2.0364,77.629,1.0985
0.08295,0.036368,2.0518,77.921,1.0973
0.08315,0.036779,2.0673,78.212,1.0961
0.08335,0.037194,2.0828,78.504,1.0949
0.08355,0.037613,2.0984,78.796,1.0937
0.08375,0.038034,2.1141,79.088,1.0925
0.08395,0.038458,2.1298,79.38,1.0913
0.08415,0.038886,2.1456,79.672,1.0901
0.08435,0.039316,2.1614,79.963,1.089
0.08455,0.03975,2.1773,80.255,1.0878
0.08475,0.040187,2.1933,80.547,1.0866
0.08495,0.040628,2.2093,80.839,1.0855
0.08515,0.041071,2.2254,81.131,1.0844
0.08535,0.041518,2.2415,81.423,1.0832
0.08555,0.041968,2.2577,81.715,1.0821
0.08575,0.042421,2.2739,82.006,1.081
0.08595,0.042877,2.2902,82.298,1.0799
0.08615,0.043337,2.3066,82.59,1.0788
0.08635,0.0438,2.323,82.882,1.0777
0.08655,0.044266,2.3395,83.174,1.0766
0.08675,0.044736,2.356,83.466,1.0755
0.08695,0.045209,2.3726,83.758,1.0744
0.08715,0.045685,2.3893,84.05,1.0733
0.08735,0.046164,2.406,84.341,1.0723
0.08755,0.046647,2.4228,84.633,1.0712
0.08775,0.047134,2.4396,84.925,1.0702
0.08795,0.047623,2.4565,85.217,1.0691
0.08815,0.048116,2.4734,85.509,1.0681
0.08835,0.048613,2.4904,85.801,1.067
0.08855,0.049112,2.5075,86.093,1.066
0.08875,0.049616,2.5246,86.385,1.065
0.08895,0.050122,2.5418,86.677,1.064
0.08915,0.050632,2.559,86.969,1.0629
0.08935,0.051146,2.5763,87.26,1.0619
0.08955,0.051663,2.5937,87.552,1.0609
0.08975,0.052183,2.6111,87.844,1.0599
0.08995,0.052707,2.6286,88.136,1.059
0.09015,0.053235,2.6461,88.428,1.058
0.09035,0.053766,2.6637,88.72,1.057
0.09055,0.0543,2.6813,89.012,1.056
0.09075,0.054838,2.6991,89.304,1.055
0.09095,0.05538,2.7168,89.596,1.0541
0.09115,0.055925,2.7346,89.888,1.0531
0.09135,0.056474,2.7525,90.18,1.0522
0.09155,0.057026,2.7705,90.472,1.0512
0.09175,0.057582,2.7885,90.764,1.0503
0.09195,0.058141,2.8065,91.056,1.0493
0.09215,0.058705,2.8246,91.348,1.0484
0.09235,0.059271,2.8428,91.64,1.0475
0.09255,0.059842,2.861,91.932,1.0466
0.09275,0.060416,2.8793,92.224,1.0456
0.09295,0.060993,2.8977,92.516,1.0447
0.09315,0.061575,2.9161,92.808,1.0438
0.09335,0.06216,2.9345,93.1,1.0429
0.09355,0.062749,2.9531,93.392,1.042
0.09375,0.063341,2.9716,93.684,1.0411
0.09395,0.063937,2.9903,93.976,1.0402
0.09415,0.064537,3.009,94.25,1.0393
0.09435,0.065141,3.0277,94.464,1.0385
0.09455,0.065748,3.0465,94.615,1.0376
0.09475,0.066359,3.0654,94.703,1.0367
0.09495,0.066974,3.0843,94.729,1.0358
0.09515,0.067593,3.1033,94.71,1.035
0.09535,0.068216,3.1222,94.689,1.0341
0.09555,0.068842,3.1412,94.669,1.0333
0.09575,0.069472,3.1601,94.648,1.0324
0.09595,0.070106,3.1791,94.627,1.0316
0.09615,0.070744,3.198,94.607,1.0308
0.09635,0.071385,3.2169,94.586,1.0299
0.09655,0.072031,3.2358,94.565,1.0291
0.09675,0.07268,3.2548,94.545,1.0283
0.09695,0.073333,3.2737,94.524,1.0275
0.09715,0.073989,3.2926,94.503,1.0267
0.09735,0.07465,3.3115,94.483,1.0259
0.09755,0.075314,3.3304,94.462,1.0252
0.09775,0.075982,3.3493,94.442,1.0244
0.09795,0.076653,3.3682,94.421,1.0236
0.09815,0.077329,3.3871,94.4,1.0228
0.09835,0.078008,3.406,94.38,1.0221
0.09855,0.078691,3.4249,94.359,1.0213
0.09875,0.079378,3.4437,94.338,1.0206
0.09895,0.080069,3.4626,94.318,1.0198
0.09915,0.080763,3.4815,94.297,1.0191
0.09935,0.081461,3.5004,94.276,1.0184
0.09955,0.082163,3.5192,94.256,1.0176
0.09975,0.082869,3.5381,94.235,1.0169
0.09995,0.083579,3.5569,94.214,1.0162
0.10015,0.084292,3.5758,94.194,1.0155
0.10035,0.085009,3.5946,94.173,1.0148
0.10055,0.08573,3.6135,94.152,1.0141
0.10075,0.086454,3.6323,94.132,1.0134
0.10095,0.087183,3.6511,94.111,1.0127
0.10115,0.087915,3.67,94.09,1.012
0.10135,0.088651,3.6888,94.07,1.0113
0.10155,0.08939,3.7076,94.049,1.0107
0.10175,0.090134,3.7264,94.028,1.01
0.10195,0.090881,3.7452,94.007,1.0093
0.10215,0.091632,3.7641,93.987,1.0087
0.10235,0.092386,3.7829,93.966,1.008
0.10255,0.093145,3.8017,93.945,1.0073
0.10275,0.093907,3.8205,93.925,1.0067
0.10295,0.094673,3.8392,93.904,1.0061
0.10315,0.095443,3.858,93.883,1.0054
0.10335,0.096216,3.8768,93.863,1.0048
0.10355,0.096994,3.8956,93.842,1.0041
0.10375,0.097775,3.9144,93.821,1.0035
0.10395,0.098559,3.9331,93.801,1.0029
0.10415,0.099348,3.9519,93.78,1.0023
0.10435,0.10014,3.9707,93.759,1.0017
0.10455,0.10094,3.9894,93.739,1.001
0.10475,0.10174,4.0082,93.718,1.0004
0.10495,0.10254,4.0269,93.697,0.99983
0.10515,0.10335,4.0457,93.677,0.99923
0.10535,0.10416,4.0644,93.656,0.99864
0.10555,0.10497,4.0832,93.635,0.99804
0.10575,0.10579,4.1019,93.615,0.99745
0.10595,0.10661,4.1206,93.594,0.99687
0.10615,0.10744,4.1394,93.573,0.99629
0.10635,0.10827,4.1581,93.552,0.99571
0.10655,0.1091,4.1768,93.532,0.99513
0.10675,0.10994,4.1955,93.511,0.99456
0.10695,0.11078,4.2142,93.49,0.994
0.10715,0.11163,4.2329,93.47,0.99343
0.10735,0.11247,4.2516,93.449,0.99287
0.10755,0.11333,4.2703,93.428,0.99231
0.10775,0.11418,4.289,93.408,0.99176
0.10795,0.11504,4.3077,93.387,0.99121
0.10815,0.11591,4.3264,93.366,0.99066
0.10835,0.11677,4.3451,93.345,0.99011
0.10855,0.11764,4.3638,93.325,0.98957
0.10875,0.11852,4.3824,93.304,0.98903
0.10895,0.1194,4.4011,93.283,0.9885
0.10915,0.12028,4.4198,93.263,0.98797
0.10935,0.12116,4.4384,93.242,0.98744
0.10955,0.12205,4.4571,93.221,0.98691
0.10975,0.12295,4.4757,93.201,0.98639
0.10995,0.12384,4.4944,93.18,0.98587
0.11015,0.12474,4.513,93.159,0.98535
0.11035,0.12565,4.5317,93.138,0.98484
0.11055,0.12656,4.5503,93.118,0.98433
0.11075,0.12747,4.5689,93.097,0.98382
0.11095,0.12838,4.5876,93.076,0.98331
0.11115,0.1293,4.6062,93.056,0.98281
0.11135,0.13023,4.6248,93.035,0.98231
0.11155,0.13115,4.6434,93.014,0.98181
0.11175,0.13208,4.662,92.993,0.98132
0.11195,0.13302,4.6806,92.973,0.98083
0.11215,0.13396,4.6992,92.952,0.98034
0.11235,0.1349,4.7178,92.931,0.97985
0.11255,0.13584,4.7364,92.911,0.97937
0.11275,0.13679,4.755,92.89,0.97889
0.11295,0.13775,4.7736,92.869,0.97841
0.11315,0.1387,4.7922,92.848,0.97793
0.11335,0.13966,4.8108,92.828,0.97746
0.11355,0.14063,4.8293,92.807,0.97699
0.11375,0.14159,4.8479,92.786,0.97652
0.11395,0.14257,4.8665,92.766,0.97605
0.11415,0.14354,4.885,92.745,0.97559
0.11435,0.14452,4.9036,92.724,0.97512
0.11455,0.1455,4.9221,92.703,0.97467
0.11475,0.14649,4.9407,92.683,0.97421
0.11495,0.14748,4.9592,92.662,0.97375
0.11515,0.14847,4.9778,92.641,0.9733
0.11535,0.14947,4.9963,92.62,0.97285
0.11555,0.15047,5.0148,92.6,0.97241
0.11575,0.15148,5.0334,92.579,0.97196
0.11595,0.15248,5.0519,92.558,0.97152
0.11615,0.1535,5.0704,92.538,0.97108
0.11635,0.15451,5.0889,92.517,0.97064
0.11655,0.15553,5.1074,92.496,0.9702
0.11675,0.15656,5.1259,92.475,0.96977
0.11695,0.15758,5.1444,92.455,0.96933
0.11715,0.15861,5.1629,92.434,0.9689
0.11735,0.15965,5.1814,92.413,0.96848
