type	time	latitude	longitude	altitude (m)	speed (km/h)	course	sat	hdop	eos	name
T	2018-12-09 00:06:24	37.949663333	-120.795255000	81.8	1.2	215.5	9	0.9		
T	2018-12-09 00:06:25	37.949665000	-120.795261667	81.9	2.5	231.3	9	0.9		
T	2018-12-09 00:06:26	37.949663333	-120.795266667	82.1			9	0.9		
T	2018-12-09 00:06:27	37.949661667	-120.795270000	82.3	1.4	231.3	9	0.9		
T	2018-12-09 00:06:28	37.949658333	-120.795271667	82.2	0.7	231.3	9	0.9		
T	2018-12-09 00:06:29	37.949656667	-120.795270000	82.2	1.4	231.3	9	0.9		
T	2018-12-09 00:06:30	37.949650000	-120.795270000	82.1			9	0.9		
T	2018-12-09 00:06:31	37.949638333	-120.795273333	82.3	4.6	197.9	9	0.9		
T	2018-12-09 00:06:32	37.949626667	-120.795276667	82.2	4.1	200.4	9	0.9		
T	2018-12-09 00:06:33	37.949616667	-120.795280000	82.0	3.7	191.9	9	0.9		
T	2018-12-09 00:06:34	37.949606667	-120.795281667	82.1	5.2	193.2	9	0.9		
T	2018-12-09 00:06:35	37.949595000	-120.795286667	81.7	4.7	195.0	9	0.9		
T	2018-12-09 00:06:36	37.949581667	-120.795288333	81.7	5.5	189.4	9	0.9		
T	2018-12-09 00:06:37	37.949568333	-120.795293333	81.7	4.4	197.3	9	0.9		
T	2018-12-09 00:06:38	37.949556667	-120.795296667	81.5	4.7	194.9	9	0.9		
T	2018-12-09 00:06:39	37.949546667	-120.795298333	81.2	4.9	186.3	9	0.9		
T	2018-12-09 00:06:40	37.949535000	-120.795296667	81.1	4.8	177.6	9	0.9		
T	2018-12-09 00:06:41	37.949523333	-120.795295000	81.1	4.8	174.4	9	0.9		
T	2018-12-09 00:06:42	37.949510000	-120.795293333	81.1	5.3	168.7	9	0.9		
T	2018-12-09 00:06:43	37.949496667	-120.795290000	81.0	4.9	165.0	9	0.9		
T	2018-12-09 00:06:44	37.949486667	-120.795281667	81.1	4.5	156.8	9	0.9		
T	2018-12-09 00:06:45	37.949476667	-120.795273333	81.1	4.9	153.5	9	0.9		
T	2018-12-09 00:06:46	37.949478333	-120.795275000	81.1	0.0	153.5	9	0.9		
T	2018-12-09 00:06:47	37.949471667	-120.795270000	81.1	4.7	151.1	9	0.9		
T	2018-12-09 00:06:48	37.949456667	-120.795261667	81.0	5.5	146.0	9	0.9		
T	2018-12-09 00:06:49	37.949445000	-120.795251667	80.9	5.1	144.8	9	0.9		
T	2018-12-09 00:06:50	37.949435000	-120.795243333	81.0	4.5	149.2	9	0.9		
T	2018-12-09 00:06:51	37.949423333	-120.795235000	81.0	5.0	142.6	9	0.9		
T	2018-12-09 00:06:52	37.949411667	-120.795223333	81.0	5.4	141.6	9	0.9		
T	2018-12-09 00:06:53	37.949401667	-120.795215000	81.2	3.9	140.6	9	0.9		
T	2018-12-09 00:06:54	37.949391667	-120.795206667	81.2	5.0	142.3	9	0.9		
T	2018-12-09 00:06:55	37.949381667	-120.795196667	81.3	4.9	137.7	9	0.9		
T	2018-12-09 00:06:56	37.949371667	-120.795185000	81.3	4.9	136.7	9	0.9		
T	2018-12-09 00:06:57	37.949361667	-120.795173333	81.4	5.0	138.4	9	0.9		
T	2018-12-09 00:06:58	37.949351667	-120.795161667	81.3	5.2	134.8	9	0.9		
T	2018-12-09 00:06:59	37.949341667	-120.795145000	81.3	7.4	126.7	9	0.9		
T	2018-12-09 00:07:00	37.949330000	-120.795128333	81.4	6.2	132.4	9	0.9		
T	2018-12-09 00:07:01	37.949315000	-120.795120000	81.6	5.0	138.8	9	0.9		
T	2018-12-09 00:07:02	37.949301667	-120.795111667	81.7	5.0	139.1	9	0.9		
T	2018-12-09 00:07:03	37.949291667	-120.795101667	81.6	4.6	136.6	9	0.9		
T	2018-12-09 00:07:04	37.949278333	-120.795090000	81.6	5.0	137.7	9	0.9		
T	2018-12-09 00:07:05	37.949268333	-120.795080000	81.5	5.0	137.6	9	0.9		
T	2018-12-09 00:07:06	37.949256667	-120.795068333	81.4	5.5	141.6	9	0.9		
T	2018-12-09 00:07:07	37.949243333	-120.795055000	81.1	5.2	137.7	9	0.9		
T	2018-12-09 00:07:08	37.949233333	-120.795041667	80.9	5.3	132.4	9	0.9		
T	2018-12-09 00:07:09	37.949223333	-120.795026667	80.8	5.8	135.8	9	0.9		
T	2018-12-09 00:07:10	37.949213333	-120.795016667	80.7	5.2	134.5	9	0.9		
T	2018-12-09 00:07:11	37.949205000	-120.795006667	80.6	5.0	139.2	9	0.9		
T	2018-12-09 00:07:12	37.949195000	-120.794996667	80.4	4.9	138.5	9	0.9		
T	2018-12-09 00:07:13	37.949186667	-120.794986667	80.5	4.2	135.2	9	0.9		
T	2018-12-09 00:07:14	37.949180000	-120.794975000	80.5	4.8	130.9	9	0.9		
T	2018-12-09 00:07:15	37.949173333	-120.794961667	80.7	5.2	124.8	9	0.9		
T	2018-12-09 00:07:16	37.949165000	-120.794950000	81.0	4.7	127.1	9	0.9		
T	2018-12-09 00:07:17	37.949160000	-120.794940000	81.2	3.4	128.5	9	0.9		
T	2018-12-09 00:07:18	37.949155000	-120.794930000	81.2	3.3	127.0	9	0.9		
T	2018-12-09 00:07:19	37.949150000	-120.794926667	81.4	1.4	127.0	9	0.9		
T	2018-12-09 00:07:20	37.949145000	-120.794928333	81.6	1.8	127.0	9	0.9		
T	2018-12-09 00:07:21	37.949143333	-120.794928333	81.7	1.1	127.0	9	0.9		
T	2018-12-09 00:07:22	37.949141667	-120.794928333	81.5	0.7	127.0	9	0.9		
