type	time	latitude	longitude	altitude (m)	speed (km/h)	course	sat	hdop	eos	name
T	2018-12-08 23:59:33	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:34	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:35	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:36	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:37	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:38	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:39	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:40	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:41	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:42	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:43	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:44	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:45	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:46	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:47	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:48	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:49	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:50	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:51	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:52	37.950158333	-120.797110000	89.3			9	0.9		
T	2018-12-08 23:59:53	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:54	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:55	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:56	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:57	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:58	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-08 23:59:59	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:00	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:01	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:02	37.950158333	-120.797110000	89.3	0.1	121.5	9	0.9		
T	2018-12-09 00:00:03	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:04	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:05	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:06	37.950158333	-120.797110000	89.3			9	0.9		
T	2018-12-09 00:00:07	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:08	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:09	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:10	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:11	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:12	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:13	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:14	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:15	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:16	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:17	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:18	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:19	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:20	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:21	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:22	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:23	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:24	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:25	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:26	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:27	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:28	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:29	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:30	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:31	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:32	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:33	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:34	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:35	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:36	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:37	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:38	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:39	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:40	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:41	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:42	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:43	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:44	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:45	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:46	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:47	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:48	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:49	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:50	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:51	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:52	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:53	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:54	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:55	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:56	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:57	37.950158333	-120.797110000	89.3	0.0	121.5	9	0.9		
T	2018-12-09 00:00:58	37.950158333	-120.797110000	89.3	0.0	121.5	8	1.1		
T	2018-12-09 00:00:59	37.950156667	-120.797110000	89.3	0.3	121.5	8	0.9		
T	2018-12-09 00:01:00	37.950156667	-120.797113333	89.4	0.7	121.5	6	1.1		
T	2018-12-09 00:01:01	37.950160000	-120.797120000	89.5	1.6	121.5	6	1.1		
T	2018-12-09 00:01:02	37.950173333	-120.797111667	89.6	2.9	25.1	7	1.0		
T	2018-12-09 00:01:03	37.950201667	-120.797091667	89.7	6.4	23.5	9	0.9		
T	2018-12-09 00:01:04	37.950290000	-120.797051667	89.8	15.8	20.8	9	0.9		
T	2018-12-09 00:01:05	37.950380000	-120.797083333	90.0	20.7	9.4	9	0.9		
T	2018-12-09 00:01:06	37.950431667	-120.797053333	90.3	20.9	8.4	9	0.9		
T	2018-12-09 00:01:07	37.950515000	-120.796996667	90.7	24.8	11.2	9	0.9		
T	2018-12-09 00:01:08	37.950573333	-120.796991667	91.2	24.6	10.5	9	0.9		
T	2018-12-09 00:01:09	37.950660000	-120.796946667	91.5	24.3	13.8	9	0.9		
T	2018-12-09 00:01:10	37.950710000	-120.796918333	92.0	23.8	15.2	9	0.9		
T	2018-12-09 00:01:11	37.950765000	-120.796913333	92.4	23.3	14.4	9	0.9		
T	2018-12-09 00:01:12	37.950923333	-120.796803333	93.0			9	0.9		
T	2018-12-09 00:01:13	37.951008333	-120.796716667	93.7	31.1	23.0	9	0.9		
T	2018-12-09 00:01:14	37.951116667	-120.796681667	94.4			9	0.9		
T	2018-12-09 00:01:15	37.951183333	-120.796655000	95.1			9	0.9		
T	2018-12-09 00:01:16	37.951226667	-120.796658333	95.4	26.3	19.3	9	0.9		
T	2018-12-09 00:01:17	37.951271667	-120.796598333	96.4	24.4	22.7	9	0.9		
T	2018-12-09 00:01:18	37.951248333	-120.796615000	96.3			9	0.9		
T	2018-12-09 00:01:19	37.951266667	-120.796591667	97.3	11.1	28.5	9	0.9		
T	2018-12-09 00:01:20	37.951226667	-120.796603333	97.3	4.7	29.6	9	0.9		
T	2018-12-09 00:01:21	37.951188333	-120.796598333	97.3	2.8	34.7	9	0.9		
T	2018-12-09 00:01:23	37.951143333	-120.796618333	99.0	5.3	334.4	9	0.9		
T	2018-12-09 00:01:24	37.951163333	-120.796648333	100.6	12.5	285.4	9	0.9		
T	2018-12-09 00:01:27	37.950988333	-120.796793333	102.4	25.1	233.0	9	0.9		
T	2018-12-09 00:01:28	37.950910000	-120.796846667	102.7	29.9	219.4	9	0.9		
T	2018-12-09 00:01:29	37.950835000	-120.796876667		25.6	219.2				
T	2018-12-09 00:01:30	37.950756667	-120.796878333	103.7	24.0	213.1	9	0.9		
T	2018-12-09 00:01:31	37.950666667	-120.796870000	103.7	25.4	203.5	9	0.9		
T	2018-12-09 00:01:32	37.950578333	-120.796860000	103.9	23.9	198.3	9	0.9		
T	2018-12-09 00:01:33	37.950505000	-120.796828333	104.7	26.7	190.5	9	0.9		
T	2018-12-09 00:01:34	37.950445000	-120.796801667	105.2	26.1	183.5	9	0.9		
T	2018-12-09 00:01:35	37.950411667	-120.796801667	106.5	19.2	181.4	9	0.9		
T	2018-12-09 00:01:36	37.950336667	-120.796868333	110.0	24.4	190.8	9	0.9		
T	2018-12-09 00:01:37	37.950281667	-120.796833333	111.7	20.9	178.0	9	0.9		
T	2018-12-09 00:01:38	37.950230000	-120.796800000	114.4	20.0	166.9	9	0.9		
T	2018-12-09 00:01:39	37.950196667	-120.796783333	116.1	20.1	169.4	9	0.9		
T	2018-12-09 00:01:40	37.950153333	-120.796766667	117.9	17.7	170.6	9	0.9		
T	2018-12-09 00:01:41	37.950120000	-120.796743333	119.4	14.6	172.2	9	0.9		
T	2018-12-09 00:01:42	37.950083333	-120.796741667	121.5	15.7	191.3	9	0.9		
T	2018-12-09 00:01:43	37.950046667	-120.796753333	122.8	16.4	186.9	9	0.9		
T	2018-12-09 00:01:44	37.950008333	-120.796771667	125.3			9	0.9		
T	2018-12-09 00:01:45	37.950005000	-120.796781667	126.4	6.7	197.2	9	0.9		
T	2018-12-09 00:01:46	37.950000000	-120.796765000	128.3	4.3	187.9	9	0.9		
T	2018-12-09 00:01:47	37.949998333	-120.796710000	130.6	13.4	134.2	9	0.9		
T	2018-12-09 00:01:48	37.949996667	-120.796638333	132.4	17.7	117.7	9	0.9		
T	2018-12-09 00:01:49	37.949983333	-120.796588333	135.1	16.7	114.9	9	0.9		
T	2018-12-09 00:01:50	37.949956667	-120.796538333	136.6	22.8	125.2	9	0.9		
T	2018-12-09 00:01:51	37.949905000	-120.796483333	139.1	26.2	135.7	9	0.9		
T	2018-12-09 00:01:52	37.949855000	-120.796428333	141.8	22.6	140.1	9	0.9		
T	2018-12-09 00:01:53	37.949795000	-120.796390000	144.9	20.1	144.6	9	0.9		
T	2018-12-09 00:01:54	37.949741667	-120.796376667	147.2	12.5	152.6	9	0.9		
T	2018-12-09 00:01:55	37.949703333	-120.796408333	153.4	7.2	157.7	9	0.9		
T	2018-12-09 00:01:56	37.949705000	-120.796421667	156.7	5.1	136.1	9	0.9		
T	2018-12-09 00:01:57	37.949721667	-120.796438333	161.4	8.8	100.8	9	0.9		
T	2018-12-09 00:01:58	37.949738333	-120.796430000	165.1	9.7	62.7	9	0.9		
T	2018-12-09 00:01:59	37.949756667	-120.796415000	167.1	8.2	49.2	9	0.9		
T	2018-12-09 00:02:00	37.949760000	-120.796401667	168.9	9.7	48.8	9	0.9		
T	2018-12-09 00:02:01	37.949765000	-120.796378333	168.5	12.1	53.4	9	0.9		
T	2018-12-09 00:02:02	37.949761667	-120.796351667	169.3	12.0	59.2	9	0.9		
T	2018-12-09 00:02:03	37.949770000	-120.796311667	169.7	10.1	69.7	9	0.9		
T	2018-12-09 00:02:04	37.949781667	-120.796268333	170.1	13.0	76.0	9	0.9		
T	2018-12-09 00:02:05	37.949796667	-120.796215000	168.7	14.9	74.5	9	0.9		
T	2018-12-09 00:02:06	37.949800000	-120.796176667	168.6	14.3	73.9	9	0.9		
T	2018-12-09 00:02:07	37.949813333	-120.796130000	167.7	13.5	70.0	9	0.9		
T	2018-12-09 00:02:08	37.949828333	-120.796096667	166.8	11.5	70.0	9	0.9		
T	2018-12-09 00:02:09	37.949875000	-120.796053333	164.6	13.8	55.8	9	0.9		
T	2018-12-09 00:02:10	37.949913333	-120.796011667	162.8	13.7	55.7	9	0.9		
T	2018-12-09 00:02:11	37.949938333	-120.795978333	161.3	15.2	62.4	9	0.9		
T	2018-12-09 00:02:12	37.949953333	-120.795923333	158.5	19.1	72.7	9	0.9		
T	2018-12-09 00:02:13	37.949961667	-120.795856667	155.9	17.3	83.0	9	0.9		
T	2018-12-09 00:02:14	37.949955000	-120.795810000	153.2	15.7	99.6	9	0.9		
T	2018-12-09 00:02:15	37.949940000	-120.795763333	151.4	17.5	104.2	9	0.9		
T	2018-12-09 00:02:16	37.949908333	-120.795713333	149.4	23.9	120.1	9	0.9		
T	2018-12-09 00:02:17	37.949883333	-120.795645000	146.5	21.0	118.5	9	0.9		
T	2018-12-09 00:02:18	37.949866667	-120.795576667		19.5	118.0				
T	2018-12-09 00:02:19	37.949898333	-120.795498333	139.1	14.1	109.1	9	0.9		
T	2018-12-09 00:02:20	37.949935000	-120.795443333	134.5	13.2	96.2	9	0.9		
T	2018-12-09 00:02:21	37.949958333	-120.795416667	130.4	9.7	85.1	9	0.9		
T	2018-12-09 00:02:22	37.949973333	-120.795416667	126.1			9	0.9		
T	2018-12-09 00:02:24	37.950001667	-120.795451667	117.9			8	0.9		
T	2018-12-09 00:02:29	37.949996667	-120.795475000	120.6			8	0.9		
T	2018-12-09 00:02:36	37.949996667	-120.795488333	119.5	0.0	63.5	8	0.9		
T	2018-12-09 00:02:40	37.949998333	-120.795495000	118.5			8	0.9		
T	2018-12-09 00:02:41	37.949998333	-120.795495000	118.4			8	0.9		
T	2018-12-09 00:02:42	37.950000000	-120.795495000	118.4			8	0.9		
T	2018-12-09 00:02:45	37.950000000	-120.795495000	118.4	0.0	63.5	8	0.9		
T	2018-12-09 00:02:46	37.950000000	-120.795495000	118.4			8	0.9		
T	2018-12-09 00:02:47	37.950000000	-120.795495000	118.4	0.0	63.5	8	0.9		
T	2018-12-09 00:02:53	37.950006667	-120.795508333		0.0	63.5				
T	2018-12-09 00:03:01	37.950006667	-120.795508333	115.3			9	0.9		
T	2018-12-09 00:03:08	37.950006667	-120.795508333	115.3			8	0.9		
T	2018-12-09 00:03:09	37.950006667	-120.795508333		0.0	63.5				
T	2018-12-09 00:03:10	37.950006667	-120.795508333	115.3	0.0	63.5	8	0.9		
T	2018-12-09 00:03:11	37.950006667	-120.795508333	115.3	0.0	63.5	9	0.9		
T	2018-12-09 00:03:14	37.950008333	-120.795511667		0.0	63.5				
T	2018-12-09 00:03:15	37.950008333	-120.795511667		0.0	63.5				
T	2018-12-09 00:03:16	37.950008333	-120.795511667	114.6	0.0	63.5	9	0.9		
T	2018-12-09 00:03:18	37.950008333	-120.795511667	114.6			8	0.9		
T	2018-12-09 00:03:20	37.950008333	-120.795511667		0.0	63.5				
T	2018-12-09 00:03:21	37.950008333	-120.795511667	114.5			9	0.9		
T	2018-12-09 00:03:39	37.950008333	-120.795511667	114.4			9	0.9		
T	2018-12-09 00:03:52	37.950011667	-120.795513333	113.5			9	0.9		
T	2018-12-09 00:03:53	37.950011667	-120.795513333		0.0	63.5				
T	2018-12-09 00:03:54	37.950011667	-120.795513333	113.5	0.0	63.5	9	0.9		
T	2018-12-09 00:03:55	37.950011667	-120.795513333	113.5	0.0	63.5	9	0.9		
T	2018-12-09 00:03:57	37.950011667	-120.795513333	113.5			9	0.9		
T	2018-12-09 00:03:59	37.950011667	-120.795513333	113.5			9	0.9		
T	2018-12-09 00:04:02	37.950011667	-120.795513333		0.0	63.5				
T	2018-12-09 00:04:06	37.950011667	-120.795513333	113.4	0.0	63.5	9	0.9		
T	2018-12-09 00:04:07	37.950015000	-120.795513333	112.5			9	0.9		
T	2018-12-09 00:04:11	37.950015000	-120.795513333		0.0	63.5				
T	2018-12-09 00:04:12	37.950015000	-120.795513333	112.4			9	0.9		
T	2018-12-09 00:04:13	37.950015000	-120.795513333	112.4			9	0.9		
T	2018-12-09 00:04:17	37.950015000	-120.795513333	112.4			9	0.9		
T	2018-12-09 00:04:35	37.950035000	-120.795498333	108.0	0.0	63.5	9	0.9		
T	2018-12-09 00:04:37	37.950046667	-120.795493333	106.0	0.3	63.5	9	0.9		
T	2018-12-09 00:04:38	37.950053333	-120.795486667	104.3	0.4	63.5	9	0.9		
T	2018-12-09 00:04:39	37.950055000	-120.795485000	103.9	0.4	63.5	9	0.9		
T	2018-12-09 00:04:40	37.950055000	-120.795485000	103.9			9	0.9		
T	2018-12-09 00:04:41	37.950055000	-120.795485000	103.9	0.0	63.5	9	0.9		
T	2018-12-09 00:04:42	37.950058333	-120.795483333	103.2	0.7	63.5	9	0.9		
T	2018-12-09 00:04:43	37.950061667	-120.795481667	102.6	0.2	63.5	9	0.9		
T	2018-12-09 00:04:44	37.950061667	-120.795481667	102.6	0.0	63.5	9	0.9		
T	2018-12-09 00:04:45	37.950061667	-120.795481667	102.6			9	0.9		
T	2018-12-09 00:04:46	37.950063333	-120.795485000	102.0	0.3	63.5	9	0.9		
T	2018-12-09 00:04:47	37.950065000	-120.795485000	101.5	0.4	63.5	9	0.9		
T	2018-12-09 00:04:49	37.950065000	-120.795483333		0.7	63.5				
T	2018-12-09 00:04:50	37.950065000	-120.795483333	100.2			9	0.9		
T	2018-12-09 00:04:51	37.950065000	-120.795483333	100.2	0.0	63.5	9	0.9		
T	2018-12-09 00:04:52	37.950065000	-120.795481667		0.5	63.5				
T	2018-12-09 00:04:53	37.950065000	-120.795481667	99.2	0.1	63.5	9	0.9		
T	2018-12-09 00:04:54	37.950065000	-120.795481667	99.1	0.0	63.5	9	0.9		
T	2018-12-09 00:04:55	37.950065000	-120.795481667	99.1	0.0	63.5	9	0.9		
T	2018-12-09 00:04:56	37.950065000	-120.795481667	99.1	0.0	63.5	9	0.9		
T	2018-12-09 00:04:57	37.950068333	-120.795480000	97.9	0.4	63.5	9	0.9		
T	2018-12-09 00:04:58	37.950070000	-120.795478333	97.1	0.9	63.5	9	0.9		
T	2018-12-09 00:04:59	37.950070000	-120.795478333	97.1	0.1	63.5	9	0.9		
T	2018-12-09 00:05:00	37.950073333	-120.795478333	96.4	1.0	63.5	8	1.0		
T	2018-12-09 00:05:01	37.950076667	-120.795478333	96.0	0.5	63.5	9	0.9		
T	2018-12-09 00:05:02	37.950078333	-120.795476667	95.7	0.9	63.5	9	0.9		
T	2018-12-09 00:05:03	37.950080000	-120.795475000	95.5	0.5	63.5	9	0.9		
T	2018-12-09 00:05:04	37.950083333	-120.795475000	95.2	0.4	63.5	9	0.9		
T	2018-12-09 00:05:05	37.950083333	-120.795473333	95.1	0.5	63.5	9	0.9		
T	2018-12-09 00:05:06	37.950083333	-120.795475000	95.2	0.0	63.5	9	0.9		
T	2018-12-09 00:05:07	37.950081667	-120.795471667	95.0	0.4	63.5	9	0.9		
T	2018-12-09 00:05:08	37.950081667	-120.795470000	94.8	0.6	63.5	9	0.9		
T	2018-12-09 00:05:09	37.950081667	-120.795470000	94.8	0.0	63.5	9	0.9		
T	2018-12-09 00:05:10	37.950081667	-120.795470000	94.8	0.0	63.5	8	1.0		
T	2018-12-09 00:05:11	37.950083333	-120.795466667	94.4	0.4	63.5	9	0.9		
T	2018-12-09 00:05:12	37.950085000	-120.795465000	94.0	0.4	63.5	9	0.9		
T	2018-12-09 00:05:13	37.950086667	-120.795468333	93.7	0.6	63.5	9	0.9		
T	2018-12-09 00:05:14	37.950086667	-120.795471667	93.4			9	0.9		
T	2018-12-09 00:05:15	37.950088333	-120.795475000	92.9			8	1.0		
T	2018-12-09 00:05:16	37.950086667	-120.795476667	92.6	2.2	143.9	9	0.9		
T	2018-12-09 00:05:17	37.950081667	-120.795475000	92.4	2.0	143.9	9	0.9		
T	2018-12-09 00:05:18	37.950085000	-120.795478333	91.9	0.9	143.9	9	0.9		
T	2018-12-09 00:05:19	37.950085000	-120.795478333		0.0	143.9				
T	2018-12-09 00:05:20	37.950081667	-120.795478333	91.9	1.7	143.9	9	0.9		
T	2018-12-09 00:05:21	37.950076667	-120.795478333	91.8	1.1	143.9	9	0.9		
T	2018-12-09 00:05:22	37.950073333	-120.795478333	91.7	1.9	143.9	9	0.9		
T	2018-12-09 00:05:23	37.950070000	-120.795476667	91.5	0.9	143.9	9	0.9		
T	2018-12-09 00:05:24	37.950066667	-120.795475000	91.4	0.4	143.9	9	0.9		
T	2018-12-09 00:05:25	37.950063333	-120.795473333	91.2	1.7	143.9	9	0.9		
T	2018-12-09 00:05:26	37.950060000	-120.795473333	91.0			9	0.9		
T	2018-12-09 00:05:27	37.950051667	-120.795471667	90.7	3.0	173.8	9	0.9		
T	2018-12-09 00:05:28	37.950041667	-120.795470000	90.4	4.0	170.1	9	0.9		
T	2018-12-09 00:05:29	37.950031667	-120.795468333	90.2	3.7	169.2	9	0.9		
T	2018-12-09 00:05:30	37.950026667	-120.795463333	90.1	2.6	164.7	9	0.9		
T	2018-12-09 00:05:31	37.950018333	-120.795460000	89.9	3.7	167.1	9	0.9		
T	2018-12-09 00:05:32	37.950006667	-120.795460000	89.6			9	0.9		
T	2018-12-09 00:05:33	37.949995000	-120.795463333	89.2	4.5	181.9	9	0.9		
T	2018-12-09 00:05:34	37.949983333	-120.795466667	88.9	4.1	188.7	9	0.9		
T	2018-12-09 00:05:35	37.949973333	-120.795470000	88.6	4.6	186.6	9	0.9		
T	2018-12-09 00:05:36	37.949961667	-120.795478333		4.3	188.9				
T	2018-12-09 00:05:37	37.949953333	-120.795481667	87.8	4.0	187.9	9	0.9		
T	2018-12-09 00:05:38	37.949943333	-120.795485000	87.4	4.4	189.2	9	0.9		
T	2018-12-09 00:05:39	37.949933333	-120.795488333	87.1			9	0.9		
T	2018-12-09 00:05:40	37.949931667	-120.795495000	86.0	1.8	190.9	9	0.9		
T	2018-12-09 00:05:41	37.949926667	-120.795496667	85.4	2.9	167.3	9	0.9		
T	2018-12-09 00:05:42	37.949920000	-120.795493333		3.0	166.9				
T	2018-12-09 00:05:43	37.949910000	-120.795490000	85.3	2.9	160.6	9	0.9		
T	2018-12-09 00:05:44	37.949901667	-120.795483333	85.2	4.2	150.3	9	0.9		
T	2018-12-09 00:05:46	37.949886667	-120.795470000	85.1	3.3	147.1	9	0.9		
T	2018-12-09 00:05:47	37.949878333	-120.795465000	84.9	3.5	144.9	9	0.9		
T	2018-12-09 00:05:49	37.949860000	-120.795446667	84.9	4.4	141.1	9	0.9		
T	2018-12-09 00:05:50	37.949850000	-120.795436667	85.1	4.4	141.4	9	0.9		
T	2018-12-09 00:05:51	37.949840000	-120.795425000	85.3	5.2	136.4	9	0.9		
T	2018-12-09 00:05:52	37.949830000	-120.795411667	85.4	5.9	136.3	9	0.9		
T	2018-12-09 00:05:53	37.949820000	-120.795401667	85.3	4.7	135.9	9	0.9		
T	2018-12-09 00:05:54	37.949811667	-120.795391667	85.2	5.1	135.9	9	0.9		
T	2018-12-09 00:05:55	37.949801667	-120.795381667		4.3	132.6				
T	2018-12-09 00:05:56	37.949796667	-120.795373333	85.2	2.8	133.3	9	0.9		
T	2018-12-09 00:05:57	37.949790000	-120.795365000	85.0	4.5	133.5	9	0.9		
T	2018-12-09 00:05:58	37.949783333	-120.795353333	84.8			9	0.9		
T	2018-12-09 00:05:59	37.949776667	-120.795343333	84.6	4.0	128.3	9	0.9		
T	2018-12-09 00:06:00	37.949775000	-120.795335000	84.4	3.7	125.4	9	0.9		
T	2018-12-09 00:06:01	37.949770000	-120.795325000	84.2			9	0.9		
T	2018-12-09 00:06:02	37.949765000	-120.795313333	84.0	4.4	123.1	9	0.9		
T	2018-12-09 00:06:03	37.949758333	-120.795301667	83.8	4.3	128.3	9	0.9		
T	2018-12-09 00:06:04	37.949751667	-120.795291667	83.7	3.6	126.7	9	0.9		
T	2018-12-09 00:06:05	37.949746667	-120.795281667	83.7	4.5	124.9	9	0.9		
T	2018-12-09 00:06:06	37.949741667	-120.795271667	83.6			9	0.9		
T	2018-12-09 00:06:07	37.949733333	-120.795263333	83.6	4.5	127.4	9	0.9		
T	2018-12-09 00:06:08	37.949726667	-120.795251667	83.3	4.0	124.7	9	0.9		
T	2018-12-09 00:06:09	37.949721667	-120.795241667	83.3	3.6	118.8	9	0.9		
T	2018-12-09 00:06:10	37.949718333	-120.795231667	83.3	3.4	119.1	9	0.9		
T	2018-12-09 00:06:11	37.949715000	-120.795226667	83.3	1.1	119.1	9	0.9		
T	2018-12-09 00:06:12	37.949715000	-120.795225000	83.4			9	0.9		
T	2018-12-09 00:06:13	37.949715000	-120.795223333	83.4	0.8	119.1	9	0.9		
T	2018-12-09 00:06:14	37.949711667	-120.795220000	83.3			9	0.9		
T	2018-12-09 00:06:15	37.949706667	-120.795220000	83.2	1.9	129.2	9	0.9		
T	2018-12-09 00:06:16	37.949700000	-120.795220000	82.9	2.7	170.4	9	0.9		
T	2018-12-09 00:06:17	37.949691667	-120.795221667	82.7			9	0.9		
T	2018-12-09 00:06:18	37.949686667	-120.795223333	82.1	3.0	191.1	9	0.9		
T	2018-12-09 00:06:19	37.949680000	-120.795226667	82.1			9	0.9		
T	2018-12-09 00:06:20	37.949676667	-120.795230000	81.9	2.5	200.7	9	0.9		
T	2018-12-09 00:06:21	37.949671667	-120.795235000	81.7	2.6	202.8	9	0.9		
T	2018-12-09 00:06:22	37.949666667	-120.795241667	81.7	3.4	215.5	9	0.9		
T	2018-12-09 00:06:23	37.949663333	-120.795248333	81.7	2.2	215.5	9	0.9		
