PerfectFlite SLCF
Firmware: 1.0
Software: 1.16
Serial Number: 5241
Apogee: PWRLOSS
Ground Elevation: 1946' MSL
NumSamps: 2167
Flight Number: 10
Main Setting: 700' AGL
Apogee Delay: 0 Seconds
Drogue At: 16.85 Seconds
Main At: 93.35 Seconds
Max Drogue Current: 3 Amps
Max Main Current: 1 Amps

Time, Altitude, Velocity, Temperature, Voltage)
80.05, 1385, -46, 60.48, 9.40
80.10, 1385, -43, 60.49, 9.40
80.15, 1381, -43, 60.51, 9.40
80.20, 1379, -46, 60.49, 9.40
80.25, 1376, -51, 60.49, 9.40
80.30, 1373, -56, 60.51, 9.40
80.35, 1371, -58, 60.49, 9.40
80.40, 1366, -57, 60.48, 9.40
80.45, 1363, -53, 60.49, 9.40
80.50, 1361, -48, 60.49, 9.40
80.55, 1360, -43, 60.49, 9.40
80.60, 1358, -40, 60.48, 9.40
80.65, 1356, -39, 60.48, 9.40
80.70, 1355, -41, 60.48, 9.40
80.75, 1353, -42, 60.48, 9.40
80.80, 1347, -43, 60.51, 9.40
80.85, 1348, -44, 60.48, 9.40
80.90, 1346, -46, 60.48, 9.40
80.95, 1344, -49, 60.48, 9.40
81.00, 1341, -52, 60.48, 9.40
81.05, 1338, -52, 60.48, 9.40
81.10, 1332, -49, 60.48, 9.40
81.15, 1331, -44, 60.48, 9.40
81.20, 1330, -39, 60.48, 9.40
81.25, 1331, -36, 60.48, 9.40
81.30, 1329, -38, 60.48, 9.40
81.35, 1327, -40, 60.48, 9.40
81.40, 1320, -43, 60.48, 9.40
81.45, 1321, -46, 60.48, 9.40
81.50, 1318, -49, 60.48, 9.40
81.55, 1318, -53, 60.48, 9.40
81.60, 1315, -59, 60.48, 9.40
81.65, 1309, -67, 60.49, 9.40
81.70, 1307, -73, 60.48, 9.40
81.75, 1301, -76, 60.48, 9.40
81.80, 1297, -74, 60.48, 9.40
81.85, 1294, -72, 60.48, 9.40
81.90, 1292, -67, 60.48, 9.40
81.95, 1288, -63, 60.48, 9.40
82.00, 1283, -59, 60.49, 9.40
82.05, 1282, -56, 60.48, 9.40
82.10, 1281, -55, 60.48, 9.40
82.15, 1278, -54, 60.48, 9.40
82.20, 1273, -53, 60.48, 9.40
82.25, 1270, -52, 60.48, 9.40
82.30, 1270, -51, 60.48, 9.40
82.35, 1267, -52, 60.48, 9.40
82.40, 1265, -52, 60.48, 9.40
82.45, 1262, -52, 60.46, 9.40
82.50, 1257, -49, 60.48, 9.40
82.55, 1255, -43, 60.48, 9.40
82.60, 1253, -34, 60.48, 9.40
82.65, 1254, -27, 60.48, 9.40
82.70, 1252, -25, 60.48, 9.40
82.75, 1253, -28, 60.48, 9.40
82.80, 1252, -36, 60.48, 9.40
82.85, 1249, -44, 60.48, 9.40
82.90, 1244, -48, 60.48, 9.40
82.95, 1240, -49, 60.46, 9.40
83.00, 1239, -43, 60.48, 9.40
83.05, 1236, -36, 60.48, 9.40
83.10, 1238, -31, 60.48, 9.40
83.15, 1237, -30, 60.48, 9.40
83.20, 1233, -34, 60.48, 9.40
83.25, 1234, -43, 60.48, 9.40
83.30, 1230, -54, 60.48, 9.40
83.35, 1228, -65, 60.48, 9.40
83.40, 1220, -76, 60.48, 9.40
83.45, 1220, -85, 60.48, 9.40
83.50, 1215, -91, 60.48, 9.40
83.55, 1206, -91, 60.48, 9.40
83.60, 1201, -87, 60.48, 9.40
83.65, 1200, -79, 60.48, 9.40
83.70, 1195, -70, 60.48, 9.40
83.75, 1193, -62, 60.48, 9.40
83.80, 1190, -57, 60.48, 9.40
83.85, 1189, -55, 60.48, 9.40
83.90, 1186, -53, 60.48, 9.40
83.95, 1180, -51, 60.48, 9.40
84.00, 1181, -49, 60.48, 9.40
84.05, 1176, -48, 60.46, 9.40
84.10, 1177, -50, 60.48, 9.40
84.15, 1174, -55, 60.48, 9.40
84.20, 1171, -60, 60.46, 9.40
84.25, 1167, -63, 60.48, 9.40
84.30, 1162, -60, 60.48, 9.40
84.35, 1156, -54, 60.46, 9.40
84.40, 1157, -47, 60.48, 9.40
84.45, 1157, -43, 60.48, 9.40
84.50, 1157, -45, 60.46, 9.40
84.55, 1155, -52, 60.46, 9.40
84.60, 1147, -58, 60.48, 9.40
84.65, 1145, -61, 60.48, 9.40
84.70, 1139, -60, 60.48, 9.40
84.75, 1139, -54, 60.48, 9.40
84.80, 1138, -48, 60.48, 9.40
84.85, 1135, -43, 60.48, 9.40
84.90, 1133, -41, 60.46, 9.40
84.95, 1129, -42, 60.48, 9.40
85.00, 1131, -47, 60.48, 9.40
85.05, 1129, -53, 60.48, 9.40
85.10, 1122, -57, 60.46, 9.40
85.15, 1119, -61, 60.46, 9.40
85.20, 1118, -61, 60.48, 9.40
85.25, 1111, -57, 60.46, 9.40
85.30, 1112, -53, 60.48, 9.40
85.35, 1109, -48, 60.48, 9.40
85.40, 1106, -44, 60.48, 9.40
85.45, 1104, -44, 60.46, 9.40
85.50, 1103, -44, 60.48, 9.40
85.55, 1102, -46, 60.48, 9.40
85.60, 1098, -48, 60.48, 9.40
85.65, 1094, -50, 60.46, 9.40
85.70, 1092, -51, 60.48, 9.40
85.75, 1092, -52, 60.46, 9.40
85.80, 1087, -51, 60.48, 9.40
85.85, 1084, -52, 60.46, 9.40
85.90, 1082, -53, 60.48, 9.40
85.95, 1081, -55, 60.48, 9.40
86.00, 1078, -57, 60.44, 9.40
86.05, 1074, -58, 60.46, 9.40
86.10, 1067, -56, 60.46, 9.40
86.15, 1069, -55, 60.46, 9.40
86.20, 1067, -53, 60.48, 9.40
86.25, 1063, -51, 60.48, 9.40
86.30, 1059, -51, 60.48, 9.40
86.35, 1059, -51, 60.48, 9.40
86.40, 1055, -51, 60.48, 9.40
86.45, 1054, -51, 60.44, 9.40
86.50, 1049, -50, 60.44, 9.40
86.55, 1047, -51, 60.48, 9.40
86.60, 1046, -55, 60.44, 9.40
86.65, 1045, -62, 60.44, 9.40
86.70, 1040, -70, 60.44, 9.40
86.75, 1036, -75, 60.46, 9.40
86.80, 1028, -75, 60.44, 9.40
86.85, 1025, -70, 60.44, 9.40
86.90, 1023, -59, 60.44, 9.40
86.95, 1021, -48, 60.44, 9.40
87.00, 1019, -40, 60.44, 9.40
87.05, 1021, -36, 60.44, 9.40
87.10, 1015, -38, 60.44, 9.40
87.15, 1017, -44, 60.44, 9.40
87.20, 1012, -51, 60.44, 9.40
87.25, 1010, -58, 60.44, 9.40
87.30, 1007, -62, 60.44, 9.40
87.35, 1000, -62, 60.44, 9.40
87.40, 998, -58, 60.44, 9.40
87.45, 996, -54, 60.44, 9.40
87.50, 996, -50, 60.40, 9.40
87.55, 992, -48, 60.44, 9.40
87.60, 990, -46, 60.44, 9.40
87.65, 987, -44, 60.44, 9.40
87.70, 984, -42, 60.44, 9.40
87.75, 982, -39, 60.44, 9.40
87.80, 983, -39, 60.44, 9.40
87.85, 981, -40, 60.44, 9.40
87.90, 979, -42, 60.44, 9.40
87.95, 974, -45, 60.44, 9.40
88.00, 972, -47, 60.44, 9.40
88.05, 970, -50, 60.44, 9.40
88.10, 969, -55, 60.44, 9.40
88.15, 968, -62, 60.44, 9.40
88.20, 963, -68, 60.44, 9.40
88.25, 955, -70, 60.44, 9.40
88.30, 952, -68, 60.44, 9.40
88.35, 950, -61, 60.46, 9.40
88.40, 948, -52, 60.44, 9.40
88.45, 945, -45, 60.44, 9.40
88.50, 945, -40, 60.44, 9.40
88.55, 943, -39, 60.40, 9.40
88.60, 940, -40, 60.40, 9.40
88.65, 939, -42, 60.44, 9.40
88.70, 936, -43, 60.40, 9.40
88.75, 933, -45, 60.40, 9.40
88.80, 932, -47, 60.40, 9.40
88.85, 931, -50, 60.44, 9.40
88.90, 927, -53, 60.44, 9.40
88.95, 922, -54, 60.44, 9.40
89.00, 921, -54, 60.40, 9.40
89.05, 919, -52, 60.44, 9.40
89.10, 914, -48, 60.44, 9.40
89.15, 913, -45, 60.40, 9.40
89.20, 913, -42, 60.40, 9.40
89.25, 909, -41, 60.44, 9.40
89.30, 908, -43, 60.40, 9.40
89.35, 906, -46, 60.44, 9.40
89.40, 903, -50, 60.44, 9.40
89.45, 900, -56, 60.40, 9.40
89.50, 899, -62, 60.44, 9.40
89.55, 894, -67, 60.44, 9.40
89.60, 889, -72, 60.44, 9.40
89.65, 887, -74, 60.44, 9.40
89.70, 882, -72, 60.44, 9.40
89.75, 879, -68, 60.44, 9.40
89.80, 874, -61, 60.44, 9.40
89.85, 870, -54, 60.44, 9.40
89.90, 873, -52, 60.39, 9.40
89.95, 871, -50, 60.40, 9.40
90.00, 865, -51, 60.44, 9.40
90.05, 864, -52, 60.40, 9.40
90.10, 859, -48, 60.40, 9.40
90.15, 855, -44, 60.44, 9.40
90.20, 857, -40, 60.40, 9.40
90.25, 856, -39, 60.44, 9.40
90.30, 855, -42, 60.44, 9.40
90.35, 852, -47, 60.44, 9.40
90.40, 846, -52, 60.40, 9.40
90.45, 845, -55, 60.44, 9.40
90.50, 840, -56, 60.44, 9.40
90.55, 841, -57, 60.39, 9.40
90.60, 838, -58, 60.44, 9.40
90.65, 833, -60, 60.44, 9.40
90.70, 829, -63, 60.44, 9.40
90.75, 828, -64, 60.44, 9.40
90.80, 824, -63, 60.40, 9.40
90.85, 819, -59, 60.44, 9.40
90.90, 818, -55, 60.44, 9.40
90.95, 815, -50, 60.40, 9.40
91.00, 811, -45, 60.44, 9.40
91.05, 813, -44, 60.40, 9.40
91.10, 810, -43, 60.40, 9.40
91.15, 806, -43, 60.44, 9.40
91.20, 805, -46, 60.44, 9.40
91.25, 802, -46, 60.40, 9.40
91.30, 800, -46, 60.40, 9.40
91.35, 797, -47, 60.40, 9.40
91.40, 797, -47, 60.44, 9.40
91.45, 791, -47, 60.44, 9.40
91.50, 791, -49, 60.44, 9.40
91.55, 789, -51, 60.40, 9.40
91.60, 787, -51, 60.44, 9.40
91.65, 780, -51, 60.40, 9.40
91.70, 781, -49, 60.44, 9.40
91.75, 777, -46, 60.44, 9.40
91.80, 775, -44, 60.44, 9.40
91.85, 776, -44, 60.44, 9.40
91.90, 771, -43, 60.40, 9.40
91.95, 769, -45, 60.44, 9.40
92.00, 768, -49, 60.44, 9.40
92.05, 765, -50, 60.44, 9.40
92.10, 760, -51, 60.44, 9.40
92.15, 760, -52, 60.44, 9.40
92.20, 757, -51, 60.44, 9.40
92.25, 754, -51, 60.44, 9.40
92.30, 751, -51, 60.44, 9.40
92.35, 749, -51, 60.44, 9.40
92.40, 747, -51, 60.44, 9.40
92.45, 744, -52, 60.44, 9.40
92.50, 741, -52, 60.44, 9.40
92.55, 739, -53, 60.44, 9.40
92.60, 736, -53, 60.44, 9.40
92.65, 732, -52, 60.44, 9.40
92.70, 731, -52, 60.44, 9.40
92.75, 729, -53, 60.44, 9.40
92.80, 727, -53, 60.44, 9.40
92.85, 721, -53, 60.44, 9.40
92.90, 720, -52, 60.44, 9.40
92.95, 718, -49, 60.44, 9.40
93.00, 713, -46, 60.44, 9.40
93.05, 715, -46, 60.44, 9.40
93.10, 712, -46, 60.44, 9.40
93.15, 709, -47, 60.44, 9.40
93.20, 706, -49, 60.44, 9.40
93.25, 702, -50, 60.44, 9.40
93.30, 701, -52, 60.44, 9.40
93.35, 700, -55, 60.44, 9.40
93.40, 699, -57, 60.44, 9.40
93.45, 690, -57, 60.44, 9.40
93.50, 687, -56, 60.44, 9.40
93.55, 686, -54, 60.44, 9.40
93.60, 686, -54, 60.44, 9.40
93.65, 685, -55, 60.44, 9.40
93.70, 679, -56, 60.44, 9.40
93.75, 674, -57, 60.44, 9.40
93.80, 672, -55, 60.44, 9.40
93.85, 668, -52, 60.44, 9.40
93.90, 670, -50, 60.40, 9.40
93.95, 669, -51, 60.40, 9.40
94.00, 663, -53, 60.44, 9.40
94.05, 658, -55, 60.44, 9.40
94.10, 657, -55, 60.44, 9.40
94.15, 655, -51, 60.44, 9.40
94.20, 651, -48, 60.44, 9.40
94.25, 651, -46, 60.40, 9.40
94.30, 648, -45, 60.44, 9.40
94.35, 647, -46, 60.44, 9.40
94.40, 644, -47, 60.44, 9.40
94.45, 639, -44, 60.44, 9.40
94.50, 637, -40, 60.39, 9.40
94.55, 638, -36, 60.40, 9.40
94.60, 636, -33, 60.39, 9.40
94.65, 634, -33, 60.40, 9.40
94.70, 634, -35, 60.40, 9.40
94.75, 631, -38, 60.44, 9.40
94.80, 628, -42, 60.40, 9.40
94.85, 626, -44, 60.44, 9.40
94.90, 624, -44, 60.40, 9.40
94.95, 622, -43, 60.40, 9.40
95.00, 619, -42, 60.40, 9.40
95.05, 617, -41, 60.40, 9.40
95.10, 616, -39, 60.44, 9.40
95.15, 615, -39, 60.39, 9.40
95.20, 611, -38, 60.39, 9.40
95.25, 608, -39, 60.40, 9.40
95.30, 609, -45, 60.40, 9.40
95.35, 609, -52, 60.40, 9.40
95.40, 603, -62, 60.39, 9.40
95.45, 600, -72, 60.40, 9.40
95.50, 593, -77, 60.39, 9.40
95.55, 589, -77, 60.39, 9.40
95.60, 587, -73, 60.39, 9.40
95.65, 582, -65, 60.39, 9.40
95.70, 580, -56, 60.39, 9.40
95.75, 577, -47, 60.39, 9.40
95.80, 577, -39, 60.39, 9.40
95.85, 574, -33, 60.39, 9.40
95.90, 573, -29, 60.39, 9.40
95.95, 572, -28, 60.39, 9.40
96.00, 572, -31, 60.39, 9.40
96.05, 569, -38, 60.39, 9.40
96.10, 569, -48, 60.39, 9.40
96.15, 564, -59, 60.39, 9.40
96.20, 563, -67, 60.39, 9.40
96.25, 553, -71, 60.39, 9.40
96.30, 552, -70, 60.39, 9.40
96.35, 549, -66, 60.39, 9.40
96.40, 546, -61, 60.39, 9.40
96.45, 545, -57, 60.39, 9.40
96.50, 539, -53, 60.39, 9.40
96.55, 539, -49, 60.39, 9.40
96.60, 536, -46, 60.37, 9.40
96.65, 533, -40, 60.39, 9.40
96.70, 532, -36, 60.39, 9.40
96.75, 530, -33, 60.39, 9.40
96.80, 530, -32, 60.39, 9.40
96.85, 529, -33, 60.39, 9.40
96.90, 527, -35, 60.37, 9.40
96.95, 523, -38, 60.37, 9.40
97.00, 521, -42, 60.39, 9.40
97.05, 521, -45, 60.37, 9.40
97.10, 519, -49, 60.37, 9.40
97.15, 516, -51, 60.37, 9.40
97.20, 509, -52, 60.37, 9.40
97.25, 509, -52, 60.39, 9.40
97.30, 508, -52, 60.39, 9.40
97.35, 505, -53, 60.39, 9.40
97.40, 503, -54, 60.39, 9.40
97.45, 498, -55, 60.39, 9.40
97.50, 495, -55, 60.39, 9.40
97.55, 493, -54, 60.39, 9.40
97.60, 490, -53, 60.39, 9.40
97.65, 490, -51, 60.39, 9.40
97.70, 486, -49, 60.39, 9.40
97.75, 481, -46, 60.39, 9.40
97.80, 480, -42, 60.39, 9.40
97.85, 479, -38, 60.39, 9.40
97.90, 479, -33, 60.39, 9.40
97.95, 476, -31, 60.37, 9.40
98.00, 474, -30, 60.39, 9.40
98.05, 473, -30, 60.37, 9.40
98.10, 472, -32, 60.37, 9.40
98.15, 471, -36, 60.37, 9.40
98.20, 468, -40, 60.39, 9.40
98.25, 467, -47, 60.39, 9.40
98.30, 464, -52, 60.39, 9.40
98.35, 459, -57, 60.37, 9.40
98.40, 457, -60, 60.37, 9.40
98.45, 455, -60, 60.37, 9.40
98.50, 449, -60, 60.39, 9.40
98.55, 450, -58, 60.39, 9.40
98.60, 444, -54, 60.37, 9.40
98.65, 441, -49, 60.39, 9.40
98.70, 440, -43, 60.37, 9.40
98.75, 438, -37, 60.37, 9.40
98.80, 438, -33, 60.37, 9.40
98.85, 436, -32, 60.39, 9.40
98.90, 434, -32, 60.39, 9.40
98.95, 433, -36, 60.37, 9.40
99.00, 430, -42, 60.37, 9.40
99.05, 430, -50, 60.37, 9.40
99.10, 427, -58, 60.37, 9.40
99.15, 422, -65, 60.37, 9.40
99.20, 418, -71, 60.37, 9.40
99.25, 413, -74, 60.37, 9.40
99.30, 410, -74, 60.39, 9.40
99.35, 409, -71, 60.39, 9.40
99.40, 402, -66, 60.37, 9.40
99.45, 399, -59, 60.37, 9.40
99.50, 395, -52, 60.37, 9.40
99.55, 397, -47, 60.37, 9.40
99.60, 395, -44, 60.37, 9.40
99.65, 392, -43, 60.39, 9.40
99.70, 389, -44, 60.37, 9.40
99.75, 386, -45, 60.37, 9.40
99.80, 385, -46, 60.39, 9.40
99.85, 383, -47, 60.39, 9.40
99.90, 381, -47, 60.37, 9.40
99.95, 376, -48, 60.37, 9.40
100.00, 376, -48, 60.37, 9.40
100.05, 373, -49, 60.39, 9.40
100.10, 370, -49, 60.37, 9.40
100.15, 368, -50, 60.37, 9.40
100.20, 365, -51, 60.39, 9.40
100.25, 364, -51, 60.37, 9.40
100.30, 359, -50, 60.37, 9.40
100.35, 358, -49, 60.37, 9.40
100.40, 354, -48, 60.37, 9.40
100.45, 353, -48, 60.37, 9.40
100.50, 353, -48, 60.37, 9.40
100.55, 348, -47, 60.37, 9.40
100.60, 344, -45, 60.37, 9.40
100.65, 344, -44, 60.37, 9.40
100.70, 340, -41, 60.37, 9.40
100.75, 342, -42, 60.37, 9.40
100.80, 338, -42, 60.37, 9.40
100.85, 336, -43, 60.37, 9.40
100.90, 332, -44, 60.37, 9.40
100.95, 331, -44, 60.37, 9.40
101.00, 327, -46, 60.39, 9.40
101.05, 330, -50, 60.37, 9.40
101.10, 325, -54, 60.37, 9.40
101.15, 321, -59, 60.39, 9.40
101.20, 316, -61, 60.37, 9.40
101.25, 314, -60, 60.37, 9.40
101.30, 311, -55, 60.37, 9.40
101.35, 309, -47, 60.37, 9.40
101.40, 305, -39, 60.37, 9.40
101.45, 306, -36, 60.37, 9.40
101.50, 305, -36, 60.37, 9.40
101.55, 304, -42, 60.37, 9.40
101.60, 303, -51, 60.37, 9.40
101.65, 296, -58, 60.37, 9.40
101.70, 291, -63, 60.37, 9.40
101.75, 290, -65, 60.37, 9.40
101.80, 287, -64, 60.37, 9.40
101.85, 285, -63, 60.37, 9.40
101.90, 280, -62, 60.37, 9.40
101.95, 277, -60, 60.37, 9.40
102.00, 274, -56, 60.37, 9.40
102.05, 271, -50, 60.37, 9.40
102.10, 269, -43, 60.37, 9.40
102.15, 266, -38, 60.37, 9.40
102.20, 269, -38, 60.37, 9.40
102.25, 267, -40, 60.37, 9.40
102.30, 263, -44, 60.37, 9.40
102.35, 258, -48, 60.37, 9.40
102.40, 256, -49, 60.37, 9.40
102.45, 255, -51, 60.37, 9.40
102.50, 255, -53, 60.37, 9.40
102.55, 249, -56, 60.37, 9.40
102.60, 246, -62, 60.37, 9.40
102.65, 245, -67, 60.37, 9.40
102.70, 239, -71, 60.37, 9.40
102.75, 234, -73, 60.37, 9.40
102.80, 234, -74, 60.37, 9.40
102.85, 227, -70, 60.37, 9.40
102.90, 224, -65, 60.37, 9.40
102.95, 221, -60, 60.37, 9.40
103.00, 219, -54, 60.35, 9.40
103.05, 216, -50, 60.37, 9.40
103.10, 216, -47, 60.37, 9.40
103.15, 214, -45, 60.37, 9.40
103.20, 208, -44, 60.37, 9.40
103.25, 206, -43, 60.37, 9.40
103.30, 206, -44, 60.37, 9.40
103.35, 207, -45, 60.37, 9.40
103.40, 204, -48, 60.37, 9.40
103.45, 195, -48, 60.37, 9.40
103.50, 194, -48, 60.37, 9.40
103.55, 195, -46, 60.33, 9.40
103.60, 193, -43, 60.33, 9.40
103.65, 190, -44, 60.37, 9.40
103.70, 188, -45, 60.33, 9.40
103.75, 185, -46, 60.35, 9.40
103.80, 184, -46, 60.35, 9.40
103.85, 177, -47, 60.37, 9.40
103.90, 179, -49, 60.33, 9.40
103.95, 178, -54, 60.33, 9.40
104.00, 176, -60, 60.35, 9.40
104.05, 169, -67, 60.35, 9.40
104.10, 163, -71, 60.37, 9.40
104.15, 161, -73, 60.33, 9.40
104.20, 160, -72, 60.33, 9.40
104.25, 155, -69, 60.35, 9.40
104.30, 150, -64, 60.33, 9.40
104.35, 147, -59, 60.35, 9.40
104.40, 147, -55, 60.33, 9.40
104.45, 141, -53, 60.33, 9.40
104.50, 142, -55, 60.33, 9.40
104.55, 142, -60, 60.33, 9.40
104.60, 134, -66, 60.33, 9.40
104.65, 130, -71, 60.33, 9.40
104.70, 127, -73, 60.33, 9.40
104.75, 122, -69, 60.33, 9.40
104.80, 120, -65, 60.33, 9.40
104.85, 117, -59, 60.33, 9.40
104.90, 115, -54, 60.33, 9.40
104.95, 111, -52, 60.33, 9.40
105.00, 111, -51, 60.33, 9.40
105.05, 106, -52, 60.33, 9.40
105.10, 106, -52, 60.33, 9.40
105.15, 101, -50, 60.33, 9.40
105.20, 99, -45, 60.33, 9.40
105.25, 95, -37, 60.33, 9.40
105.30, 94, -27, 60.33, 9.40
105.35, 96, -13, 60.33, 9.40
105.40, 96, -1, 60.33, 9.40
105.45, 94, 3, 60.33, 9.40
105.50, 93, -0, 60.33, 9.40
105.55, 96, -19, 60.31, 0.00
105.60, 113, -46, 60.15, 0.00
105.65, 93, -69, 60.24, 0.00
105.70, 75, -81, 60.24, 0.00
105.75, 74, -78, 60.26, 0.00
105.80, 75, -58, 60.26, 0.00
105.85, 77, -35, 60.26, 0.00
105.90, 76, -18, 60.30, 0.00
105.95, 76, -6, 60.30, 0.00
106.00, 75, -4, 60.30, 0.00
106.05, 75, -4, 60.30, 0.00
106.10, 74, -3, 60.31, 0.00
106.15, 75, -2, 60.30, 0.00
106.20, 75, -1, 60.30, 0.00
106.25, 75, -1, 60.31, 0.00
106.30, 75, -1, 60.30, 0.00
106.35, 74, -2, 60.30, 0.00
106.40, 75, -2, 60.30, 0.00
106.45, 75, -2, 60.30, 0.00
106.50, 73, 0, 60.26, 0.00
106.55, 74, 1, 60.28, 0.00
106.60, 75, 2, 60.26, 0.00
106.65, 76, 3, 60.26, 0.00
106.70, 74, 2, 60.26, 0.00
106.75, 75, 1, 60.26, 0.00
106.80, 75, 1, 60.26, 0.00
106.85, 75, 1, 60.26, 0.00
106.90, 75, 2, 60.26, 0.00
106.95, 75, 3, 60.26, 0.00
107.00, 75, 5, 60.26, 0.00
107.05, 76, 6, 60.26, 0.00
107.10, 76, 5, 60.26, 0.00
107.15, 77, 4, 60.26, 0.00
107.20, 77, 1, 60.24, 0.00
107.25, 77, -2, 60.24, 0.00
107.30, 76, -3, 60.24, 0.00
107.35, 75, -4, 60.24, 0.00
107.40, 75, -3, 60.24, 0.00
107.45, 76, -1, 60.24, 0.00
107.50, 76, 1, 60.24, 0.00
107.55, 76, 2, 60.24, 0.00
107.60, 75, 2, 60.24, 0.00
107.65, 77, 1, 60.24, 0.00
107.70, 75, 1, 60.24, 0.00
107.75, 77, 1, 60.22, 0.00
107.80, 76, 1, 60.24, 0.00
107.85, 76, 0, 60.24, 0.00
107.90, 76, 0, 60.24, 0.00
107.95, 77, 0, 60.22, 0.00
108.00, 76, 0, 60.24, 0.00
108.05, 76, 0, 60.24, 0.00
108.10, 82, 0, 60.19, 0.00
108.15, 88, 0, 60.13, 0.00
108.20, 94, 0, 60.10, 0.00
108.30, -1, 0, 31.98, 25.50
