PerfectFlite SLCF
Firmware: 1.0
Software: 1.16
Serial Number: 5241
Apogee: PWRLOSS
Ground Elevation: 1946' MSL
NumSamps: 2167
Flight Number: 10
Main Setting: 700' AGL
Apogee Delay: 0 Seconds
Drogue At: 16.85 Seconds
Main At: 93.35 Seconds
Max Drogue Current: 3 Amps
Max Main Current: 1 Amps

Time, Altitude, Velocity, Temperature, Voltage)
47.20, 3147, -57, 60.39, 9.40
47.25, 3148, -59, 60.39, 9.40
47.30, 3144, -62, 60.39, 9.40
47.35, 3138, -64, 60.39, 9.40
47.40, 3135, -66, 60.40, 9.40
47.45, 3133, -64, 60.39, 9.40
47.50, 3130, -61, 60.39, 9.40
47.55, 3126, -56, 60.39, 9.40
47.60, 3122, -51, 60.39, 9.40
47.65, 3122, -47, 60.39, 9.40
47.70, 3121, -45, 60.44, 9.40
47.75, 3117, -45, 60.40, 9.40
47.80, 3116, -49, 60.39, 9.40
47.85, 3114, -55, 60.39, 9.40
47.90, 3110, -60, 60.40, 9.40
47.95, 3106, -61, 60.40, 9.40
48.00, 3102, -58, 60.39, 9.40
48.05, 3098, -51, 60.39, 9.40
48.10, 3097, -41, 60.40, 9.40
48.15, 3097, -34, 60.39, 9.40
48.20, 3097, -31, 60.40, 9.40
48.25, 3094, -33, 60.40, 9.40
48.30, 3093, -40, 60.40, 9.40
48.35, 3092, -49, 60.39, 9.40
48.40, 3086, -56, 60.40, 9.40
48.45, 3084, -61, 60.40, 9.40
48.50, 3080, -63, 60.40, 9.40
48.55, 3076, -60, 60.39, 9.40
48.60, 3072, -57, 60.44, 9.40
48.65, 3073, -55, 60.40, 9.40
48.70, 3071, -54, 60.39, 9.40
48.75, 3067, -55, 60.44, 9.40
48.80, 3061, -58, 60.44, 9.40
48.85, 3061, -59, 60.44, 9.40
48.90, 3058, -59, 60.40, 9.40
48.95, 3055, -56, 60.44, 9.40
49.00, 3050, -54, 60.44, 9.40
49.05, 3049, -50, 60.44, 9.40
49.10, 3047, -47, 60.44, 9.40
49.15, 3045, -45, 60.44, 9.40
49.20, 3043, -43, 60.44, 9.40
49.25, 3040, -44, 60.44, 9.40
49.30, 3039, -45, 60.44, 9.40
49.35, 3036, -48, 60.44, 9.40
49.40, 3034, -50, 60.44, 9.40
49.45, 3032, -51, 60.44, 9.40
49.50, 3027, -51, 60.44, 9.40
49.55, 3024, -50, 60.44, 9.40
49.60, 3024, -49, 60.44, 9.40
49.65, 3021, -50, 60.44, 9.40
49.70, 3021, -55, 60.44, 9.40
49.75, 3016, -60, 60.44, 9.40
49.80, 3011, -64, 60.44, 9.40
49.85, 3009, -65, 60.44, 9.40
49.90, 3004, -63, 60.44, 9.40
49.95, 3001, -59, 60.44, 9.40
50.00, 3001, -55, 60.44, 9.40
50.05, 2997, -53, 60.44, 9.40
50.10, 2995, -52, 60.44, 9.40
50.15, 2992, -53, 60.44, 9.40
50.20, 2990, -53, 60.44, 9.40
50.25, 2986, -53, 60.44, 9.40
50.30, 2983, -53, 60.44, 9.40
50.35, 2983, -52, 60.44, 9.40
50.40, 2979, -51, 60.44, 9.40
50.45, 2976, -49, 60.44, 9.40
50.50, 2972, -49, 60.44, 9.40
50.55, 2973, -49, 60.44, 9.40
50.60, 2970, -51, 60.40, 9.40
50.65, 2968, -54, 60.44, 9.40
50.70, 2964, -56, 60.44, 9.40
50.75, 2958, -59, 60.44, 9.40
50.80, 2960, -60, 60.44, 9.40
50.85, 2953, -59, 60.44, 9.40
50.90, 2953, -55, 60.44, 9.40
50.95, 2948, -52, 60.44, 9.40
51.00, 2945, -49, 60.44, 9.40
51.05, 2945, -49, 60.44, 9.40
51.10, 2944, -53, 60.44, 9.40
51.15, 2943, -59, 60.44, 9.40
51.20, 2933, -69, 60.44, 9.40
51.25, 2934, -76, 60.44, 9.40
51.30, 2927, -79, 60.44, 9.40
51.35, 2924, -76, 60.44, 9.40
51.40, 2918, -67, 60.44, 9.40
51.45, 2914, -54, 60.44, 9.40
51.50, 2914, -41, 60.46, 9.40
51.55, 2914, -34, 60.44, 9.40
51.60, 2915, -32, 60.44, 9.40
51.65, 2913, -38, 60.44, 9.40
51.70, 2909, -49, 60.46, 9.40
51.75, 2907, -60, 60.44, 9.40
51.80, 2901, -68, 60.46, 9.40
51.85, 2898, -69, 60.44, 9.40
51.90, 2895, -65, 60.44, 9.40
51.95, 2888, -56, 60.44, 9.40
52.00, 2888, -47, 60.44, 9.40
52.05, 2888, -41, 60.44, 9.40
52.10, 2889, -40, 60.46, 9.40
52.15, 2886, -45, 60.46, 9.40
52.20, 2880, -51, 60.44, 9.40
52.25, 2876, -58, 60.46, 9.40
52.30, 2879, -64, 60.46, 9.40
52.35, 2872, -67, 60.44, 9.40
52.40, 2867, -67, 60.48, 9.40
52.45, 2863, -66, 60.46, 9.40
52.50, 2862, -64, 60.44, 9.40
52.55, 2859, -61, 60.46, 9.40
52.60, 2855, -59, 60.46, 9.40
52.65, 2854, -56, 60.46, 9.40
52.70, 2849, -52, 60.48, 9.40
52.75, 2847, -46, 60.48, 9.40
52.80, 2844, -41, 60.46, 9.40
52.85, 2844, -37, 60.48, 9.40
52.90, 2843, -38, 60.48, 9.40
52.95, 2843, -43, 60.48, 9.40
53.00, 2840, -49, 60.48, 9.40
53.05, 2834, -55, 60.46, 9.40
53.10, 2831, -57, 60.48, 9.40
53.15, 2828, -54, 60.48, 9.40
53.20, 2826, -49, 60.46, 9.40
53.25, 2825, -44, 60.46, 9.40
53.30, 2822, -41, 60.46, 9.40
53.35, 2821, -43, 60.46, 9.40
53.40, 2821, -49, 60.46, 9.40
53.45, 2817, -54, 60.46, 9.40
53.50, 2811, -58, 60.48, 9.40
53.55, 2808, -59, 60.46, 9.40
53.60, 2806, -57, 60.48, 9.40
53.65, 2805, -55, 60.46, 9.40
53.70, 2802, -54, 60.44, 9.40
53.75, 2798, -54, 60.48, 9.40
53.80, 2796, -55, 60.46, 9.40
53.85, 2794, -56, 60.46, 9.40
53.90, 2790, -54, 60.46, 9.40
53.95, 2784, -51, 60.48, 9.40
54.00, 2787, -48, 60.48, 9.40
54.05, 2783, -45, 60.46, 9.40
54.10, 2781, -45, 60.46, 9.40
54.15, 2778, -47, 60.46, 9.40
54.20, 2778, -50, 60.46, 9.40
54.25, 2774, -51, 60.44, 9.40
54.30, 2769, -52, 60.48, 9.40
54.35, 2768, -50, 60.46, 9.40
54.40, 2766, -46, 60.46, 9.40
54.45, 2762, -43, 60.48, 9.40
54.50, 2763, -41, 60.48, 9.40
54.55, 2760, -41, 60.46, 9.40
54.60, 2758, -43, 60.44, 9.40
54.65, 2756, -48, 60.46, 9.40
54.70, 2754, -54, 60.48, 9.40
54.75, 2751, -58, 60.48, 9.40
54.80, 2744, -59, 60.48, 9.40
54.85, 2744, -59, 60.48, 9.40
54.90, 2740, -58, 60.48, 9.40
54.95, 2738, -58, 60.48, 9.40
55.00, 2737, -61, 60.48, 9.40
55.05, 2733, -64, 60.48, 9.40
55.10, 2729, -66, 60.48, 9.40
55.15, 2723, -64, 60.48, 9.40
55.20, 2720, -57, 60.48, 9.40
55.25, 2718, -48, 60.49, 9.40
55.30, 2718, -40, 60.48, 9.40
55.35, 2717, -36, 60.48, 9.40
55.40, 2716, -36, 60.48, 9.40
55.45, 2713, -41, 60.48, 9.40
55.50, 2711, -47, 60.48, 9.40
55.55, 2708, -52, 60.48, 9.40
55.60, 2703, -55, 60.48, 9.40
55.65, 2703, -58, 60.48, 9.40
55.70, 2700, -59, 60.48, 9.40
55.75, 2695, -59, 60.48, 9.40
55.80, 2692, -61, 60.48, 9.40
55.85, 2692, -61, 60.48, 9.40
55.90, 2686, -59, 60.48, 9.40
55.95, 2683, -56, 60.49, 9.40
56.00, 2680, -52, 60.48, 9.40
56.05, 2678, -48, 60.48, 9.40
56.10, 2679, -45, 60.48, 9.40
56.15, 2675, -45, 60.46, 9.40
56.20, 2673, -46, 60.48, 9.40
56.25, 2668, -48, 60.48, 9.40
56.30, 2668, -50, 60.48, 9.40
56.35, 2666, -54, 60.48, 9.40
56.40, 2663, -59, 60.48, 9.40
56.45, 2660, -63, 60.48, 9.40
56.50, 2656, -63, 60.48, 9.40
56.55, 2649, -59, 60.48, 9.40
56.60, 2647, -51, 60.48, 9.40
56.65, 2648, -43, 60.46, 9.40
56.70, 2647, -37, 60.46, 9.40
56.75, 2645, -36, 60.48, 9.40
56.80, 2643, -42, 60.48, 9.40
56.85, 2642, -50, 60.48, 9.40
56.90, 2638, -59, 60.48, 9.40
56.95, 2633, -66, 60.48, 9.40
57.00, 2631, -69, 60.48, 9.40
57.05, 2624, -69, 60.48, 9.40
57.10, 2622, -68, 60.48, 9.40
57.15, 2622, -65, 60.46, 9.40
57.20, 2617, -63, 60.46, 9.40
57.25, 2613, -60, 60.48, 9.40
57.30, 2608, -57, 60.48, 9.40
57.35, 2609, -53, 60.48, 9.40
57.40, 2607, -49, 60.48, 9.40
57.45, 2601, -46, 60.48, 9.40
57.50, 2602, -46, 60.48, 9.40
57.55, 2600, -49, 60.48, 9.40
57.60, 2597, -54, 60.48, 9.40
57.65, 2594, -63, 60.48, 9.40
57.70, 2592, -69, 60.48, 9.40
57.75, 2585, -71, 60.48, 9.40
57.80, 2580, -71, 60.48, 9.40
57.85, 2577, -67, 60.49, 9.40
57.90, 2576, -62, 60.51, 9.40
57.95, 2575, -57, 60.48, 9.40
58.00, 2570, -53, 60.48, 9.40
58.05, 2565, -50, 60.51, 9.40
58.10, 2566, -50, 60.49, 9.40
58.15, 2564, -51, 60.49, 9.40
58.20, 2562, -55, 60.49, 9.40
58.25, 2558, -58, 60.48, 9.40
58.30, 2553, -59, 60.49, 9.40
58.35, 2551, -57, 60.48, 9.40
58.40, 2546, -53, 60.49, 9.40
58.45, 2546, -47, 60.49, 9.40
58.50, 2545, -44, 60.51, 9.40
58.55, 2544, -43, 60.49, 9.40
58.60, 2540, -43, 60.49, 9.40
58.65, 2535, -44, 60.49, 9.40
58.70, 2537, -44, 60.51, 9.40
58.75, 2532, -43, 60.49, 9.40
58.80, 2533, -45, 60.48, 9.40
58.85, 2529, -47, 60.48, 9.40
58.90, 2526, -50, 60.49, 9.40
58.95, 2526, -54, 60.48, 9.40
59.00, 2520, -55, 60.49, 9.40
59.05, 2515, -56, 60.48, 9.40
59.10, 2517, -58, 60.48, 9.40
59.15, 2514, -58, 60.49, 9.40
59.20, 2508, -60, 60.48, 9.40
59.25, 2507, -61, 60.48, 9.40
59.30, 2502, -60, 60.48, 9.40
59.35, 2499, -58, 60.49, 9.40
59.40, 2497, -55, 60.48, 9.40
59.45, 2495, -51, 60.48, 9.40
59.50, 2493, -49, 60.48, 9.40
59.55, 2489, -49, 60.48, 9.40
59.60, 2488, -49, 60.48, 9.40
59.65, 2485, -49, 60.49, 9.40
59.70, 2484, -48, 60.48, 9.40
59.75, 2479, -44, 60.48, 9.40
59.80, 2476, -38, 60.48, 9.40
59.85, 2476, -34, 60.48, 9.40
59.90, 2477, -32, 60.48, 9.40
59.95, 2474, -33, 60.48, 9.40
60.00, 2474, -39, 60.48, 9.40
60.05, 2471, -46, 60.46, 9.40
60.10, 2466, -50, 60.48, 9.40
60.15, 2463, -54, 60.48, 9.40
60.20, 2461, -54, 60.48, 9.40
60.25, 2459, -53, 60.48, 9.40
60.30, 2458, -55, 60.48, 9.40
60.35, 2454, -58, 60.48, 9.40
60.40, 2449, -62, 60.48, 9.40
60.45, 2448, -65, 60.48, 9.40
60.50, 2444, -66, 60.48, 9.40
60.55, 2438, -64, 60.48, 9.40
60.60, 2437, -61, 60.48, 9.40
60.65, 2435, -57, 60.48, 9.40
60.70, 2431, -53, 60.48, 9.40
60.75, 2428, -50, 60.48, 9.40
60.80, 2428, -46, 60.48, 9.40
60.85, 2424, -44, 60.48, 9.40
60.90, 2422, -43, 60.48, 9.40
60.95, 2421, -44, 60.48, 9.40
61.00, 2419, -48, 60.48, 9.40
61.05, 2418, -53, 60.48, 9.40
61.10, 2412, -58, 60.48, 9.40
61.15, 2409, -62, 60.48, 9.40
61.20, 2407, -63, 60.46, 9.40
61.25, 2401, -61, 60.48, 9.40
61.30, 2400, -59, 60.48, 9.40
61.35, 2398, -57, 60.48, 9.40
61.40, 2395, -56, 60.48, 9.40
61.45, 2392, -57, 60.48, 9.40
61.50, 2388, -56, 60.48, 9.40
61.55, 2386, -54, 60.46, 9.40
61.60, 2383, -50, 60.48, 9.40
61.65, 2380, -46, 60.48, 9.40
61.70, 2379, -43, 60.48, 9.40
61.75, 2377, -43, 60.48, 9.40
61.80, 2378, -47, 60.48, 9.40
61.85, 2373, -55, 60.48, 9.40
61.90, 2370, -62, 60.48, 9.40
61.95, 2365, -66, 60.48, 9.40
62.00, 2362, -65, 60.48, 9.40
62.05, 2357, -58, 60.49, 9.40
62.10, 2354, -49, 60.48, 9.40
62.15, 2356, -40, 60.48, 9.40
62.20, 2353, -35, 60.48, 9.40
62.25, 2352, -34, 60.49, 9.40
62.30, 2351, -38, 60.48, 9.40
62.35, 2349, -43, 60.48, 9.40
62.40, 2346, -48, 60.48, 9.40
62.45, 2341, -51, 60.48, 9.40
62.50, 2340, -51, 60.48, 9.40
62.55, 2337, -50, 60.48, 9.40
62.60, 2335, -49, 60.48, 9.40
62.65, 2333, -50, 60.48, 9.40
62.70, 2332, -52, 60.48, 9.40
62.75, 2327, -55, 60.48, 9.40
62.80, 2323, -57, 60.48, 9.40
62.85, 2322, -59, 60.48, 9.40
62.90, 2319, -60, 60.49, 9.40
62.95, 2316, -60, 60.48, 9.40
63.00, 2312, -58, 60.49, 9.40
63.05, 2308, -55, 60.48, 9.40
63.10, 2306, -51, 60.49, 9.40
63.15, 2306, -48, 60.48, 9.40
63.20, 2302, -47, 60.49, 9.40
63.25, 2301, -49, 60.49, 9.40
63.30, 2298, -53, 60.48, 9.40
63.35, 2297, -58, 60.48, 9.40
63.40, 2290, -62, 60.48, 9.40
63.45, 2287, -65, 60.48, 9.40
63.50, 2287, -67, 60.48, 9.40
63.55, 2281, -65, 60.48, 9.40
63.60, 2277, -64, 60.48, 9.40
63.65, 2276, -58, 60.48, 9.40
63.70, 2270, -50, 60.48, 9.40
63.75, 2270, -43, 60.48, 9.40
63.80, 2268, -36, 60.48, 9.40
63.85, 2267, -33, 60.48, 9.40
63.90, 2268, -36, 60.48, 9.40
63.95, 2265, -43, 60.46, 9.40
64.00, 2263, -50, 60.44, 9.40
64.05, 2258, -57, 60.46, 9.40
64.10, 2254, -59, 60.46, 9.40
64.15, 2250, -58, 60.44, 9.40
64.20, 2249, -55, 60.44, 9.40
64.25, 2248, -53, 60.44, 9.40
64.30, 2245, -53, 60.44, 9.40
64.35, 2241, -56, 60.44, 9.40
64.40, 2241, -61, 60.40, 9.40
64.45, 2235, -63, 60.44, 9.40
64.50, 2229, -63, 60.44, 9.40
64.55, 2230, -60, 60.44, 9.40
64.60, 2226, -54, 60.44, 9.40
64.65, 2223, -47, 60.44, 9.40
64.70, 2220, -40, 60.44, 9.40
64.75, 2219, -35, 60.44, 9.40
64.80, 2220, -33, 60.44, 9.40
64.85, 2219, -35, 60.44, 9.40
64.90, 2215, -40, 60.44, 9.40
64.95, 2214, -48, 60.44, 9.40
65.00, 2210, -55, 60.44, 9.40
65.05, 2208, -62, 60.44, 9.40
65.10, 2203, -66, 60.44, 9.40
65.15, 2199, -69, 60.44, 9.40
65.20, 2198, -69, 60.44, 9.40
65.25, 2192, -68, 60.44, 9.40
65.30, 2189, -67, 60.44, 9.40
65.35, 2186, -66, 60.44, 9.40
65.40, 2184, -65, 60.44, 9.40
65.45, 2181, -65, 60.44, 9.40
65.50, 2175, -67, 60.44, 9.40
65.55, 2174, -69, 60.44, 9.40
65.60, 2170, -70, 60.44, 9.40
65.65, 2166, -69, 60.44, 9.40
65.70, 2163, -64, 60.44, 9.40
65.75, 2157, -57, 60.44, 9.40
65.80, 2154, -50, 60.44, 9.40
65.85, 2157, -45, 60.44, 9.40
65.90, 2156, -44, 60.44, 9.40
65.95, 2153, -44, 60.44, 9.40
66.00, 2146, -44, 60.44, 9.40
66.05, 2144, -41, 60.44, 9.40
66.10, 2144, -37, 60.44, 9.40
66.15, 2143, -33, 60.44, 9.40
66.20, 2143, -33, 60.44, 9.40
66.25, 2143, -38, 60.46, 9.40
66.30, 2138, -47, 60.44, 9.40
66.35, 2134, -57, 60.44, 9.40
66.40, 2131, -66, 60.44, 9.40
66.45, 2131, -72, 60.46, 9.40
66.50, 2124, -73, 60.46, 9.40
66.55, 2117, -70, 60.44, 9.40
66.60, 2114, -63, 60.44, 9.40
66.65, 2114, -55, 60.46, 9.40
66.70, 2113, -47, 60.44, 9.40
66.75, 2111, -42, 60.46, 9.40
66.80, 2106, -39, 60.46, 9.40
66.85, 2105, -38, 60.46, 9.40
66.90, 2105, -39, 60.46, 9.40
66.95, 2105, -41, 60.44, 9.40
67.00, 2099, -45, 60.48, 9.40
67.05, 2097, -51, 60.46, 9.40
67.10, 2096, -57, 60.48, 9.40
67.15, 2094, -63, 60.48, 9.40
67.20, 2087, -66, 60.48, 9.40
67.25, 2083, -66, 60.48, 9.40
67.30, 2080, -63, 60.48, 9.40
67.35, 2080, -58, 60.48, 9.40
67.40, 2076, -52, 60.46, 9.40
67.45, 2071, -46, 60.46, 9.40
67.50, 2071, -42, 60.48, 9.40
67.55, 2072, -40, 60.46, 9.40
67.60, 2067, -40, 60.48, 9.40
67.65, 2067, -43, 60.48, 9.40
67.70, 2063, -46, 60.48, 9.40
67.75, 2062, -49, 60.48, 9.40
67.80, 2057, -53, 60.48, 9.40
67.85, 2057, -56, 60.48, 9.40
67.90, 2053, -59, 60.46, 9.40
67.95, 2049, -63, 60.48, 9.40
68.00, 2047, -68, 60.48, 9.40
68.05, 2043, -69, 60.44, 9.40
68.10, 2038, -67, 60.46, 9.40
68.15, 2035, -62, 60.46, 9.40
68.20, 2031, -53, 60.48, 9.40
68.25, 2029, -44, 60.48, 9.40
68.30, 2030, -37, 60.48, 9.40
68.35, 2028, -33, 60.48, 9.40
68.40, 2028, -34, 60.46, 9.40
68.45, 2024, -39, 60.48, 9.40
68.50, 2022, -45, 60.48, 9.40
68.55, 2020, -51, 60.48, 9.40
68.60, 2017, -56, 60.48, 9.40
68.65, 2015, -61, 60.48, 9.40
68.70, 2010, -64, 60.48, 9.40
68.75, 2006, -64, 60.48, 9.40
68.80, 2003, -63, 60.48, 9.40
68.85, 2000, -61, 60.48, 9.40
68.90, 1999, -59, 60.48, 9.40
68.95, 1995, -59, 60.48, 9.40
69.00, 1993, -59, 60.44, 9.40
69.05, 1988, -58, 60.48, 9.40
69.10, 1985, -56, 60.48, 9.40
69.15, 1983, -53, 60.48, 9.40
69.20, 1981, -49, 60.48, 9.40
69.25, 1978, -46, 60.48, 9.40
69.30, 1978, -45, 60.48, 9.40
69.35, 1975, -45, 60.48, 9.40
69.40, 1972, -46, 60.48, 9.40
69.45, 1968, -49, 60.48, 9.40
69.50, 1968, -52, 60.48, 9.40
69.55, 1967, -57, 60.48, 9.40
69.60, 1963, -63, 60.48, 9.40
69.65, 1956, -66, 60.48, 9.40
69.70, 1952, -68, 60.48, 9.40
69.75, 1953, -68, 60.48, 9.40
69.80, 1948, -65, 60.46, 9.40
69.85, 1942, -61, 60.48, 9.40
69.90, 1942, -58, 60.48, 9.40
69.95, 1940, -55, 60.48, 9.40
70.00, 1935, -53, 60.48, 9.40
70.05, 1933, -52, 60.48, 9.40
70.10, 1933, -49, 60.48, 9.40
70.15, 1928, -46, 60.46, 9.40
70.20, 1925, -41, 60.48, 9.40
70.25, 1924, -37, 60.48, 9.40
70.30, 1924, -33, 60.46, 9.40
70.35, 1922, -33, 60.48, 9.40
70.40, 1921, -38, 60.48, 9.40
70.45, 1921, -45, 60.48, 9.40
70.50, 1915, -53, 60.48, 9.40
70.55, 1911, -60, 60.48, 9.40
70.60, 1910, -65, 60.48, 9.40
70.65, 1906, -69, 60.49, 9.40
70.70, 1902, -71, 60.48, 9.40
70.75, 1897, -71, 60.48, 9.40
70.80, 1895, -70, 60.48, 9.40
70.85, 1892, -66, 60.48, 9.40
70.90, 1887, -59, 60.48, 9.40
70.95, 1882, -51, 60.48, 9.40
71.00, 1883, -44, 60.48, 9.40
71.05, 1883, -39, 60.48, 9.40
71.10, 1881, -41, 60.48, 9.40
71.15, 1879, -47, 60.48, 9.40
71.20, 1876, -56, 60.48, 9.40
71.25, 1871, -66, 60.48, 9.40
71.30, 1870, -72, 60.48, 9.40
71.35, 1862, -74, 60.48, 9.40
71.40, 1860, -70, 60.48, 9.40
71.45, 1854, -64, 60.48, 9.40
71.50, 1854, -58, 60.48, 9.40
71.55, 1853, -53, 60.48, 9.40
71.60, 1849, -51, 60.48, 9.40
71.65, 1847, -52, 60.48, 9.40
71.70, 1844, -55, 60.48, 9.40
71.75, 1841, -57, 60.48, 9.40
71.80, 1838, -57, 60.48, 9.40
71.85, 1834, -57, 60.48, 9.40
71.90, 1834, -56, 60.48, 9.40
71.95, 1828, -55, 60.48, 9.40
72.00, 1827, -55, 60.48, 9.40
72.05, 1825, -55, 60.48, 9.40
72.10, 1821, -56, 60.48, 9.40
72.15, 1820, -58, 60.48, 9.40
72.20, 1814, -60, 60.49, 9.40
72.25, 1813, -62, 60.48, 9.40
72.30, 1809, -63, 60.46, 9.40
72.35, 1806, -62, 60.49, 9.40
72.40, 1803, -60, 60.48, 9.40
72.45, 1799, -57, 60.49, 9.40
72.50, 1796, -54, 60.48, 9.40
72.55, 1795, -53, 60.48, 9.40
72.60, 1795, -53, 60.48, 9.40
72.65, 1788, -56, 60.48, 9.40
72.70, 1788, -60, 60.48, 9.40
72.75, 1783, -64, 60.48, 9.40
72.80, 1779, -67, 60.48, 9.40
72.85, 1778, -69, 60.48, 9.40
72.90, 1773, -68, 60.48, 9.40
72.95, 1769, -66, 60.48, 9.40
73.00, 1764, -63, 60.48, 9.40
73.05, 1763, -58, 60.48, 9.40
73.10, 1762, -55, 60.48, 9.40
73.15, 1759, -53, 60.48, 9.40
73.20, 1754, -52, 60.48, 9.40
73.25, 1753, -52, 60.48, 9.40
73.30, 1751, -51, 60.46, 9.40
73.35, 1747, -50, 60.46, 9.40
73.40, 1745, -51, 60.48, 9.40
73.45, 1744, -53, 60.46, 9.40
73.50, 1741, -55, 60.46, 9.40
73.55, 1738, -58, 60.48, 9.40
73.60, 1733, -60, 60.48, 9.40
73.65, 1730, -59, 60.48, 9.40
73.70, 1728, -56, 60.48, 9.40
73.75, 1726, -53, 60.46, 9.40
73.80, 1722, -49, 60.46, 9.40
73.85, 1721, -48, 60.48, 9.40
73.90, 1719, -49, 60.44, 9.40
73.95, 1716, -52, 60.46, 9.40
74.00, 1715, -57, 60.48, 9.40
74.05, 1710, -61, 60.48, 9.40
74.10, 1706, -64, 60.48, 9.40
74.15, 1703, -66, 60.48, 9.40
74.20, 1701, -66, 60.46, 9.40
74.25, 1696, -64, 60.48, 9.40
74.30, 1694, -62, 60.48, 9.40
74.35, 1690, -59, 60.48, 9.40
74.40, 1687, -57, 60.48, 9.40
74.45, 1685, -57, 60.48, 9.40
74.50, 1684, -58, 60.48, 9.40
74.55, 1680, -59, 60.48, 9.40
74.60, 1677, -61, 60.48, 9.40
74.65, 1671, -59, 60.48, 9.40
74.70, 1669, -56, 60.48, 9.40
74.75, 1667, -52, 60.48, 9.40
74.80, 1667, -50, 60.48, 9.40
74.85, 1664, -51, 60.48, 9.40
74.90, 1660, -53, 60.49, 9.40
74.95, 1657, -57, 60.48, 9.40
75.00, 1656, -58, 60.48, 9.40
75.05, 1651, -55, 60.48, 9.40
75.10, 1646, -50, 60.48, 9.40
75.15, 1645, -46, 60.49, 9.40
75.20, 1647, -45, 60.48, 9.40
75.25, 1645, -47, 60.49, 9.40
75.30, 1641, -51, 60.49, 9.40
75.35, 1636, -54, 60.49, 9.40
75.40, 1631, -57, 60.48, 9.40
75.45, 1633, -59, 60.51, 9.40
75.50, 1631, -61, 60.51, 9.40
75.55, 1625, -66, 60.51, 9.40
75.60, 1623, -70, 60.51, 9.40
75.65, 1615, -72, 60.51, 9.40
75.70, 1615, -71, 60.51, 9.40
75.75, 1611, -65, 60.48, 9.40
75.80, 1604, -57, 60.51, 9.40
75.85, 1606, -50, 60.49, 9.40
75.90, 1604, -46, 60.48, 9.40
75.95, 1602, -46, 60.49, 9.40
76.00, 1599, -48, 60.49, 9.40
76.05, 1596, -50, 60.51, 9.40
76.10, 1596, -52, 60.48, 9.40
76.15, 1588, -51, 60.51, 9.40
76.20, 1587, -50, 60.51, 9.40
76.25, 1588, -48, 60.51, 9.40
76.30, 1584, -45, 60.51, 9.40
76.35, 1581, -44, 60.49, 9.40
76.40, 1579, -44, 60.49, 9.40
76.45, 1577, -43, 60.49, 9.40
76.50, 1576, -46, 60.49, 9.40
76.55, 1575, -48, 60.48, 9.40
76.60, 1569, -48, 60.48, 9.40
76.65, 1567, -48, 60.49, 9.40
76.70, 1565, -44, 60.48, 9.40
76.75, 1561, -41, 60.51, 9.40
76.80, 1563, -40, 60.48, 9.40
76.85, 1562, -42, 60.48, 9.40
76.90, 1558, -46, 60.48, 9.40
76.95, 1556, -52, 60.48, 9.40
77.00, 1549, -57, 60.49, 9.40
77.05, 1550, -60, 60.49, 9.40
77.10, 1547, -63, 60.48, 9.40
77.15, 1544, -63, 60.48, 9.40
77.20, 1537, -62, 60.49, 9.40
77.25, 1535, -60, 60.48, 9.40
77.30, 1534, -56, 60.48, 9.40
77.35, 1530, -52, 60.49, 9.40
77.40, 1529, -51, 60.49, 9.40
77.45, 1527, -53, 60.48, 9.40
77.50, 1524, -56, 60.48, 9.40
77.55, 1521, -61, 60.48, 9.40
77.60, 1517, -64, 60.48, 9.40
77.65, 1512, -64, 60.48, 9.40
77.70, 1510, -61, 60.48, 9.40
77.75, 1508, -57, 60.48, 9.40
77.80, 1504, -53, 60.48, 9.40
77.85, 1502, -51, 60.48, 9.40
77.90, 1501, -50, 60.48, 9.40
77.95, 1499, -51, 60.48, 9.40
78.00, 1494, -52, 60.48, 9.40
78.05, 1491, -53, 60.48, 9.40
78.10, 1490, -55, 60.48, 9.40
78.15, 1488, -58, 60.48, 9.40
78.20, 1484, -61, 60.48, 9.40
78.25, 1481, -65, 60.48, 9.40
78.30, 1478, -66, 60.49, 9.40
78.35, 1471, -64, 60.49, 9.40
78.40, 1470, -61, 60.48, 9.40
78.45, 1466, -57, 60.51, 9.40
78.50, 1468, -55, 60.49, 9.40
78.55, 1464, -53, 60.48, 9.40
78.60, 1459, -49, 60.49, 9.40
78.65, 1454, -45, 60.51, 9.40
78.70, 1455, -38, 60.49, 9.40
78.75, 1454, -33, 60.51, 9.40
78.80, 1455, -31, 60.48, 9.40
78.85, 1451, -35, 60.51, 9.40
78.90, 1451, -46, 60.51, 9.40
78.95, 1448, -58, 60.51, 9.40
79.00, 1444, -69, 60.51, 9.40
79.05, 1439, -76, 60.51, 9.40
79.10, 1433, -78, 60.51, 9.40
79.15, 1428, -76, 60.51, 9.40
79.20, 1428, -72, 60.51, 9.40
79.25, 1425, -67, 60.51, 9.40
79.30, 1420, -62, 60.51, 9.40
79.35, 1417, -59, 60.51, 9.40
79.40, 1415, -55, 60.51, 9.40
79.45, 1411, -51, 60.49, 9.40
79.50, 1410, -49, 60.51, 9.40
79.55, 1411, -47, 60.51, 9.40
79.60, 1403, -44, 60.51, 9.40
79.65, 1402, -41, 60.49, 9.40
79.70, 1402, -39, 60.51, 9.40
79.75, 1399, -39, 60.51, 9.40
79.80, 1399, -43, 60.51, 9.40
79.85, 1398, -49, 60.49, 9.40
79.90, 1394, -53, 60.51, 9.40
79.95, 1387, -54, 60.49, 9.40
80.00, 1383, -51, 60.49, 9.40
