PerfectFlite SLCF
Firmware: 1.0
Software: 1.16
Serial Number: 5241
Apogee: 1794' AGL
Ground Elevation: -113' MSL
NumSamps: 1800
Flight Number: 9
Main Setting: 700' AGL
Apogee Delay: 0 Seconds
Drogue At: 10.85 Seconds
Main At: 34.25 Seconds
Max Drogue Current: 5 Amps
Max Main Current: 2 Amps

Time, Altitude, Velocity, Temperature (F), Voltage
52.65, 435, -14, 66.25, 8.70
52.70, 434, -14, 66.25, 8.70
52.75, 433, -14, 66.25, 8.70
52.80, 432, -14, 66.25, 8.70
52.85, 432, -14, 66.25, 8.70
52.90, 430, -14, 66.27, 8.70
52.95, 430, -14, 66.27, 8.70
53.00, 429, -14, 66.25, 8.70
53.05, 429, -14, 66.25, 8.70
53.10, 428, -14, 66.25, 8.70
53.15, 427, -14, 66.25, 8.70
53.20, 426, -14, 66.25, 8.70
53.25, 427, -14, 66.25, 8.70
53.30, 426, -14, 66.25, 8.70
53.35, 425, -14, 66.25, 8.70
53.40, 424, -14, 66.25, 8.70
53.45, 424, -14, 66.25, 8.70
53.50, 424, -14, 66.25, 8.70
53.55, 421, -14, 66.25, 8.70
53.60, 421, -14, 66.25, 8.70
53.65, 421, -14, 66.25, 8.70
53.70, 420, -14, 66.25, 8.70
53.75, 420, -14, 66.25, 8.70
53.80, 418, -14, 66.25, 8.70
53.85, 418, -13, 66.25, 8.70
53.90, 417, -13, 66.25, 8.70
53.95, 416, -13, 66.25, 8.70
54.00, 417, -13, 66.25, 8.70
54.05, 414, -13, 66.25, 8.70
54.10, 414, -13, 66.25, 8.70
54.15, 414, -13, 66.25, 8.70
54.20, 414, -13, 66.25, 8.70
54.25, 412, -13, 66.25, 8.70
54.30, 412, -14, 66.25, 8.70
54.35, 411, -14, 66.25, 8.70
54.40, 411, -14, 66.25, 8.70
54.45, 409, -13, 66.25, 8.70
54.50, 409, -13, 66.25, 8.70
54.55, 408, -13, 66.25, 8.70
54.60, 408, -13, 66.25, 8.70
54.65, 407, -13, 66.25, 8.70
54.70, 407, -13, 66.25, 8.70
54.75, 405, -13, 66.25, 8.70
54.80, 405, -13, 66.25, 8.70
54.85, 405, -13, 66.25, 8.70
54.90, 404, -13, 66.25, 8.70
54.95, 403, -13, 66.25, 8.70
55.00, 403, -13, 66.25, 8.70
55.05, 402, -13, 66.25, 8.70
55.10, 401, -13, 66.25, 8.70
55.15, 401, -13, 66.25, 8.70
55.20, 400, -14, 66.25, 8.70
55.25, 399, -14, 66.25, 8.70
55.30, 399, -14, 66.25, 8.70
55.35, 397, -13, 66.25, 8.70
55.40, 398, -13, 66.25, 8.70
55.45, 397, -13, 66.25, 8.70
55.50, 397, -13, 66.25, 8.70
55.55, 396, -13, 66.25, 8.70
55.60, 394, -13, 66.25, 8.70
55.65, 394, -13, 66.25, 8.70
55.70, 393, -13, 66.25, 8.70
55.75, 393, -13, 66.25, 8.70
55.80, 391, -13, 66.25, 8.70
55.85, 390, -13, 66.25, 8.70
55.90, 392, -13, 66.24, 8.70
55.95, 390, -13, 66.25, 8.70
56.00, 388, -13, 66.25, 8.70
56.05, 389, -13, 66.25, 8.70
56.10, 388, -13, 66.25, 8.70
56.15, 386, -13, 66.25, 8.70
56.20, 387, -13, 66.25, 8.70
56.25, 385, -13, 66.25, 8.70
56.30, 384, -14, 66.25, 8.70
56.35, 385, -14, 66.25, 8.70
56.40, 384, -14, 66.25, 8.70
56.45, 383, -14, 66.24, 8.70
56.50, 382, -14, 66.25, 8.70
56.55, 382, -14, 66.25, 8.70
56.60, 381, -14, 66.25, 8.70
56.65, 381, -14, 66.24, 8.70
56.70, 380, -14, 66.25, 8.70
56.75, 379, -14, 66.25, 8.70
56.80, 379, -14, 66.24, 8.70
56.85, 377, -14, 66.25, 8.70
56.90, 377, -14, 66.25, 8.70
56.95, 377, -14, 66.25, 8.70
57.00, 377, -14, 66.25, 8.70
57.05, 375, -14, 66.25, 8.70
57.10, 375, -14, 66.24, 8.70
57.15, 374, -14, 66.24, 8.70
57.20, 373, -14, 66.22, 8.70
57.25, 372, -14, 66.25, 8.70
57.30, 371, -14, 66.24, 8.70
57.35, 370, -14, 66.25, 8.70
57.40, 370, -14, 66.24, 8.70
57.45, 370, -14, 66.24, 8.70
57.50, 370, -15, 66.22, 8.70
57.55, 367, -15, 66.25, 8.70
57.60, 367, -15, 66.24, 8.70
57.65, 366, -15, 66.25, 8.70
57.70, 366, -15, 66.22, 8.70
57.75, 365, -15, 66.24, 8.70
57.80, 365, -15, 66.25, 8.70
57.85, 363, -15, 66.25, 8.70
57.90, 363, -15, 66.22, 8.70
57.95, 361, -15, 66.24, 8.70
58.00, 359, -15, 66.25, 8.70
58.05, 360, -15, 66.24, 8.70
58.10, 358, -15, 66.25, 8.70
58.15, 359, -15, 66.22, 8.70
58.20, 358, -14, 66.24, 8.70
58.25, 357, -14, 66.24, 8.70
58.30, 357, -14, 66.22, 8.70
58.35, 356, -14, 66.22, 8.70
58.40, 354, -14, 66.25, 8.70
58.45, 355, -15, 66.24, 8.70
58.50, 353, -15, 66.24, 8.70
58.55, 352, -15, 66.22, 8.70
58.60, 352, -15, 66.22, 8.70
58.65, 352, -15, 66.22, 8.70
58.70, 351, -15, 66.24, 8.70
58.75, 350, -14, 66.24, 8.70
58.80, 349, -14, 66.24, 8.70
58.85, 348, -14, 66.25, 8.70
58.90, 347, -14, 66.24, 8.70
58.95, 346, -14, 66.24, 8.70
59.00, 348, -14, 66.22, 8.70
59.05, 346, -14, 66.22, 8.70
59.10, 345, -14, 66.22, 8.70
59.15, 344, -14, 66.24, 8.70
59.20, 345, -14, 66.22, 8.70
59.25, 344, -14, 66.22, 8.70
59.30, 342, -14, 66.24, 8.70
59.35, 342, -14, 66.24, 8.70
59.40, 341, -14, 66.22, 8.70
59.45, 340, -14, 66.24, 8.70
59.50, 339, -14, 66.22, 8.70
59.55, 339, -14, 66.22, 8.70
59.60, 338, -14, 66.22, 8.70
59.65, 337, -14, 66.22, 8.70
59.70, 337, -14, 66.22, 8.70
59.75, 336, -14, 66.22, 8.70
59.80, 336, -14, 66.22, 8.70
59.85, 335, -14, 66.22, 8.70
59.90, 334, -14, 66.24, 8.70
59.95, 332, -14, 66.24, 8.70
60.00, 332, -14, 66.22, 8.70
60.05, 331, -14, 66.22, 8.70
60.10, 331, -14, 66.22, 8.70
60.15, 332, -14, 66.22, 8.70
60.20, 329, -14, 66.24, 8.70
60.25, 328, -14, 66.22, 8.70
60.30, 328, -14, 66.22, 8.70
60.35, 328, -14, 66.22, 8.70
60.40, 327, -14, 66.22, 8.70
60.45, 327, -14, 66.22, 8.70
60.50, 327, -14, 66.22, 8.70
60.55, 324, -14, 66.22, 8.70
60.60, 325, -14, 66.22, 8.70
60.65, 323, -14, 66.22, 8.70
60.70, 323, -14, 66.22, 8.70
60.75, 322, -14, 66.22, 8.70
60.80, 320, -14, 66.22, 8.70
60.85, 321, -13, 66.22, 8.70
60.90, 320, -13, 66.22, 8.70
60.95, 319, -13, 66.22, 8.70
61.00, 319, -13, 66.22, 8.70
61.05, 319, -13, 66.22, 8.70
61.10, 318, -13, 66.22, 8.70
61.15, 318, -13, 66.22, 8.70
61.20, 316, -13, 66.22, 8.70
61.25, 316, -13, 66.22, 8.70
61.30, 316, -13, 66.22, 8.70
61.35, 314, -13, 66.20, 8.70
61.40, 314, -13, 66.22, 8.70
61.45, 312, -13, 66.22, 8.70
61.50, 312, -13, 66.22, 8.70
61.55, 311, -13, 66.22, 8.70
61.60, 310, -13, 66.22, 8.70
61.65, 310, -13, 66.22, 8.70
61.70, 309, -13, 66.22, 8.70
61.75, 309, -13, 66.22, 8.70
61.80, 309, -13, 66.22, 8.70
61.85, 308, -13, 66.20, 8.70
61.90, 306, -13, 66.22, 8.70
61.95, 308, -13, 66.20, 8.70
62.00, 307, -13, 66.20, 8.70
62.05, 304, -13, 66.22, 8.70
62.10, 304, -13, 66.20, 8.70
62.15, 304, -13, 66.20, 8.70
62.20, 302, -13, 66.20, 8.70
62.25, 302, -13, 66.22, 8.70
62.30, 303, -13, 66.20, 8.70
62.35, 300, -13, 66.22, 8.70
62.40, 301, -13, 66.22, 8.70
62.45, 300, -13, 66.20, 8.70
62.50, 299, -13, 66.20, 8.70
62.55, 297, -13, 66.22, 8.70
62.60, 298, -13, 66.20, 8.70
62.65, 298, -13, 66.20, 8.70
62.70, 297, -13, 66.20, 8.70
62.75, 295, -13, 66.20, 8.70
62.80, 296, -14, 66.20, 8.70
62.85, 294, -14, 66.20, 8.70
62.90, 293, -14, 66.20, 8.70
62.95, 294, -14, 66.18, 8.70
63.00, 293, -14, 66.20, 8.70
63.05, 292, -13, 66.20, 8.70
63.10, 292, -13, 66.18, 8.70
63.15, 291, -13, 66.18, 8.70
63.20, 289, -13, 66.20, 8.70
63.25, 290, -14, 66.18, 8.70
63.30, 288, -14, 66.20, 8.70
63.35, 288, -14, 66.20, 8.70
63.40, 287, -14, 66.18, 8.70
63.45, 286, -14, 66.20, 8.70
63.50, 286, -14, 66.20, 8.70
63.55, 285, -14, 66.20, 8.70
63.60, 284, -14, 66.18, 8.70
63.65, 283, -14, 66.18, 8.70
63.70, 282, -14, 66.18, 8.70
63.75, 283, -14, 66.18, 8.70
63.80, 281, -14, 66.20, 8.70
63.85, 280, -14, 66.18, 8.70
63.90, 281, -14, 66.18, 8.70
63.95, 279, -14, 66.20, 8.70
64.00, 279, -14, 66.18, 8.70
64.05, 278, -14, 66.18, 8.70
64.10, 278, -14, 66.18, 8.70
64.15, 276, -14, 66.20, 8.70
64.20, 275, -14, 66.20, 8.70
64.25, 275, -14, 66.20, 8.70
64.30, 275, -14, 66.18, 8.70
64.35, 274, -14, 66.18, 8.70
64.40, 273, -14, 66.18, 8.70
64.45, 273, -14, 66.18, 8.70
64.50, 271, -14, 66.20, 8.70
64.55, 272, -14, 66.18, 8.70
64.60, 270, -14, 66.18, 8.70
64.65, 270, -14, 66.18, 8.70
64.70, 268, -14, 66.20, 8.70
64.75, 269, -14, 66.18, 8.70
64.80, 268, -14, 66.18, 8.70
64.85, 267, -14, 66.18, 8.70
64.90, 266, -14, 66.18, 8.70
64.95, 266, -14, 66.18, 8.70
65.00, 266, -14, 66.18, 8.70
65.05, 264, -14, 66.18, 8.70
65.10, 263, -14, 66.18, 8.70
65.15, 263, -14, 66.18, 8.70
65.20, 262, -14, 66.18, 8.70
65.25, 261, -14, 66.18, 8.70
65.30, 261, -14, 66.18, 8.70
65.35, 260, -14, 66.18, 8.70
65.40, 260, -14, 66.20, 8.70
65.45, 258, -14, 66.18, 8.70
65.50, 258, -14, 66.18, 8.70
65.55, 257, -14, 66.18, 8.70
65.60, 257, -14, 66.18, 8.70
65.65, 255, -14, 66.18, 8.70
65.70, 255, -14, 66.18, 8.70
65.75, 254, -14, 66.18, 8.70
65.80, 253, -14, 66.18, 8.70
65.85, 252, -14, 66.18, 8.70
65.90, 252, -14, 66.18, 8.70
65.95, 252, -14, 66.18, 8.70
66.00, 250, -14, 66.18, 8.70
66.05, 251, -14, 66.16, 8.70
66.10, 250, -14, 66.18, 8.70
66.15, 249, -14, 66.18, 8.70
66.20, 248, -14, 66.18, 8.70
66.25, 248, -14, 66.18, 8.70
66.30, 247, -14, 66.18, 8.70
66.35, 246, -14, 66.18, 8.70
66.40, 247, -14, 66.18, 8.70
66.45, 245, -14, 66.18, 8.70
66.50, 245, -14, 66.18, 8.70
66.55, 243, -14, 66.18, 8.70
66.60, 242, -14, 66.18, 8.70
66.65, 244, -14, 66.16, 8.70
66.70, 242, -13, 66.18, 8.70
66.75, 240, -14, 66.18, 8.70
66.80, 241, -14, 66.18, 8.70
66.85, 239, -14, 66.18, 8.70
66.90, 239, -14, 66.18, 8.70
66.95, 237, -14, 66.18, 8.70
67.00, 237, -13, 66.18, 8.70
67.05, 237, -13, 66.18, 8.70
67.10, 235, -13, 66.18, 8.70
67.15, 235, -13, 66.16, 8.70
67.20, 234, -13, 66.16, 8.70
67.25, 234, -14, 66.16, 8.70
67.30, 232, -14, 66.18, 8.70
67.35, 234, -14, 66.16, 8.70
67.40, 231, -14, 66.18, 8.70
67.45, 231, -14, 66.18, 8.70
67.50, 231, -14, 66.15, 8.70
67.55, 230, -14, 66.18, 8.70
67.60, 229, -14, 66.18, 8.70
67.65, 229, -14, 66.16, 8.70
67.70, 227, -14, 66.18, 8.70
67.75, 227, -13, 66.18, 8.70
67.80, 226, -13, 66.16, 8.70
67.85, 224, -13, 66.16, 8.70
67.90, 225, -13, 66.15, 8.70
67.95, 225, -13, 66.16, 8.70
68.00, 225, -13, 66.15, 8.70
68.05, 224, -13, 66.15, 8.70
68.10, 222, -13, 66.16, 8.70
68.15, 222, -13, 66.16, 8.70
68.20, 222, -13, 66.15, 8.70
68.25, 220, -13, 66.16, 8.70
68.30, 220, -13, 66.15, 8.70
68.35, 220, -13, 66.15, 8.70
68.40, 219, -13, 66.15, 8.70
68.45, 218, -13, 66.15, 8.70
68.50, 217, -13, 66.16, 8.70
68.55, 217, -13, 66.15, 8.70
68.60, 215, -13, 66.16, 8.70
68.65, 216, -13, 66.15, 8.70
68.70, 214, -13, 66.16, 8.70
68.75, 215, -13, 66.15, 8.70
68.80, 214, -13, 66.15, 8.70
68.85, 212, -13, 66.16, 8.70
68.90, 212, -13, 66.15, 8.70
68.95, 210, -13, 66.15, 8.70
69.00, 210, -14, 66.15, 8.70
69.05, 210, -14, 66.15, 8.70
69.10, 210, -14, 66.15, 8.70
69.15, 209, -14, 66.15, 8.70
69.20, 207, -14, 66.16, 8.70
69.25, 208, -14, 66.15, 8.70
69.30, 206, -14, 66.15, 8.70
69.35, 206, -14, 66.15, 8.70
69.40, 204, -14, 66.15, 8.70
69.45, 205, -14, 66.15, 8.70
69.50, 204, -14, 66.15, 8.70
69.55, 203, -14, 66.15, 8.70
69.60, 203, -14, 66.15, 8.70
69.65, 200, -14, 66.15, 8.70
69.70, 201, -14, 66.15, 8.70
69.75, 200, -14, 66.15, 8.70
69.80, 200, -14, 66.15, 8.70
69.85, 199, -14, 66.15, 8.70
69.90, 199, -14, 66.15, 8.70
69.95, 197, -14, 66.15, 8.70
70.00, 197, -14, 66.15, 8.70
70.05, 195, -14, 66.15, 8.70
70.10, 195, -14, 66.15, 8.70
70.15, 194, -14, 66.15, 8.70
70.20, 193, -14, 66.15, 8.70
70.25, 193, -14, 66.15, 8.70
70.30, 193, -14, 66.15, 8.70
70.35, 192, -14, 66.15, 8.70
70.40, 191, -14, 66.15, 8.70
70.45, 191, -14, 66.15, 8.70
70.50, 190, -14, 66.15, 8.70
70.55, 189, -14, 66.15, 8.70
70.60, 188, -14, 66.15, 8.70
70.65, 187, -14, 66.15, 8.70
70.70, 187, -14, 66.15, 8.70
70.75, 186, -14, 66.15, 8.70
70.80, 187, -14, 66.15, 8.70
70.85, 184, -14, 66.15, 8.70
70.90, 184, -14, 66.15, 8.70
70.95, 184, -14, 66.15, 8.70
71.00, 184, -14, 66.15, 8.70
71.05, 182, -14, 66.15, 8.70
71.10, 180, -14, 66.15, 8.70
71.15, 181, -14, 66.15, 8.70
71.20, 180, -14, 66.15, 8.70
71.25, 179, -14, 66.15, 8.70
71.30, 178, -14, 66.15, 8.70
71.35, 178, -14, 66.15, 8.70
71.40, 177, -14, 66.15, 8.70
71.45, 176, -14, 66.15, 8.70
71.50, 176, -14, 66.15, 8.70
71.55, 175, -14, 66.15, 8.70
71.60, 174, -14, 66.15, 8.70
71.65, 173, -14, 66.15, 8.70
71.70, 173, -14, 66.15, 8.70
71.75, 171, -14, 66.15, 8.70
71.80, 172, -14, 66.15, 8.70
71.85, 173, -14, 66.13, 8.70
71.90, 170, -14, 66.15, 8.70
71.95, 170, -14, 66.15, 8.70
72.00, 169, -14, 66.13, 8.70
72.05, 168, -14, 66.15, 8.70
72.10, 168, -14, 66.13, 8.70
72.15, 167, -14, 66.13, 8.70
72.20, 166, -14, 66.13, 8.70
72.25, 166, -14, 66.13, 8.70
72.30, 165, -14, 66.13, 8.70
72.35, 164, -14, 66.13, 8.70
72.40, 162, -14, 66.15, 8.70
72.45, 162, -14, 66.13, 8.70
72.50, 162, -14, 66.13, 8.70
72.55, 162, -14, 66.13, 8.70
72.60, 160, -13, 66.13, 8.70
72.65, 161, -13, 66.13, 8.70
72.70, 157, -14, 66.15, 8.70
72.75, 159, -14, 66.13, 8.70
72.80, 158, -14, 66.13, 8.70
72.85, 158, -14, 66.13, 8.70
72.90, 156, -14, 66.15, 8.70
72.95, 156, -14, 66.13, 8.70
73.00, 155, -14, 66.13, 8.70
73.05, 154, -14, 66.15, 8.70
73.10, 154, -14, 66.13, 8.70
73.15, 153, -14, 66.13, 8.70
73.20, 152, -14, 66.13, 8.70
73.25, 151, -14, 66.13, 8.70
73.30, 151, -14, 66.13, 8.70
73.35, 150, -14, 66.13, 8.70
73.40, 150, -14, 66.13, 8.70
73.45, 149, -14, 66.13, 8.70
73.50, 149, -14, 66.13, 8.70
73.55, 147, -14, 66.13, 8.70
73.60, 147, -14, 66.13, 8.70
73.65, 147, -14, 66.13, 8.70
73.70, 146, -14, 66.13, 8.70
73.75, 144, -14, 66.13, 8.70
73.80, 144, -14, 66.13, 8.70
73.85, 143, -14, 66.13, 8.70
73.90, 142, -14, 66.13, 8.70
73.95, 141, -14, 66.13, 8.70
74.00, 140, -14, 66.13, 8.70
74.05, 140, -14, 66.13, 8.70
74.10, 140, -14, 66.13, 8.70
74.15, 139, -14, 66.13, 8.70
74.20, 138, -14, 66.13, 8.70
74.25, 137, -14, 66.13, 8.70
74.30, 137, -15, 66.13, 8.70
74.35, 135, -15, 66.13, 8.70
74.40, 135, -15, 66.13, 8.70
74.45, 135, -15, 66.13, 8.70
74.50, 134, -15, 66.13, 8.70
74.55, 133, -15, 66.13, 8.70
74.60, 132, -15, 66.13, 8.70
74.65, 132, -15, 66.13, 8.70
74.70, 130, -15, 66.13, 8.70
74.75, 131, -15, 66.11, 8.70
74.80, 130, -15, 66.13, 8.70
74.85, 129, -15, 66.13, 8.70
74.90, 128, -15, 66.13, 8.70
74.95, 128, -15, 66.13, 8.70
75.00, 127, -15, 66.11, 8.70
75.05, 126, -15, 66.13, 8.70
75.10, 124, -15, 66.13, 8.70
75.15, 124, -15, 66.13, 8.70
75.20, 124, -14, 66.13, 8.70
75.25, 122, -14, 66.13, 8.70
75.30, 121, -14, 66.13, 8.70
75.35, 121, -14, 66.11, 8.70
75.40, 120, -14, 66.11, 8.70
75.45, 119, -14, 66.13, 8.70
75.50, 120, -14, 66.11, 8.70
75.55, 120, -14, 66.11, 8.70
75.60, 117, -14, 66.11, 8.70
75.65, 117, -14, 66.11, 8.70
75.70, 115, -14, 66.13, 8.70
75.75, 115, -14, 66.11, 8.70
75.80, 114, -14, 66.13, 8.70
75.85, 113, -14, 66.13, 8.70
75.90, 114, -14, 66.13, 8.70
75.95, 112, -14, 66.11, 8.70
76.00, 111, -14, 66.13, 8.70
76.05, 111, -14, 66.13, 8.70
76.10, 110, -14, 66.11, 8.70
76.15, 111, -14, 66.09, 8.70
76.20, 109, -14, 66.11, 8.70
76.25, 108, -14, 66.11, 8.70
76.30, 108, -14, 66.11, 8.70
76.35, 106, -14, 66.13, 8.70
76.40, 107, -14, 66.09, 8.70
76.45, 105, -14, 66.11, 8.70
76.50, 106, -14, 66.09, 8.70
76.55, 106, -14, 66.09, 8.70
76.60, 105, -14, 66.09, 8.70
76.65, 104, -14, 66.09, 8.70
76.70, 102, -14, 66.11, 8.70
76.75, 101, -14, 66.09, 8.70
76.80, 102, -14, 66.09, 8.70
76.85, 101, -14, 66.11, 8.70
76.90, 101, -14, 66.09, 8.70
76.95, 98, -14, 66.09, 8.70
77.00, 100, -14, 66.07, 8.70
77.05, 98, -14, 66.09, 8.70
77.10, 96, -14, 66.09, 8.70
77.15, 96, -14, 66.09, 8.70
77.20, 96, -14, 66.09, 8.70
77.25, 96, -13, 66.09, 8.70
77.30, 94, -13, 66.09, 8.70
77.35, 93, -13, 66.09, 8.70
77.40, 93, -14, 66.09, 8.70
77.45, 92, -14, 66.09, 8.70
77.50, 91, -14, 66.09, 8.70
77.55, 90, -14, 66.09, 8.70
77.60, 88, -14, 66.09, 8.70
77.65, 88, -14, 66.09, 8.70
77.70, 87, -14, 66.09, 8.70
77.75, 87, -14, 66.09, 8.70
77.80, 87, -14, 66.09, 8.70
77.85, 87, -14, 66.09, 8.70
77.90, 85, -14, 66.09, 8.70
77.95, 86, -14, 66.07, 8.70
78.00, 84, -14, 66.09, 8.70
78.05, 83, -14, 66.09, 8.70
78.10, 84, -14, 66.09, 8.70
78.15, 82, -14, 66.09, 8.70
78.20, 82, -14, 66.09, 8.70
78.25, 82, -14, 66.09, 8.70
78.30, 82, -14, 66.09, 8.70
78.35, 80, -14, 66.09, 8.70
78.40, 79, -14, 66.09, 8.70
78.45, 77, -14, 66.09, 8.70
78.50, 77, -14, 66.09, 8.70
78.55, 77, -13, 66.09, 8.70
78.60, 76, -13, 66.09, 8.70
78.65, 76, -13, 66.09, 8.70
78.70, 74, -13, 66.09, 8.70
78.75, 74, -13, 66.09, 8.70
78.80, 74, -13, 66.09, 8.70
78.85, 73, -14, 66.09, 8.70
78.90, 73, -14, 66.09, 8.70
78.95, 72, -14, 66.09, 8.70
79.00, 71, -14, 66.09, 8.70
79.05, 70, -14, 66.09, 8.70
79.10, 69, -14, 66.09, 8.70
79.15, 67, -14, 66.09, 8.70
79.20, 67, -14, 66.09, 8.70
79.25, 67, -14, 66.09, 8.70
79.30, 66, -14, 66.09, 8.70
79.35, 66, -14, 66.09, 8.70
79.40, 65, -14, 66.09, 8.70
79.45, 64, -14, 66.09, 8.70
79.50, 63, -14, 66.09, 8.70
79.55, 63, -13, 66.09, 8.70
79.60, 63, -13, 66.09, 8.70
79.65, 62, -13, 66.07, 8.70
79.70, 62, -13, 66.09, 8.70
79.75, 60, -14, 66.09, 8.70
79.80, 60, -14, 66.07, 8.70
79.85, 59, -14, 66.09, 8.70
79.90, 59, -14, 66.09, 8.70
79.95, 56, -14, 66.09, 8.70
80.00, 57, -14, 66.09, 8.70
80.05, 56, -14, 66.07, 8.70
80.10, 55, -14, 66.09, 8.70
80.15, 54, -13, 66.09, 8.70
80.20, 54, -13, 66.07, 8.70
80.25, 53, -13, 66.09, 8.70
80.30, 53, -13, 66.07, 8.70
80.35, 51, -13, 66.07, 8.70
80.40, 51, -13, 66.09, 8.70
80.45, 51, -13, 66.07, 8.70
80.50, 51, -14, 66.06, 8.70
80.55, 50, -14, 66.07, 8.70
80.60, 49, -14, 66.06, 8.70
80.65, 49, -14, 66.07, 8.70
80.70, 48, -14, 66.06, 8.70
80.75, 47, -14, 66.06, 8.70
80.80, 44, -14, 66.09, 8.70
80.85, 46, -14, 66.06, 8.70
80.90, 44, -14, 66.07, 8.70
80.95, 44, -14, 66.06, 8.70
81.00, 43, -14, 66.06, 8.70
81.05, 42, -14, 66.06, 8.70
81.10, 42, -13, 66.06, 8.70
81.15, 41, -14, 66.07, 8.70
81.20, 41, -14, 66.06, 8.70
81.25, 40, -14, 66.06, 8.70
81.30, 39, -14, 66.06, 8.70
81.35, 40, -14, 66.06, 8.70
81.40, 38, -14, 66.06, 8.70
81.45, 37, -14, 66.06, 8.70
81.50, 36, -14, 66.06, 8.70
81.55, 36, -14, 66.06, 8.70
81.60, 33, -14, 66.07, 8.70
81.65, 35, -14, 66.06, 8.70
81.70, 34, -14, 66.06, 8.70
81.75, 32, -14, 66.06, 8.70
81.80, 31, -14, 66.06, 8.70
81.85, 31, -14, 66.06, 8.70
81.90, 31, -14, 66.07, 8.70
81.95, 30, -14, 66.06, 8.70
82.00, 29, -14, 66.06, 8.70
82.05, 29, -14, 66.06, 8.70
82.10, 28, -14, 66.06, 8.70
82.15, 28, -14, 66.06, 8.70
82.20, 26, -14, 66.07, 8.70
82.25, 26, -14, 66.06, 8.70
82.30, 25, -14, 66.06, 8.70
82.35, 24, -14, 66.06, 8.70
82.40, 24, -14, 66.06, 8.70
82.45, 23, -14, 66.06, 8.70
82.50, 23, -14, 66.06, 8.70
82.55, 22, -14, 66.06, 8.70
82.60, 23, -14, 66.06, 8.70
82.65, 21, -14, 66.06, 8.70
82.70, 20, -14, 66.06, 8.70
82.75, 18, -14, 66.06, 8.70
82.80, 18, -14, 66.06, 8.70
82.85, 17, -14, 66.06, 8.70
82.90, 16, -14, 66.06, 8.70
82.95, 16, -14, 66.06, 8.70
83.00, 16, -14, 66.06, 8.70
83.05, 14, -14, 66.07, 8.70
83.10, 14, -14, 66.06, 8.70
83.15, 13, -14, 66.06, 8.70
83.20, 12, -14, 66.06, 8.70
83.25, 11, -14, 66.06, 8.70
83.30, 13, -14, 66.04, 8.70
83.35, 11, -14, 66.04, 8.70
83.40, 8, -14, 66.06, 8.70
83.45, 9, -14, 66.06, 8.70
83.50, 8, -14, 66.06, 8.70
83.55, 8, -14, 66.04, 8.70
83.60, 6, -14, 66.06, 8.70
83.65, 6, -14, 66.04, 8.70
83.70, 4, -14, 66.06, 8.70
83.75, 4, -13, 66.04, 8.70
83.80, 4, -12, 66.06, 8.70
83.85, 2, -12, 66.06, 8.70
83.90, 2, -11, 66.06, 8.70
83.95, 2, -11, 66.06, 8.70
84.00, 1, -10, 66.06, 8.70
84.05, -1, -11, 66.06, 8.70
84.10, 0, -11, 66.04, 8.70
84.15, -1, -11, 66.06, 8.70
84.20, -3, -11, 66.06, 8.70
84.25, -2, -11, 66.04, 8.70
84.30, -3, -11, 66.06, 8.70
84.35, -2, -11, 66.02, 8.70
84.40, -4, -11, 66.04, 8.70
84.45, -4, -10, 66.04, 8.70
84.50, -5, -10, 66.04, 8.70
84.55, -6, -10, 66.02, 8.70
84.60, -5, -9, 66.02, 8.70
84.65, -7, -9, 66.02, 8.70
84.70, -8, -8, 66.04, 8.70
84.75, -39, -8, 66.04, 8.70
84.80, -4, -8, 66.06, 8.70
84.85, -4, -7, 66.04, 8.70
84.90, -4, -7, 66.02, 8.70
84.95, -5, -7, 66.06, 8.70
85.00, -5, -6, 66.02, 8.70
85.05, -8, -6, 66.02, 8.70
85.10, -8, -6, 66.04, 8.70
85.15, -10, -5, 66.02, 8.70
85.20, -11, -5, 66.02, 8.70
85.25, -11, -5, 66.02, 8.70
85.30, -12, -5, 66.02, 8.70
85.35, -11, -4, 66.02, 8.70
85.40, -11, -4, 66.02, 8.70
85.45, -12, -4, 66.02, 8.70
85.50, -11, -4, 66.02, 8.70
85.55, -12, -3, 66.02, 8.70
85.60, -11, -3, 66.02, 8.70
85.65, -12, -3, 66.02, 8.70
85.70, -12, -3, 66.02, 8.70
85.75, -11, -3, 66.02, 8.70
85.80, -12, -3, 66.02, 8.70
85.85, -12, -3, 66.02, 8.70
85.90, -12, -3, 66.02, 8.70
85.95, -11, -3, 66.00, 8.70
86.00, -12, -3, 66.02, 8.70
86.05, -11, -2, 66.02, 8.70
86.10, -12, -1, 66.02, 8.70
86.15, -12, -1, 66.00, 8.70
86.20, -12, -1, 66.02, 8.70
86.25, -12, -0, 66.00, 8.70
86.30, -11, -0, 66.00, 8.70
86.35, -11, 0, 66.02, 8.70
86.40, -12, 0, 66.02, 8.70
86.45, -12, 0, 66.00, 8.70
86.50, -12, 0, 66.00, 8.70
86.55, -12, 0, 66.02, 8.70
86.60, -11, 0, 66.02, 8.70
86.65, -12, 0, 66.02, 8.70
86.70, -11, 0, 66.00, 8.70
86.75, -12, 0, 66.02, 8.70
86.80, -12, 0, 66.00, 8.70
86.85, -11, 0, 66.00, 8.70
86.90, -11, 0, 66.02, 8.70
86.95, -11, 0, 66.02, 8.70
87.00, -11, 0, 66.02, 8.70
87.05, -11, 0, 66.00, 8.70
