time,altitude,velocity,acceleration,thrust,drag
84.228,31.389,-6.0508,0.001709,0,92.483
84.728,28.364,-6.0499,0.0017078,0,92.483
85.228,25.339,-6.0491,0.0017066,0,92.483
85.728,22.315,-6.0482,0.0017054,0,92.483
86.228,19.291,-6.0474,0.0017042,0,92.483
86.728,16.267,-6.0465,0.001703,0,92.483
87.228,13.244,-6.0457,0.0017018,0,92.483
87.728,10.222,-6.0448,0.0017006,0,92.483
88.228,7.1996,-6.044,0.0016994,0,92.483
88.728,4.1778,-6.0431,0.0016982,0,92.483
89.228,1.1565,-6.0423,0.001697,0,92.484
89.728,-1.8644,-6.0414,0.0016958,0,92.484
