Time	Altitude	Temperature	Voltage
88.25	541	86.5F	9.4
88.3	534	86.5F	9.4
88.35	526	86.5F	9.4
88.4	527	86.5F	9.4
88.45	525	86.5F	9.4
88.5	523	86.5F	9.4
88.55	521	86.5F	9.4
88.6	520	86.5F	9.4
88.65	519	86.5F	9.4
88.7	519	86.5F	9.4
88.75	517	86.5F	9.4
88.8	517	86.5F	9.4
88.85	517	86.5F	9.4
88.9	516	86.5F	9.4
88.95	517	86.5F	9.4
89	516	86.5F	9.4
89.05	517	86.5F	9.4
89.1	517	86.5F	9.4
89.15	515	86.5F	9.4
89.2	516	86.5F	9.4
89.25	515	86.5F	9.4
89.3	515	86.5F	9.4
89.35	513	86.5F	9.4
89.4	511	86.5F	9.4
89.45	511	86.5F	9.4
89.5	510	86.5F	9.4
89.55	508	86.5F	9.4
89.6	507	86.5F	9.4
89.65	508	86.5F	9.4
89.7	506	86.5F	9.4
89.75	507	86.5F	9.4
89.8	507	86.5F	9.4
89.85	506	86.5F	9.4
89.9	505	86.5F	9.4
89.95	505	86.5F	9.4
90	504	86.5F	9.4
90.05	504	86.5F	9.4
90.1	499	86.5F	9.4
90.15	498	86.5F	9.4
90.2	495	86.5F	9.4
90.25	494	86.5F	9.4
90.3	492	86.5F	9.4
90.35	493	86.5F	9.4
90.4	496	86.5F	9.4
90.45	492	86.5F	9.4
90.5	489	86.5F	9.4
90.55	489	86.5F	9.4
90.6	486	86.5F	9.4
90.65	486	86.5F	9.4
90.7	486	86.5F	9.4
90.75	484	86.5F	9.4
90.8	484	86.5F	9.4
90.85	481	86.5F	9.4
90.9	481	86.5F	9.4
90.95	478	86.5F	9.4
91	478	86.4F	9.4
91.05	477	86.5F	9.4
91.1	478	86.5F	9.4
91.15	477	86.5F	9.4
91.2	477	86.4F	9.4
91.25	477	86.4F	9.4
91.3	476	86.5F	9.4
91.35	475	86.4F	9.4
91.4	474	86.4F	9.4
91.45	474	86.4F	9.4
91.5	474	86.4F	9.4
91.55	471	86.4F	9.4
91.6	470	86.4F	9.4
91.65	468	86.4F	9.4
91.7	465	86.4F	9.4
91.75	465	86.4F	9.4
91.8	462	86.4F	9.4
91.85	461	86.4F	9.4
91.9	459	86.4F	9.4
91.95	459	86.4F	9.4
92	457	86.4F	9.4
92.05	457	86.4F	9.4
92.1	456	86.4F	9.4
92.15	454	86.4F	9.4
92.2	454	86.4F	9.4
92.25	451	86.4F	9.4
92.3	451	86.4F	9.4
92.35	450	86.4F	9.4
92.4	450	86.4F	9.4
92.45	449	86.4F	9.4
92.5	447	86.4F	9.4
92.55	446	86.4F	9.4
92.6	447	86.4F	9.4
92.65	445	86.4F	9.4
92.7	444	86.4F	9.4
92.75	443	86.4F	9.4
92.8	443	86.4F	9.4
92.85	441	86.4F	9.4
92.9	441	86.4F	9.4
92.95	438	86.4F	9.4
93	435	86.4F	9.4
93.05	434	86.4F	9.4
93.1	432	86.4F	9.4
93.15	432	86.4F	9.4
93.2	433	86.4F	9.4
93.25	432	86.4F	9.4
93.3	431	86.4F	9.4
93.35	432	86.4F	9.4
93.4	431	86.4F	9.4
93.45	431	86.4F	9.4
93.5	431	86.4F	9.4
93.55	430	86.4F	9.4
93.6	427	86.4F	9.4
93.65	427	86.4F	9.4
93.7	425	86.4F	9.4
93.75	424	86.4F	9.4
93.8	422	86.4F	9.4
93.85	420	86.4F	9.4
93.9	420	86.4F	9.4
93.95	419	86.4F	9.4
94	418	86.4F	9.4
94.05	416	86.4F	9.4
94.1	415	86.4F	9.4
94.15	415	86.4F	9.4
94.2	414	86.4F	9.4
94.25	414	86.4F	9.4
94.3	413	86.4F	9.4
94.35	412	86.4F	9.4
94.4	409	86.4F	9.4
94.45	410	86.4F	9.4
94.5	409	86.4F	9.4
94.55	409	86.4F	9.4
94.6	407	86.4F	9.4
94.65	408	86.4F	9.4
94.7	407	86.4F	9.4
94.75	405	86.4F	9.4
94.8	405	86.4F	9.4
94.85	405	86.4F	9.4
94.9	406	86.4F	9.4
94.95	406	86.4F	9.4
95	408	86.4F	9.4
95.05	406	86.4F	9.4
95.1	403	86.4F	9.4
95.15	402	86.4F	9.4
95.2	402	86.4F	9.4
95.25	399	86.4F	9.4
95.3	400	86.4F	9.4
95.35	398	86.4F	9.4
95.4	398	86.4F	9.4
95.45	400	86.4F	9.4
95.5	397	86.4F	9.4
95.55	396	86.4F	9.4
95.6	397	86.4F	9.4
95.65	396	86.4F	9.4
95.7	394	86.4F	9.4
95.75	394	86.4F	9.4
95.8	394	86.4F	9.4
95.85	391	86.4F	9.4
95.9	391	86.4F	9.4
95.95	390	86.4F	9.4
96	389	86.4F	9.4
96.05	388	86.4F	9.4
96.1	387	86.4F	9.4
96.15	385	86.4F	9.4
96.2	387	86.4F	9.4
96.25	386	86.4F	9.4
96.3	385	86.4F	9.4
96.35	384	86.4F	9.4
96.4	382	86.4F	9.4
96.45	383	86.4F	9.4
96.5	383	86.4F	9.4
96.55	382	86.4F	9.4
96.6	382	86.3F	9.4
96.65	381	86.4F	9.4
96.7	380	86.4F	9.4
96.75	380	86.4F	9.4
96.8	379	86.4F	9.4
96.85	378	86.3F	9.4
96.9	378	86.3F	9.4
96.95	376	86.3F	9.4
97	375	86.3F	9.4
97.05	376	86.3F	9.4
97.1	374	86.3F	9.4
97.15	372	86.3F	9.4
97.2	371	86.4F	9.4
97.25	370	86.3F	9.4
97.3	371	86.3F	9.4
97.35	369	86.3F	9.4
97.4	369	86.3F	9.4
97.45	368	86.3F	9.4
97.5	368	86.3F	9.4
97.55	367	86.3F	9.4
97.6	366	86.3F	9.4
97.65	366	86.3F	9.4
97.7	365	86.3F	9.4
97.75	365	86.3F	9.4
97.8	364	86.3F	9.4
97.85	364	86.3F	9.4
97.9	363	86.3F	9.4
97.95	361	86.3F	9.4
98	361	86.3F	9.4
98.05	359	86.3F	9.4
98.1	359	86.3F	9.4
98.15	358	86.3F	9.4
98.2	358	86.3F	9.4
98.25	355	86.3F	9.4
98.3	355	86.3F	9.4
98.35	354	86.3F	9.4
98.4	352	86.3F	9.4
98.45	352	86.3F	9.4
98.5	350	86.3F	9.4
98.55	349	86.3F	9.4
98.6	349	86.3F	9.4
98.65	349	86.3F	9.4
98.7	348	86.3F	9.4
98.75	347	86.3F	9.4
98.8	346	86.3F	9.4
98.85	346	86.3F	9.4
98.9	347	86.3F	9.4
98.95	344	86.3F	9.4
99	343	86.3F	9.4
99.05	342	86.3F	9.4
99.1	342	86.3F	9.4
99.15	340	86.3F	9.4
99.2	340	86.3F	9.4
99.25	339	86.3F	9.4
99.3	338	86.3F	9.4
99.35	337	86.3F	9.4
99.4	338	86.3F	9.4
99.45	337	86.3F	9.4
99.5	336	86.3F	9.4
99.55	334	86.3F	9.4
99.6	333	86.3F	9.4
99.65	331	86.3F	9.4
99.7	330	86.3F	9.4
99.75	328	86.3F	9.4
99.8	326	86.3F	9.4
99.85	325	86.3F	9.4
99.9	325	86.3F	9.4
99.95	323	86.3F	9.4
100	323	86.3F	9.4
100.05	321	86.3F	9.4
100.1	320	86.3F	9.4
100.15	320	86.3F	9.4
100.2	319	86.3F	9.4
100.25	319	86.3F	9.4
100.3	318	86.3F	9.4
100.35	317	86.3F	9.4
100.4	316	86.3F	9.4
100.45	316	86.3F	9.4
100.5	313	86.3F	9.4
100.55	313	86.3F	9.4
100.6	313	86.3F	9.4
100.65	311	86.3F	9.4
100.7	310	86.3F	9.4
100.75	309	86.3F	9.4
100.8	309	86.3F	9.4
100.85	307	86.3F	9.4
100.9	305	86.3F	9.4
100.95	307	86.3F	9.4
101	307	86.3F	9.4
101.05	306	86.3F	9.4
101.1	306	86.3F	9.4
101.15	304	86.3F	9.4
101.2	304	86.3F	9.4
101.25	304	86.3F	9.4
101.3	302	86.3F	9.4
101.35	299	86.3F	9.4
101.4	298	86.3F	9.4
101.45	297	86.3F	9.4
101.5	296	86.3F	9.4
101.55	297	86.3F	9.4
101.6	298	86.3F	9.4
101.65	296	86.3F	9.4
101.7	296	86.3F	9.4
101.75	294	86.3F	9.4
101.8	293	86.3F	9.4
101.85	289	86.3F	9.4
101.9	288	86.3F	9.4
101.95	290	86.3F	9.4
102	289	86.3F	9.4
102.05	288	86.3F	9.4
102.1	286	86.3F	9.4
102.15	287	86.3F	9.4
102.2	286	86.3F	9.4
102.25	287	86.3F	9.4
102.3	286	86.3F	9.4
102.35	283	86.3F	9.4
102.4	282	86.3F	9.4
102.45	279	86.3F	9.4
102.5	278	86.3F	9.4
102.55	276	86.3F	9.4
102.6	275	86.3F	9.4
102.65	275	86.2F	9.4
102.7	273	86.3F	9.4
102.75	272	86.3F	9.4
102.8	273	86.3F	9.4
102.85	272	86.2F	9.4
102.9	272	86.3F	9.4
102.95	270	86.2F	9.4
103	269	86.2F	9.4
103.05	267	86.2F	9.4
103.1	268	86.2F	9.4
103.15	265	86.2F	9.4
103.2	264	86.2F	9.4
103.25	263	86.2F	9.4
103.3	262	86.2F	9.4
103.35	262	86.2F	9.4
103.4	261	86.2F	9.4
103.45	259	86.2F	9.4
103.5	257	86.2F	9.4
103.55	257	86.2F	9.4
103.6	255	86.2F	9.4
103.65	252	86.2F	9.4
103.7	252	86.2F	9.4
103.75	250	86.2F	9.4
103.8	249	86.2F	9.4
103.85	247	86.2F	9.4
103.9	246	86.2F	9.4
103.95	245	86.2F	9.4
104	245	86.2F	9.4
104.05	244	86.2F	9.4
104.1	243	86.2F	9.4
104.15	243	86.2F	9.4
104.2	240	86.2F	9.4
104.25	238	86.2F	9.4
104.3	238	86.2F	9.4
104.35	238	86.2F	9.4
104.4	235	86.2F	9.4
104.45	235	86.2F	9.4
104.5	234	86.2F	9.4
104.55	232	86.2F	9.4
104.6	231	86.2F	9.4
104.65	229	86.2F	9.4
104.7	228	86.2F	9.4
104.75	227	86.2F	9.4
104.8	226	86.2F	9.4
104.85	225	86.2F	9.4
104.9	224	86.2F	9.4
104.95	222	86.2F	9.4
105	221	86.2F	9.4
105.05	220	86.2F	9.4
105.1	219	86.2F	9.4
105.15	219	86.2F	9.4
105.2	218	86.2F	9.4
105.25	216	86.2F	9.4
105.3	215	86.2F	9.4
105.35	215	86.2F	9.4
105.4	214	86.2F	9.4
105.45	213	86.2F	9.4
105.5	210	86.2F	9.4
105.55	210	86.2F	9.4
105.6	208	86.2F	9.4
105.65	205	86.2F	9.4
105.7	205	86.2F	9.4
105.75	203	86.2F	9.4
105.8	202	86.2F	9.4
105.85	200	86.2F	9.4
105.9	200	86.2F	9.4
105.95	199	86.2F	9.4
106	198	86.2F	9.4
106.05	196	86.2F	9.4
106.1	195	86.2F	9.4
106.15	195	86.2F	9.4
106.2	193	86.2F	9.4
106.25	191	86.2F	9.4
106.3	191	86.2F	9.4
106.35	190	86.2F	9.4
106.4	189	86.2F	9.4
106.45	189	86.2F	9.4
106.5	186	86.2F	9.4
106.55	187	86.2F	9.4
106.6	185	86.2F	9.4
106.65	184	86.2F	9.4
106.7	183	86.2F	9.4
106.75	184	86.2F	9.4
106.8	182	86.2F	9.4
106.85	180	86.2F	9.4
106.9	179	86.2F	9.4
106.95	178	86.2F	9.4
107	178	86.2F	9.4
107.05	178	86.2F	9.4
107.1	177	86.2F	9.4
107.15	175	86.2F	9.4
107.2	175	86.2F	9.4
107.25	175	86.2F	9.4
107.3	174	86.2F	9.4
107.35	175	86.2F	9.4
107.4	172	86.2F	9.4
107.45	171	86.2F	9.4
107.5	171	86.2F	9.4
107.55	171	86.2F	9.4
107.6	169	86.2F	9.4
107.65	168	86.2F	9.4
107.7	165	86.1F	9.4
107.75	166	86.1F	9.4
107.8	163	86.2F	9.4
107.85	162	86.2F	9.4
107.9	162	86.2F	9.4
107.95	160	86.2F	9.4
108	161	86.1F	9.4
108.05	160	86.2F	9.4
108.1	158	86.2F	9.4
108.15	156	86.2F	9.4
108.2	155	86.2F	9.4
108.25	154	86.1F	9.4
108.3	152	86.2F	9.4
108.35	152	86.1F	9.4
108.4	151	86.1F	9.4
108.45	149	86.1F	9.4
108.5	148	86.2F	9.4
108.55	147	86.2F	9.4
108.6	146	86.1F	9.4
108.65	144	86.1F	9.4
108.7	144	86.2F	9.4
108.75	143	86.1F	9.4
108.8	144	86.1F	9.4
108.85	142	86.1F	9.4
108.9	141	86.1F	9.4
108.95	139	86.2F	9.4
109	138	86.1F	9.4
109.05	138	86.1F	9.4
109.1	136	86.1F	9.4
109.15	135	86.1F	9.4
109.2	132	86.2F	9.4
109.25	132	86.1F	9.4
109.3	131	86.1F	9.4
109.35	130	86.1F	9.4
109.4	130	86.1F	9.4
109.45	128	86.1F	9.4
109.5	127	86.1F	9.4
109.55	125	86.1F	9.4
109.6	124	86.1F	9.4
109.65	125	86.1F	9.4
109.7	123	86.1F	9.4
109.75	123	86.1F	9.4
109.8	121	86.1F	9.4
109.85	121	86.1F	9.4
109.9	120	86.1F	9.4
109.95	118	86.1F	9.4
110	118	86.1F	9.4
110.05	117	86.1F	9.4
110.1	115	86.1F	9.4
110.15	114	86.1F	9.4
110.2	112	86.1F	9.4
110.25	112	86.1F	9.4
110.3	110	86.1F	9.4
110.35	109	86.1F	9.4
110.4	108	86.1F	9.4
110.45	106	86.1F	9.4
110.5	106	86.1F	9.4
110.55	106	86.1F	9.4
110.6	105	86.1F	9.4
110.65	104	86.1F	9.4
110.7	103	86.1F	9.4
110.75	102	86.1F	9.4
110.8	102	86.1F	9.4
110.85	99	86.1F	9.4
110.9	101	86.1F	9.4
110.95	99	86.1F	9.4
111	99	86.1F	9.4
111.05	97	86.1F	9.4
111.1	96	86.1F	9.4
111.15	93	86.1F	9.4
111.2	92	86.1F	9.4
111.25	91	86.1F	9.4
111.3	90	86.1F	9.4
111.35	90	86.1F	9.4
111.4	88	86.1F	9.4
111.45	87	86.1F	9.4
111.5	87	86.1F	9.4
111.55	84	86.1F	9.4
111.6	83	86.1F	9.4
111.65	82	86.1F	9.4
111.7	80	86.1F	9.4
111.75	80	86.1F	9.4
111.8	79	86.1F	9.4
111.85	76	86.1F	9.4
111.9	75	86.1F	9.4
111.95	74	86.1F	9.4
112	73	86.1F	9.4
112.05	72	86.1F	9.4
112.1	71	86.1F	9.4
112.15	69	86.1F	9.4
112.2	68	86.1F	9.4
112.25	66	86.1F	9.4
112.3	67	86.1F	9.4
112.35	64	86.1F	9.4
112.4	65	86.1F	9.4
112.45	65	86.1F	9.4
112.5	62	86.1F	9.4
112.55	61	86.1F	9.4
112.6	60	86.1F	9.4
112.65	59	86.1F	9.4
112.7	59	86.1F	9.4
112.75	60	86.1F	9.4
112.8	57	86.1F	9.4
112.85	58	86.1F	9.4
112.9	57	86.1F	9.4
112.95	55	86.1F	9.4
113	53	86.1F	9.4
113.05	52	86.1F	9.4
113.1	50	86.1F	9.4
113.15	49	86.1F	9.4
113.2	47	86.1F	9.4
113.25	46	86.1F	9.4
113.3	45	86.1F	9.4
113.35	43	86.1F	9.4
113.4	41	86.1F	9.4
113.45	40	86.1F	9.4
113.5	38	86.1F	9.4
113.55	38	86.1F	9.4
113.6	37	86.1F	9.4
113.65	35	86.1F	9.4
113.7	35	86.1F	9.4
113.75	34	86.1F	9.4
113.8	34	86.1F	9.4
113.85	32	86.1F	9.4
113.9	31	86.1F	9.4
113.95	32	86.1F	9.4
114	31	86.1F	9.4
114.05	30	86.1F	9.4
114.1	29	86.1F	9.4
114.15	27	86.1F	9.4
114.2	26	86.1F	9.4
114.25	26	86.1F	9.4
114.3	26	86.1F	9.4
114.35	24	86.1F	9.4
114.4	23	86.1F	9.4
114.45	22	86.1F	9.4
114.5	22	86.1F	9.4
114.55	19	86.1F	9.4
114.6	20	86.1F	9.4
114.65	18	86.1F	9.4
114.7	19	86.1F	9.4
114.75	18	86.1F	9.4
114.8	17	86.1F	9.4
114.85	17	86.1F	9.4
114.9	16	86.1F	9.4
114.95	15	86.1F	9.4
115	14	86.1F	9.4
115.05	13	86.1F	9.4
115.1	14	86.1F	9.4
115.15	10	86.1F	9.4
115.2	10	86.1F	9.4
115.25	6	86.1F	9.4
115.3	8	86.1F	9.4
115.35	6	86.1F	9.4
115.4	4	86.1F	9.4
115.45	2	86.1F	9.4
115.5	0	86.1F	9.4
115.55	0	86.1F	9.4
115.6	-5	86.1F	9.4
115.65	5	86.1F	9.4
115.7	1	86.1F	9.4
115.75	0	86.1F	9.4
115.8	-1	86.1F	9.4
115.85	-2	86.1F	9.4
115.9	-3	86.1F	9.4
115.95	-5	86.1F	9.4
116	-5	86.1F	9.4
116.05	-5	86.1F	9.4
116.1	-5	86.1F	9.4
116.15	-4	86.1F	9.4
116.2	-3	86.1F	9.4
116.25	-4	86.1F	9.4
116.3	-5	86.1F	9.4
116.35	-4	86.1F	9.4
116.4	-5	86.1F	9.4
116.45	-4	86.1F	9.4
116.5	-5	86.1F	9.4
116.55	-4	86.1F	9.4
116.6	-4	86.1F	9.4
116.65	-5	86.1F	9.4
116.7	-5	86.1F	9.4
116.75	-5	86.1F	9.4
116.8	-3	86.0F	9.4
116.85	-4	86.1F	9.4
116.9	-5	86.1F	9.4
116.95	-2	86.1F	9.4
117	-4	86.1F	9.4
117.05	-5	86.1F	9.4
117.1	-5	86.1F	9.4
117.15	-5	86.1F	9.4
117.2	-4	86.1F	9.4
117.25	-5	86.1F	9.4
117.3	-5	86.1F	9.4
117.35	-6	86.1F	9.4
117.4	-5	86.1F	9.4
117.45	-5	86.1F	9.4
117.5	-4	86.1F	9.4
117.55	-4	86.1F	9.4
117.6	-5	86.1F	9.4
117.65	-3	86.0F	9.4
117.7	-4	86.0F	9.4
117.75	-4	86.1F	9.4
117.8	-4	86.0F	9.4
117.85	-4	86.0F	9.4
117.9	-3	86.1F	9.4
117.95	-5	86.0F	9.4
118	-4	86.0F	9.4
118.05	-4	86.0F	9.4
118.1	-5	86.0F	9.4
118.15	-5	86.1F	9.4
118.2	-4	86.0F	9.4
118.25	-5	86.0F	9.4
118.3	-4	86.0F	9.4
118.35	-4	86.0F	9.4
118.4	-4	86.0F	9.4
118.45	-3	86.0F	9.4
118.5	-5	86.1F	9.4
118.55	-5	86.1F	9.4
118.6	-4	86.0F	9.4
118.65	-5	86.1F	9.4
118.7	-4	86.0F	9.4
118.75	-4	86.0F	9.4
118.8	-5	86.0F	9.4
118.85	-4	86.0F	9.4
118.9	-3	86.0F	9.4
118.95	-3	86.0F	9.4
119	-4	86.1F	9.4
119.05	-5	86.1F	9.4
119.1	-4	86.0F	9.4
119.15	-5	86.0F	9.4
119.2	-4	86.0F	9.4
119.25	-5	86.0F	9.4
119.3	-5	86.0F	9.4
119.35	-4	86.0F	9.4
119.4	-4	86.0F	9.4
119.45	-4	86.0F	9.4
119.5	-5	86.0F	9.4
119.55	-5	86.0F	9.4
119.6	-4	86.0F	9.4
119.65	-5	86.0F	9.4
119.7	-5	86.0F	9.4
119.75	-3	86.0F	9.4
119.8	-3	86.0F	9.4
119.85	-5	86.0F	9.4
119.9	-3	86.0F	9.4
119.95	-5	86.0F	9.4
120	-4	86.0F	9.4
120.05	-5	86.0F	9.4
120.1	-3	86.0F	9.4
120.15	-4	86.0F	9.4
120.2	-4	86.0F	9.4
120.25	-4	86.0F	9.4
120.3	-3	86.0F	9.4
120.35	-5	86.1F	9.4
120.4	-5	86.0F	9.4
120.45	-5	86.0F	9.4
120.5	-4	86.0F	9.4
120.55	-5	86.0F	9.4
120.6	-4	86.0F	9.4
120.65	-5	86.0F	9.4
120.7	-5	86.0F	9.4
120.75	-5	86.0F	9.4
120.8	-5	86.0F	9.4
120.85	-4	86.0F	9.4
120.9	-5	86.0F	9.4
120.95	-5	86.0F	9.4
121	-4	86.0F	9.4
121.05	-5	86.0F	9.4
121.1	-4	86.0F	9.4
121.15	-4	86.0F	9.4
121.2	-5	86.0F	9.4
121.25	-4	86.0F	9.4
121.3	-4	86.0F	9.4
121.35	-4	86.0F	9.4
121.4	-4	86.0F	9.4
121.45	-3	86.0F	9.4
121.5	-5	86.0F	9.4
121.55	-5	86.0F	9.4
