Time	Altitude	Temperature	Voltage
43.85	3212	87.4F	9.4
43.9	3207	87.4F	9.4
43.95	3205	87.4F	9.4
44	3204	87.4F	9.4
44.05	3203	87.4F	9.4
44.1	3203	87.4F	9.4
44.15	3199	87.4F	9.4
44.2	3199	87.4F	9.4
44.25	3203	87.4F	9.4
44.3	3208	87.4F	9.4
44.35	3209	87.4F	9.4
44.4	3205	87.4F	9.4
44.45	3207	87.4F	9.4
44.5	3203	87.4F	9.4
44.55	3202	87.4F	9.4
44.6	3203	87.4F	9.4
44.65	3197	87.4F	9.4
44.7	3189	87.4F	9.4
44.75	3187	87.4F	9.4
44.8	3183	87.4F	9.4
44.85	3181	87.4F	9.4
44.9	3181	87.4F	9.4
44.95	3177	87.4F	9.4
45	3179	87.4F	9.4
45.05	3172	87.4F	9.4
45.1	3167	87.4F	9.4
45.15	3163	87.4F	9.4
45.2	3161	87.4F	9.4
45.25	3161	87.4F	9.4
45.3	3160	87.4F	9.4
45.35	3153	87.4F	9.4
45.4	3153	87.4F	9.4
45.45	3153	87.4F	9.4
45.5	3153	87.4F	9.4
45.55	3145	87.4F	9.4
45.6	3144	87.4F	9.4
45.65	3139	87.4F	9.4
45.7	3136	87.4F	9.4
45.75	3134	87.4F	9.4
45.8	3125	87.4F	9.4
45.85	3123	87.4F	9.4
45.9	3117	87.4F	9.4
45.95	3108	87.4F	9.4
46	3101	87.4F	9.4
46.05	3096	87.4F	9.4
46.1	3092	87.4F	9.4
46.15	3080	87.4F	9.4
46.2	3072	87.4F	9.4
46.25	3063	87.4F	9.4
46.3	3057	87.4F	9.4
46.35	3053	87.4F	9.4
46.4	3054	87.4F	9.4
46.45	3055	87.4F	9.4
46.5	3056	87.4F	9.4
46.55	3052	87.4F	9.4
46.6	3049	87.4F	9.4
46.65	3045	87.4F	9.4
46.7	3042	87.4F	9.4
46.75	3041	87.4F	9.4
46.8	3036	87.4F	9.4
46.85	3037	87.4F	9.4
46.9	3038	87.4F	9.4
46.95	3030	87.4F	9.4
47	3025	87.4F	9.4
47.05	3022	87.4F	9.4
47.1	3015	87.4F	9.4
47.15	3012	87.4F	9.4
47.2	3008	87.4F	9.4
47.25	3006	87.4F	9.4
47.3	3007	87.4F	9.4
47.35	3009	87.4F	9.4
47.4	3012	87.4F	9.4
47.45	3013	87.3F	9.4
47.5	3013	87.4F	9.4
47.55	3017	87.3F	9.4
47.6	3009	87.4F	9.4
47.65	3009	87.3F	9.4
47.7	3009	87.3F	9.4
47.75	3006	87.3F	9.4
47.8	2999	87.3F	9.4
47.85	2983	87.3F	9.4
47.9	2975	87.3F	9.4
47.95	2975	87.3F	9.4
48	2967	87.3F	9.4
48.05	2963	87.3F	9.4
48.1	2963	87.3F	9.4
48.15	2963	87.3F	9.4
48.2	2962	87.3F	9.4
48.25	2951	87.3F	9.4
48.3	2950	87.3F	9.4
48.35	2943	87.3F	9.4
48.4	2944	87.3F	9.4
48.45	2936	87.3F	9.4
48.5	2924	87.3F	9.4
48.55	2918	87.3F	9.4
48.6	2917	87.3F	9.4
48.65	2920	87.3F	9.4
48.7	2925	87.3F	9.4
48.75	2922	87.3F	9.4
48.8	2913	87.3F	9.4
48.85	2911	87.3F	9.4
48.9	2911	87.3F	9.4
48.95	2912	87.3F	9.4
49	2912	87.3F	9.4
49.05	2909	87.3F	9.4
49.1	2905	87.3F	9.4
49.15	2903	87.3F	9.4
49.2	2902	87.3F	9.4
49.25	2902	87.3F	9.4
49.3	2900	87.3F	9.4
49.35	2893	87.3F	9.4
49.4	2892	87.3F	9.4
49.45	2895	87.3F	9.4
49.5	2890	87.3F	9.4
49.55	2887	87.3F	9.4
49.6	2876	87.3F	9.4
49.65	2875	87.3F	9.4
49.7	2870	87.3F	9.4
49.75	2866	87.3F	9.4
49.8	2869	87.3F	9.4
49.85	2864	87.3F	9.4
49.9	2858	87.3F	9.4
49.95	2853	87.3F	9.4
50	2853	87.3F	9.4
50.05	2846	87.3F	9.4
50.1	2843	87.3F	9.4
50.15	2847	87.3F	9.4
50.2	2842	87.3F	9.4
50.25	2843	87.3F	9.4
50.3	2848	87.3F	9.4
50.35	2845	87.3F	9.4
50.4	2835	87.3F	9.4
50.45	2836	87.3F	9.4
50.5	2825	87.3F	9.4
50.55	2816	87.3F	9.4
50.6	2815	87.3F	9.4
50.65	2809	87.3F	9.4
50.7	2802	87.3F	9.4
50.75	2808	87.3F	9.4
50.8	2814	87.3F	9.4
50.85	2812	87.3F	9.4
50.9	2809	87.3F	9.4
50.95	2806	87.3F	9.4
51	2800	87.3F	9.4
51.05	2794	87.3F	9.4
51.1	2784	87.3F	9.4
51.15	2781	87.3F	9.4
51.2	2784	87.3F	9.4
51.25	2781	87.3F	9.4
51.3	2777	87.3F	9.4
51.35	2772	87.3F	9.4
51.4	2761	87.3F	9.4
51.45	2755	87.3F	9.4
51.5	2750	87.3F	9.4
51.55	2750	87.3F	9.4
51.6	2749	87.3F	9.4
51.65	2746	87.3F	9.4
51.7	2740	87.3F	9.4
51.75	2741	87.3F	9.4
51.8	2740	87.3F	9.4
51.85	2739	87.3F	9.4
51.9	2737	87.3F	9.4
51.95	2737	87.3F	9.4
52	2736	87.3F	9.4
52.05	2735	87.3F	9.4
52.1	2736	87.3F	9.4
52.15	2731	87.3F	9.4
52.2	2727	87.3F	9.4
52.25	2723	87.3F	9.4
52.3	2720	87.3F	9.4
52.35	2716	87.3F	9.4
52.4	2713	87.3F	9.4
52.45	2708	87.3F	9.4
52.5	2700	87.3F	9.4
52.55	2691	87.3F	9.4
52.6	2684	87.3F	9.4
52.65	2678	87.3F	9.4
52.7	2674	87.3F	9.4
52.75	2672	87.3F	9.4
52.8	2673	87.3F	9.4
52.85	2674	87.3F	9.4
52.9	2677	87.3F	9.4
52.95	2680	87.3F	9.4
53	2682	87.3F	9.4
53.05	2682	87.3F	9.4
53.1	2677	87.3F	9.4
53.15	2668	87.3F	9.4
53.2	2661	87.3F	9.4
53.25	2655	87.3F	9.4
53.3	2651	87.3F	9.4
53.35	2637	87.3F	9.4
53.4	2627	87.3F	9.4
53.45	2621	87.3F	9.4
53.5	2616	87.3F	9.4
53.55	2613	87.3F	9.4
53.6	2611	87.3F	9.4
53.65	2609	87.3F	9.4
53.7	2606	87.3F	9.4
53.75	2602	87.3F	9.4
53.8	2598	87.3F	9.4
53.85	2593	87.3F	9.4
53.9	2591	87.3F	9.4
53.95	2586	87.3F	9.4
54	2584	87.3F	9.4
54.05	2580	87.3F	9.4
54.1	2577	87.3F	9.4
54.15	2575	87.3F	9.4
54.2	2571	87.3F	9.4
54.25	2567	87.3F	9.4
54.3	2563	87.3F	9.4
54.35	2561	87.3F	9.4
54.4	2560	87.3F	9.4
54.45	2554	87.3F	9.4
54.5	2553	87.3F	9.4
54.55	2548	87.3F	9.4
54.6	2545	87.3F	9.4
54.65	2542	87.3F	9.4
54.7	2540	87.3F	9.4
54.75	2538	87.3F	9.4
54.8	2537	87.3F	9.4
54.85	2536	87.3F	9.4
54.9	2540	87.3F	9.4
54.95	2541	87.2F	9.4
55	2542	87.3F	9.4
55.05	2536	87.3F	9.4
55.1	2529	87.2F	9.4
55.15	2517	87.3F	9.4
55.2	2508	87.2F	9.4
55.25	2501	87.2F	9.4
55.3	2499	87.2F	9.4
55.35	2493	87.2F	9.4
55.4	2492	87.2F	9.4
55.45	2491	87.2F	9.4
55.5	2492	87.2F	9.4
55.55	2493	87.2F	9.4
55.6	2495	87.2F	9.4
55.65	2494	87.2F	9.4
55.7	2490	87.2F	9.4
55.75	2485	87.2F	9.4
55.8	2482	87.2F	9.4
55.85	2476	87.2F	9.4
55.9	2469	87.2F	9.4
55.95	2463	87.2F	9.4
56	2462	87.2F	9.4
56.05	2466	87.2F	9.4
56.1	2463	87.2F	9.4
56.15	2465	87.2F	9.4
56.2	2469	87.2F	9.4
56.25	2471	87.2F	9.4
56.3	2469	87.2F	9.4
56.35	2464	87.2F	9.4
56.4	2463	87.2F	9.4
56.45	2461	87.2F	9.4
56.5	2462	87.2F	9.4
56.55	2457	87.2F	9.4
56.6	2455	87.2F	9.4
56.65	2447	87.2F	9.4
56.7	2439	87.2F	9.4
56.75	2426	87.2F	9.4
56.8	2419	87.2F	9.4
56.85	2420	87.2F	9.4
56.9	2419	87.2F	9.4
56.95	2414	87.2F	9.4
57	2411	87.2F	9.4
57.05	2408	87.2F	9.4
57.1	2408	87.2F	9.4
57.15	2407	87.2F	9.4
57.2	2403	87.2F	9.4
57.25	2398	87.2F	9.4
57.3	2397	87.2F	9.4
57.35	2398	87.2F	9.4
57.4	2391	87.2F	9.4
57.45	2388	87.2F	9.4
57.5	2385	87.2F	9.4
57.55	2383	87.2F	9.4
57.6	2378	87.2F	9.4
57.65	2376	87.2F	9.4
57.7	2372	87.2F	9.4
57.75	2370	87.2F	9.4
57.8	2365	87.2F	9.4
57.85	2356	87.2F	9.4
57.9	2350	87.2F	9.4
57.95	2343	87.2F	9.4
58	2342	87.2F	9.4
58.05	2337	87.2F	9.4
58.1	2336	87.2F	9.4
58.15	2332	87.2F	9.4
58.2	2324	87.2F	9.4
58.25	2326	87.2F	9.4
58.3	2321	87.2F	9.4
58.35	2318	87.2F	9.4
58.4	2311	87.2F	9.4
58.45	2302	87.2F	9.4
58.5	2299	87.2F	9.4
58.55	2293	87.2F	9.4
58.6	2290	87.2F	9.4
58.65	2288	87.2F	9.4
58.7	2289	87.2F	9.4
58.75	2292	87.1F	9.4
58.8	2286	87.2F	9.4
58.85	2280	87.1F	9.4
58.9	2274	87.2F	9.4
58.95	2269	87.1F	9.4
59	2266	87.1F	9.4
59.05	2263	87.1F	9.4
59.1	2258	87.1F	9.4
59.15	2252	87.1F	9.4
59.2	2250	87.1F	9.4
59.25	2249	87.1F	9.4
59.3	2247	87.1F	9.4
59.35	2248	87.1F	9.4
59.4	2254	87.1F	9.4
59.45	2256	87.1F	9.4
59.5	2257	87.1F	9.4
59.55	2255	87.1F	9.4
59.6	2252	87.1F	9.4
59.65	2249	87.1F	9.4
59.7	2241	87.1F	9.4
59.75	2235	87.1F	9.4
59.8	2226	87.1F	9.4
59.85	2218	87.1F	9.4
59.9	2211	87.1F	9.4
59.95	2206	87.1F	9.4
60	2204	87.1F	9.4
60.05	2200	87.1F	9.4
60.1	2196	87.1F	9.4
60.15	2193	87.1F	9.4
60.2	2190	87.1F	9.4
60.25	2188	87.1F	9.4
60.3	2189	87.1F	9.4
60.35	2187	87.1F	9.4
60.4	2184	87.1F	9.4
60.45	2182	87.1F	9.4
60.5	2182	87.1F	9.4
60.55	2181	87.1F	9.4
60.6	2182	87.1F	9.4
60.65	2180	87.1F	9.4
60.7	2176	87.1F	9.4
60.75	2173	87.1F	9.4
60.8	2170	87.1F	9.4
60.85	2166	87.1F	9.4
60.9	2159	87.1F	9.4
60.95	2156	87.1F	9.4
61	2159	87.1F	9.4
61.05	2156	87.1F	9.4
61.1	2153	87.1F	9.4
61.15	2148	87.1F	9.4
61.2	2144	87.1F	9.4
61.25	2141	87.1F	9.4
61.3	2136	87.1F	9.4
61.35	2128	87.1F	9.4
61.4	2124	87.1F	9.4
61.45	2118	87.1F	9.4
61.5	2114	87.1F	9.4
61.55	2109	87.1F	9.4
61.6	2109	87.1F	9.4
61.65	2112	87.1F	9.4
61.7	2115	87.1F	9.4
61.75	2120	87.1F	9.4
61.8	2122	87.1F	9.4
61.85	2119	87.1F	9.4
61.9	2111	87.1F	9.4
61.95	2104	87.1F	9.4
62	2099	87.1F	9.4
62.05	2095	87.1F	9.4
62.1	2092	87.1F	9.4
62.15	2094	87.1F	9.4
62.2	2098	87.1F	9.4
62.25	2098	87.1F	9.4
62.3	2096	87.1F	9.4
62.35	2094	87.1F	9.4
62.4	2090	87.1F	9.4
62.45	2089	87.1F	9.4
62.5	2082	87.1F	9.4
62.55	2076	87.1F	9.4
62.6	2067	87.1F	9.4
62.65	2055	87.1F	9.4
62.7	2045	87.1F	9.4
62.75	2038	87.1F	9.4
62.8	2032	87.1F	9.4
62.85	2028	87.1F	9.4
62.9	2024	87.1F	9.4
62.95	2022	87.1F	9.4
63	2018	87.1F	9.4
63.05	2016	87.1F	9.4
63.1	2013	87.1F	9.4
63.15	2010	87.1F	9.4
63.2	2008	87.1F	9.4
63.25	2005	87.1F	9.4
63.3	2004	87.0F	9.4
63.35	2002	87.1F	9.4
63.4	1998	87.1F	9.4
63.45	1994	87.1F	9.4
63.5	1992	87.0F	9.4
63.55	1992	87.0F	9.4
63.6	1992	87.0F	9.4
63.65	1998	87.0F	9.4
63.7	1996	87.0F	9.4
63.75	1990	87.1F	9.4
63.8	1985	87.0F	9.4
63.85	1976	87.0F	9.4
63.9	1976	87.0F	9.4
63.95	1975	87.0F	9.4
64	1973	87.0F	9.4
64.05	1977	87.1F	9.4
64.1	1974	87.0F	9.4
64.15	1969	87.0F	9.4
64.2	1964	87.0F	9.4
64.25	1958	87.0F	9.4
64.3	1950	87.0F	9.4
64.35	1947	87.0F	9.4
64.4	1942	87.0F	9.4
64.45	1938	87.0F	9.4
64.5	1935	87.0F	9.4
64.55	1931	87.0F	9.4
64.6	1927	87.0F	9.4
64.65	1924	87.0F	9.4
64.7	1921	87.0F	9.4
64.75	1922	87.0F	9.4
64.8	1922	87.0F	9.4
64.85	1920	87.0F	9.4
64.9	1924	87.0F	9.4
64.95	1923	87.0F	9.4
65	1927	87.0F	9.4
65.05	1933	87.0F	9.4
65.1	1929	87.0F	9.4
65.15	1927	87.0F	9.4
65.2	1923	87.0F	9.4
65.25	1928	87.0F	9.4
65.3	1933	87.0F	9.4
65.35	1926	87.0F	9.4
65.4	1923	87.0F	9.4
65.45	1920	87.0F	9.4
65.5	1914	87.0F	9.4
65.55	1910	87.0F	9.4
65.6	1905	87.0F	9.4
65.65	1896	87.0F	9.4
65.7	1889	87.0F	9.4
65.75	1885	87.0F	9.4
65.8	1883	87.0F	9.4
65.85	1880	87.0F	9.4
65.9	1870	87.0F	9.4
65.95	1858	87.0F	9.4
66	1853	87.0F	9.4
66.05	1844	87.0F	9.4
66.1	1838	87.0F	9.4
66.15	1836	87.0F	9.4
66.2	1831	87.0F	9.4
66.25	1830	87.0F	9.4
66.3	1828	87.0F	9.4
66.35	1826	87.0F	9.4
66.4	1825	87.0F	9.4
66.45	1822	87.0F	9.4
66.5	1820	87.0F	9.4
66.55	1819	87.0F	9.4
66.6	1816	87.0F	9.4
66.65	1815	87.0F	9.4
66.7	1814	87.0F	9.4
66.75	1812	87.0F	9.4
66.8	1813	87.0F	9.4
66.85	1812	87.0F	9.4
66.9	1813	87.0F	9.4
66.95	1813	87.0F	9.4
67	1811	87.0F	9.4
67.05	1807	87.0F	9.4
67.1	1802	87.0F	9.4
67.15	1794	86.9F	9.4
67.2	1795	86.9F	9.4
67.25	1791	87.0F	9.4
67.3	1792	86.9F	9.4
67.35	1789	87.0F	9.4
67.4	1794	86.9F	9.4
67.45	1792	86.9F	9.4
67.5	1791	86.9F	9.4
67.55	1788	86.9F	9.4
67.6	1780	86.9F	9.4
67.65	1773	86.9F	9.4
67.7	1760	86.9F	9.4
67.75	1755	86.9F	9.4
67.8	1749	86.9F	9.4
67.85	1742	87.0F	9.4
67.9	1733	86.9F	9.4
67.95	1730	86.9F	9.4
68	1726	86.9F	9.4
68.05	1721	86.9F	9.4
68.1	1719	86.9F	9.4
68.15	1717	86.9F	9.4
68.2	1716	86.9F	9.4
68.25	1715	86.9F	9.4
68.3	1716	86.9F	9.4
68.35	1717	86.9F	9.4
68.4	1719	86.9F	9.4
68.45	1717	86.9F	9.4
68.5	1714	86.9F	9.4
68.55	1706	86.9F	9.4
68.6	1705	86.9F	9.4
68.65	1697	86.9F	9.4
68.7	1693	86.9F	9.4
68.75	1691	86.9F	9.4
68.8	1692	86.9F	9.4
68.85	1697	86.9F	9.4
68.9	1704	86.9F	9.4
68.95	1707	86.9F	9.4
69	1709	86.9F	9.4
69.05	1705	86.9F	9.4
69.1	1702	86.9F	9.4
69.15	1700	86.9F	9.4
69.2	1698	86.9F	9.4
69.25	1692	86.9F	9.4
69.3	1689	86.9F	9.4
69.35	1677	86.9F	9.4
69.4	1672	86.9F	9.4
69.45	1657	86.9F	9.4
69.5	1656	86.9F	9.4
69.55	1651	86.9F	9.4
69.6	1653	86.9F	9.4
69.65	1641	86.9F	9.4
69.7	1633	86.9F	9.4
69.75	1627	86.9F	9.4
69.8	1625	86.9F	9.4
69.85	1623	86.9F	9.4
69.9	1623	86.9F	9.4
69.95	1616	86.9F	9.4
70	1613	86.9F	9.4
70.05	1612	86.9F	9.4
70.1	1608	86.9F	9.4
70.15	1607	86.9F	9.4
70.2	1606	86.9F	9.4
70.25	1605	86.9F	9.4
70.3	1603	86.9F	9.4
70.35	1603	86.9F	9.4
70.4	1606	86.9F	9.4
70.45	1602	86.9F	9.4
70.5	1593	86.9F	9.4
70.55	1595	86.9F	9.4
70.6	1590	86.9F	9.4
70.65	1586	86.9F	9.4
70.7	1580	86.9F	9.4
70.75	1580	86.9F	9.4
70.8	1576	86.9F	9.4
70.85	1574	86.9F	9.4
70.9	1570	86.9F	9.4
70.95	1567	86.9F	9.4
71	1561	86.9F	9.4
71.05	1560	86.9F	9.4
71.1	1557	86.9F	9.4
71.15	1558	86.9F	9.4
71.2	1554	86.9F	9.4
71.25	1555	86.9F	9.4
71.3	1556	86.9F	9.4
71.35	1568	86.9F	9.4
71.4	1557	86.9F	9.4
71.45	1553	86.9F	9.4
71.5	1542	86.9F	9.4
71.55	1538	86.8F	9.4
71.6	1532	86.8F	9.4
71.65	1531	86.8F	9.4
71.7	1528	86.8F	9.4
71.75	1523	86.8F	9.4
71.8	1525	86.8F	9.4
71.85	1521	86.8F	9.4
71.9	1522	86.8F	9.4
71.95	1518	86.8F	9.4
72	1512	86.8F	9.4
72.05	1510	86.8F	9.4
72.1	1509	86.8F	9.4
72.15	1508	86.8F	9.4
72.2	1503	86.8F	9.4
72.25	1506	86.8F	9.4
72.3	1508	86.8F	9.4
72.35	1507	86.8F	9.4
72.4	1501	86.8F	9.4
72.45	1496	86.8F	9.4
72.5	1492	86.8F	9.4
72.55	1488	86.8F	9.4
72.6	1490	86.8F	9.4
72.65	1494	86.8F	9.4
72.7	1490	86.8F	9.4
72.75	1489	86.8F	9.4
72.8	1489	86.8F	9.4
72.85	1486	86.8F	9.4
72.9	1477	86.8F	9.4
72.95	1466	86.8F	9.4
73	1452	86.8F	9.4
73.05	1445	86.8F	9.4
73.1	1440	86.8F	9.4
73.15	1438	86.8F	9.4
73.2	1434	86.8F	9.4
73.25	1434	86.8F	9.4
73.3	1432	86.8F	9.4
73.35	1431	86.8F	9.4
73.4	1428	86.8F	9.4
73.45	1425	86.8F	9.4
73.5	1420	86.8F	9.4
73.55	1417	86.8F	9.4
73.6	1414	86.8F	9.4
73.65	1414	86.8F	9.4
73.7	1412	86.8F	9.4
73.75	1412	86.8F	9.4
73.8	1408	86.8F	9.4
73.85	1406	86.8F	9.4
73.9	1405	86.8F	9.4
73.95	1408	86.8F	9.4
74	1410	86.8F	9.4
74.05	1411	86.8F	9.4
74.1	1410	86.8F	9.4
74.15	1412	86.8F	9.4
74.2	1412	86.8F	9.4
74.25	1399	86.8F	9.4
74.3	1381	86.8F	9.4
74.35	1369	86.8F	9.4
74.4	1363	86.8F	9.4
74.45	1362	86.8F	9.4
74.5	1373	86.8F	9.4
74.55	1373	86.8F	9.4
74.6	1364	86.8F	9.4
74.65	1359	86.8F	9.4
74.7	1355	86.8F	9.4
74.75	1356	86.8F	9.4
74.8	1351	86.8F	9.4
74.85	1344	86.8F	9.4
74.9	1342	86.8F	9.4
74.95	1340	86.7F	9.4
75	1336	86.8F	9.4
75.05	1332	86.8F	9.4
75.1	1327	86.8F	9.4
75.15	1322	86.7F	9.4
75.2	1319	86.8F	9.4
75.25	1314	86.7F	9.4
75.3	1316	86.7F	9.4
75.35	1323	86.7F	9.4
75.4	1325	86.7F	9.4
75.45	1324	86.7F	9.4
75.5	1314	86.7F	9.4
75.55	1303	86.7F	9.4
75.6	1295	86.7F	9.4
75.65	1299	86.7F	9.4
75.7	1297	86.7F	9.4
75.75	1293	86.7F	9.4
75.8	1289	86.7F	9.4
75.85	1287	86.7F	9.4
75.9	1286	86.7F	9.4
75.95	1284	86.7F	9.4
76	1281	86.7F	9.4
76.05	1280	86.7F	9.4
76.1	1275	86.7F	9.4
76.15	1270	86.7F	9.4
76.2	1265	86.7F	9.4
76.25	1259	86.7F	9.4
76.3	1256	86.7F	9.4
76.35	1251	86.7F	9.4
76.4	1245	86.7F	9.4
76.45	1242	86.7F	9.4
76.5	1241	86.7F	9.4
76.55	1236	86.7F	9.4
76.6	1238	86.7F	9.4
76.65	1232	86.7F	9.4
76.7	1228	86.7F	9.4
76.75	1225	86.7F	9.4
76.8	1223	86.7F	9.4
76.85	1225	86.7F	9.4
76.9	1227	86.7F	9.4
76.95	1233	86.7F	9.4
77	1233	86.7F	9.4
77.05	1234	86.7F	9.4
77.1	1238	86.7F	9.4
77.15	1240	86.7F	9.4
77.2	1241	86.7F	9.4
77.25	1234	86.7F	9.4
77.3	1228	86.7F	9.4
77.35	1220	86.7F	9.4
77.4	1214	86.7F	9.4
77.45	1205	86.7F	9.4
77.5	1199	86.7F	9.4
77.55	1199	86.7F	9.4
77.6	1200	86.7F	9.4
77.65	1197	86.7F	9.4
77.7	1192	86.7F	9.4
77.75	1185	86.7F	9.4
77.8	1185	86.7F	9.4
77.85	1180	86.7F	9.4
77.9	1171	86.7F	9.4
77.95	1164	86.7F	9.4
78	1161	86.7F	9.4
78.05	1160	86.7F	9.4
78.1	1159	86.7F	9.4
78.15	1157	86.7F	9.4
78.2	1152	86.7F	9.4
78.25	1157	86.7F	9.4
78.3	1154	86.7F	9.4
78.35	1154	86.7F	9.4
78.4	1151	86.7F	9.4
78.45	1158	86.7F	9.4
78.5	1150	86.7F	9.4
78.55	1147	86.7F	9.4
78.6	1146	86.7F	9.4
78.65	1145	86.7F	9.4
78.7	1142	86.7F	9.4
78.75	1140	86.7F	9.4
78.8	1133	86.7F	9.4
78.85	1132	86.7F	9.4
78.9	1124	86.7F	9.4
78.95	1119	86.7F	9.4
79	1117	86.7F	9.4
79.05	1111	86.7F	9.4
79.1	1114	86.7F	9.4
79.15	1111	86.7F	9.4
79.2	1111	86.7F	9.4
79.25	1111	86.7F	9.4
79.3	1113	86.7F	9.4
79.35	1113	86.7F	9.4
79.4	1110	86.7F	9.4
79.45	1114	86.7F	9.4
79.5	1105	86.7F	9.4
79.55	1098	86.7F	9.4
79.6	1094	86.7F	9.4
79.65	1090	86.7F	9.4
79.7	1086	86.7F	9.4
79.75	1081	86.7F	9.4
79.8	1075	86.7F	9.4
79.85	1064	86.7F	9.4
79.9	1056	86.7F	9.4
79.95	1054	86.7F	9.4
80	1043	86.7F	9.4
80.05	1041	86.7F	9.4
80.1	1039	86.7F	9.4
80.15	1037	86.7F	9.4
80.2	1041	86.7F	9.4
80.25	1040	86.7F	9.4
80.3	1038	86.7F	9.4
80.35	1040	86.7F	9.4
80.4	1030	86.7F	9.4
80.45	1027	86.7F	9.4
80.5	1021	86.7F	9.4
80.55	1015	86.7F	9.4
80.6	1020	86.7F	9.4
80.65	1018	86.7F	9.4
80.7	1018	86.7F	9.4
80.75	1013	86.7F	9.4
80.8	1008	86.7F	9.4
80.85	998	86.6F	9.4
80.9	1000	86.7F	9.4
80.95	990	86.6F	9.4
81	990	86.6F	9.4
81.05	983	86.7F	9.4
81.1	985	86.6F	9.4
81.15	978	86.6F	9.4
81.2	976	86.6F	9.4
81.25	971	86.6F	9.4
81.3	966	86.6F	9.4
81.35	964	86.6F	9.4
81.4	963	86.6F	9.4
81.45	961	86.6F	9.4
81.5	959	86.6F	9.4
81.55	957	86.6F	9.4
81.6	961	86.6F	9.4
81.65	967	86.6F	9.4
81.7	970	86.6F	9.4
81.75	965	86.6F	9.4
81.8	964	86.6F	9.4
81.85	959	86.6F	9.4
81.9	961	86.6F	9.4
81.95	961	86.6F	9.4
82	958	86.6F	9.4
82.05	958	86.6F	9.4
82.1	953	86.6F	9.4
82.15	956	86.6F	9.4
82.2	956	86.6F	9.4
82.25	947	86.6F	9.4
82.3	941	86.6F	9.4
82.35	937	86.6F	9.4
82.4	942	86.6F	9.4
82.45	940	86.6F	9.4
82.5	937	86.6F	9.4
82.55	932	86.6F	9.4
82.6	925	86.6F	9.4
82.65	914	86.6F	9.4
82.7	904	86.6F	9.4
82.75	890	86.6F	9.4
82.8	884	86.6F	9.4
82.85	876	86.6F	9.4
82.9	865	86.6F	9.4
82.95	859	86.6F	9.4
83	857	86.6F	9.4
83.05	852	86.6F	9.4
83.1	849	86.6F	9.4
83.15	846	86.6F	9.4
83.2	845	86.6F	9.4
83.25	843	86.6F	9.4
83.3	845	86.6F	9.4
83.35	847	86.6F	9.4
83.4	849	86.6F	9.4
83.45	843	86.6F	9.4
83.5	836	86.6F	9.4
83.55	829	86.6F	9.4
83.6	827	86.6F	9.4
83.65	824	86.6F	9.4
83.7	825	86.6F	9.4
83.75	827	86.6F	9.4
83.8	824	86.6F	9.4
83.85	818	86.6F	9.4
83.9	809	86.6F	9.4
83.95	801	86.6F	9.4
84	799	86.6F	9.4
84.05	795	86.6F	9.4
84.1	795	86.6F	9.4
84.15	791	86.6F	9.4
84.2	790	86.6F	9.4
84.25	791	86.6F	9.4
84.3	791	86.6F	9.4
84.35	796	86.6F	9.4
84.4	793	86.6F	9.4
84.45	787	86.6F	9.4
84.5	780	86.6F	9.4
84.55	772	86.6F	9.4
84.6	769	86.6F	9.4
84.65	768	86.6F	9.4
84.7	768	86.6F	9.4
84.75	774	86.6F	9.4
84.8	775	86.6F	9.4
84.85	764	86.6F	9.4
84.9	753	86.6F	9.4
84.95	749	86.6F	9.4
85	743	86.6F	9.4
85.05	738	86.6F	9.4
85.1	737	86.6F	9.4
85.15	733	86.6F	9.4
85.2	737	86.6F	9.4
85.25	741	86.5F	9.4
85.3	738	86.6F	9.4
85.35	745	86.5F	9.4
85.4	746	86.6F	9.4
85.45	746	86.6F	9.4
85.5	737	86.6F	9.4
85.55	738	86.5F	9.4
85.6	734	86.5F	9.4
85.65	729	86.5F	9.4
85.7	720	86.5F	9.4
85.75	716	86.6F	9.4
85.8	712	86.5F	9.4
85.85	708	86.5F	9.4
85.9	700	86.5F	9.4
85.95	693	86.5F	9.4
86	687	86.5F	9.4
86.05	679	86.5F	9.4
86.1	674	86.5F	9.4
86.15	669	86.5F	9.4
86.2	668	86.5F	9.4
86.25	664	86.5F	9.4
86.3	663	86.5F	9.4
86.35	661	86.5F	9.4
86.4	659	86.5F	9.4
86.45	653	86.5F	9.4
86.5	648	86.5F	9.4
86.55	645	86.5F	9.4
86.6	646	86.5F	9.4
86.65	644	86.5F	9.4
86.7	642	86.5F	9.4
86.75	641	86.5F	9.4
86.8	643	86.5F	9.4
86.85	641	86.5F	9.4
86.9	641	86.5F	9.4
86.95	636	86.5F	9.4
87	635	86.5F	9.4
87.05	634	86.5F	9.4
87.1	631	86.5F	9.4
87.15	625	86.5F	9.4
87.2	618	86.5F	9.4
87.25	609	86.5F	9.4
87.3	605	86.5F	9.4
87.35	598	86.5F	9.4
87.4	602	86.5F	9.4
87.45	599	86.5F	9.4
87.5	595	86.5F	9.4
87.55	599	86.5F	9.4
87.6	605	86.5F	9.4
87.65	605	86.5F	9.4
87.7	592	86.5F	9.4
87.75	583	86.5F	9.4
87.8	579	86.5F	9.4
87.85	571	86.5F	9.4
87.9	564	86.5F	9.4
87.95	557	86.5F	9.4
88	553	86.5F	9.4
88.05	548	86.5F	9.4
88.1	550	86.5F	9.4
88.15	547	86.5F	9.4
88.2	544	86.5F	9.4
